,작성일,작성자,제목,내용
12,2022-05-23,jeongwhachoi,,앞에 이어서 간호협회는 법안소위 통과 후 성명서를 내고 숙련된 간호인력의 확보와 적정 배치 지속 근무 등을 위한 간호법 제정안이 지난해 3월 발의된 지 1년이 지나 드디어 의결됐다 며 여전히 대한의사협회 등은 간호법 제정을 반대하고 있지만 간호법은 다양화되는 간호업무에 발맞춰 숙련된 간호사를 양성해 초고령사회에 대비하고 국민 건강을 돌보기 위한 법 이라고 강조했다. 하지만 법안소위를 통과한 간호법 수정안에서는 간호인력 양성 관련한 중요한 규정이 삭제되거나 수정됐다. 간호종합계획과 간호인력 권익에 관한 사항에서는 간호종합계획 간호정책심의위원회 간호사 등 실태조사 관련 내용은 기존 보건의료인력지원법 적용을 받는다고 보고 모두 삭제했다. 간호인력지원센터의 경우 신설하되 고충해소와 상담지원 업무는 삭제하도록 했다. 또 표준근로지침 관련 규정과 간호사 확충 관리책임자 선임 등 의료기관 책무도 삭제했다. 이 때문에 과연 간호법이 양질의 간호인력 수급과 간호사 업무환경 개선에 어떤 계기를 마련할 것인지 의문을 제기하는 목소리도 적지 않다. 의사 관련 단체에서는 간호사 처우개선에는 얼마든지 동의하지만 현재 간호법이라고 지칭된 법안은 간호사의 실제 처우개선과 관련 없는 간호협회 수뇌부의 정치적 목적을 위함인 것은 누가 봐도 자명한 사실 이라는 의구심을 제기하고 있다. 적정 간호인력 확보와 간호사 업무환경 개선을 위해선 병원이 간호인력 확충에 나서게끔 간호사 1인당 환자수 법제화가 실질적으로 필요한데 간호법 제정안에 이에 대한 규정이 빠졌다는 지적도 나온다. 건강권 실현을 위한 행동하는 간호사회 는 간호협회가 간호법안 입법 추진시 주요한 이유로 적정 간호사 확보와 처우개선을 꼽고 있지만 실질적으로 간호인력 확보를 위해 필요한 간호사 1인당 환자 수 법제화 에 관한 규정이 없다고 지적했다. 행동하는 간호사회는 적정한 간호인력은 간호사뿐만 아니라 환자의 건강에도 직접적인 영향을 미친다. 간호사가 담당하는 환자 수가 많아질수록 환자 사망률 투약오류 등이 증가한다는 연구결과도 보고됐다 며 간호사 그리고 국민을 위해서라도 간호사 1명이 담당하는 환자 수를 정하고 처벌할 수 있는 법을 제정해 간호인력부족의 근본적인 원인을 해결할 수 있도록 해야 한다 고 촉구했다. 한편 국회 보건복지위원회에 작년 10월 동의자수 10만명을 넘기며 국민동의청원이 성립된 간호인력인권법 청원이 상정돼 있다. 간호인력인권법은 간호인력 수급 종합계획과 임금 결정 등의 내용과 함께 환자 수에 따른 간호사 최저 인력 배치기준을 규정해 놓았다. 일반병동 중환자실 외상응급실 수술실. 신생아 집중치료실 등 근무 장소별로 환자 수에 따른 간호사 인력 최저 배치기준을 명시했다. 하지만 국회에서 간호인력인권법 입법논의는 제대로 이어지지 않고 있다. 간호인력인권법 제정을 추진하는 민주노총 공공운수노조 의료연대본부는 간호인력인권법은 간호협회의 간호법과 다른 법안으로 간호사 1인당 담당 환자수를 법제화해 인력기준 배치를 적게 한 의료기관은 징역이나 벌금에 처하도록 처벌규정이 들어가 있다 고 강조했다. 간호사 1인당 환자수 법제화는 간호인력인권법 간호사 간호학생 행간 행동하는 간호사회 건강권 실현을 위한 행동하는 간호사회
60,2022-05-26,your.friend,,어제도 이야기했던 말 그리고 매년 나오고 있는 말. 도대체 우리의 업무 범위는 어디까지인가. 누가 알려줄수도 없고 책임져야할 부분은 어디까지인가. 나이트때도 뼈저리게 느꼈던 부분이었습니다. 국민청원부터 간호법 제정을 두고 많은 의견들이 있습니다. 결국 오늘 26일 국회 법제사법위원회에서 논의될 것으로 예상됐던 간호법 제정안이 결국 상정되지 않았습니다. 하반기에 언제든 다시 논의를 할 수 있는 부분이지만 숨고르기 이후에 과연 간호법은 어디로 떠다니고 다닐까요 아무도 알 수 없습니다. 병원에서 간호사는 다양한 일을하고 있고 이에 따라 업무범위는 정말 다양합니다. 이전 글에도 이야기를 했듯이 많은 병원은 간호를 하고 있습니다. 간단히 말하자면 한사람이 50명이 넘는 모든 환자의 투약을 하거나 모든 바이탈을 하는것 한 간호사가 맡은 환자의 투약 처치 결과 확인 등등 오히려 더 좋은 간호를 할 수 있지만 6명이 아닌 12명이 넘는 환자를 보니 업무 로딩이 당연히 생겨납니다. 이에 오류는 생겨날 수 밖에 없고 업무가 과도하고 적은 인력으로 많은 환자를 커버해야하니 평균 근속 일수는 당연히 적어질 수 밖에 없는 상황이 나타납니다. 현장에서 일할 수 있는 사람이 없어지니 간호대학은 정원을 지속적으로 늘려왔습니다. 과연 현장에서 일할 수 있는 사람은 넘쳐날까요 여전히 이직하는 사람 사직하는 사람은 넘쳐나고 사직대기까지 하고 있는 상황이 생깁니다. 사직을 하고 싶은데 사직을 못하는 사람들도 있습니다. 로테이션 하고 싶은데 로테이션도 쉽지 않습니다. 배치된 부서에서 모든 간호사가 오래 일해 모든 오더를 알고 거를 수 있거나 좋은 간호를 했으면 좋겠지만 현장은 그럴 수 있는 시간조차 허용되지 않습니다. 간호사는 모든 시간이 다 업무시간으로 되어 밥시간도 정해져 있지 않습니다. 밥을 빨리먹으면 15 20분 정도의 시간으로 밥을 먹습니다. 밥을 먹으면 감사한 날이기도 합니다. 밥먹고 살자고 하는 일인데 내 몸은 더 갉아가며 환자 걱정을 더 하는 시간이 밥시간입니다. 조금 더 인력이 있어 도와줄 수 있으면 간호업무 그리고 휴게시간까지 더 원활히 일을 할 수 있겠지만 여전히 허덕이며 일하고 있다는 것입니다. 한 간호사당 맡을 수 있는 환자가 조금 더 적어지면 훨씬 수월하게 일할 수 있는 것인데 그것조차 지금 현실화가 되기 어려워졌습니다. 바로 오늘 저 포함 실낱같은 희망을 가졌던 이들의 기대가 무너졌습니다. 완벽히 물거품이 된건 아니지만 눈 크게 뜨고 지켜보겠습니다. 간호사의 업무가 간호사니까 당연히 해야할일이 아닌 적은 인력으로 던져주니까 어떻게 되던데 어떻게 하던데가 아닌 우리의 업무 범위가 무엇인지에 대해서 정확하게 이야기할 날이 올때까지. 펜데믹때의 덕분에는 과연 누구를 위한 덕분에였는가에 대한 질문이 끊임없이 머리에 떠다닙니다. 답을 찾기 위해 저는 현장에서 더 열심히 곁을 지키겠습니다. 영상들은 관심있게 지켜봤던 간호법 영상들을 편집한 것입니다. 긴 영상 그리고 긴 글 읽어주셔서 관심가져주셔서 감사합니다 탁꾸일기
202,2022-05-31,knsa_one,,기획정책국 간호퀵뉴스 5월호 제3호 안녕하세요 제 4대 대한간호대학학생협회 기획정책국입니다 간호학생들의 간호 의료계 이슈에 대한 관심도를 높이고자 제작한 간호퀵뉴스가 5월호로 돌아왔습니다 5월의 간호 이슈 이슈 1. 1단계 상병수당 시범 사업에 참여할 의료기관 모집 이슈 2. 비대면진료 제도화 급물살에 의료계 촉각 구체화 방향은 이슈 3. 해외 간호계 리더들 한국 간호법 제정 응원 이슈 4. 상급종합병원도 간호사 야간 근무 운영기관 포함 이슈 5. 간호법 의사면허취소법 법제사법위원회 상정 불발 이슈 6. 코로나19 고위험군은 검사부터 진료 먹는 치료제 처방까지 1일 이내에 진행 이번 제3호 간호퀵뉴스는 2022년 5월 한 달간 발생한 국내 이슈들을 다루었습니다. 정책 및 법률과 관련한 주요 소식들을 위주로 구성하였으니 많은 관심 부탁드립니다 기획정책국의 간호퀵뉴스는 6월에 다시 돌아옵니다
507,2022-06-06,mitimes2022,,최근 이슈 픽 노키즈존 주목 안해 보육교사 유치원 간호법 제정후 월급 국가에서 올려주자는딸맘들 그냥 뻔뻔히 노키즈존 없애고 아들이 물건 부수게 해달라는 아들맘 남아는 상점 물건 부수고 교육계는 남아만 봐도 진저리 철 안들어 까부는게 아니라 100 사회순응도 부족 폭력성조절장애 부모들 남아 감당 안되는 정신적망나니상태면 빨리 보육원으로 보낼것. 맘카페 맘스타그램 유치원 보육교사 여의사 아들맘스타그램 차스타그램 가족스타그램 육아 육아스타그램 육아맘 주부맘 워킹맘 딸맘 딸스타그램 딸바보엄마 맥도날드 노키즈존 노키즈존카페 맘소통 맘그램 맘스타그램 유치원교사 교사 교수 숙명여대 홍대입구 유치원환경구성 유딩 게임
506,2022-06-08,aaronedu_ilsan,,간호사이자 통계학자인 나이팅게일 1856년 2월 파리 협정으로 크림전쟁이 끝나자 그는 같은 해 7월 귀국해 간호학 발전에 힘썼습니다. 전쟁 기간 800쪽이 넘는 통계 보고서를 쓴 것으로도 유명한 나이팅게일은 의료 개혁을 위해 자료와 통계의 중요성을 강조했는데요. 1858년에는 크림전쟁 기간 발생한 부상자와 사망자 수 등의 통계를 이해하기 쉽게 그림 도표 으로 보여주는 로즈 다이어그램 을 발표했어요. 이 그림은 18세기 최고의 통계 그래픽 중 하나로 꼽힙니다. 1860년에는 런던에서 열린 세계 통계학 대회에 참석하기도 했어요. 나이팅게일은 1868년 영국 왕립위생위원회에서 주택 위생을 위해 배수 하수 시설 설치를 의무화한다 는 내용의 공공 보건의료 법률 제정을 이끌어냈고 지역별 보건 진료소 운영을 정부에 건의하기도 했어요. 이처럼 나이팅게일은 헌신적인 의료인이었을 뿐만 아니라 인류의 건강을 위해서는 사회 구조를 개혁해야 한다는 생각을 가진 사람이었습니다. 나이팅게일이 꾸준히 작성한 병원 기록과 간호 노트 등은 각 나라로 전해져 간호법이나 간호사 양성을 위한 기초 교재로 사용됐어요. 그는 기부금을 받아 런던에 성 토머스 병원 부속 나이팅게일 간호학교를 세웠고 이후 호주 미국 등의 간호학교 설립도 꾸준히 지원합니다. 당시 간호사라는 직업에 대해 사회적 인식이 그다지 좋지 않았는데 나이팅게일을 통해 이런 인식이 개선되면서 많은 여성들이 간호사로 일하게 된 거예요. 세상을 떠나기 3년 전인 1907년 그는 87세 나이에 영국 국왕으로부터 여성 최초로 공로 훈장을 받는 영광을 안기도 했어요.
201,2022-06-29,art.qi_song,,한국 사람들은 이민을 가면 한국 사람에게 사기를 당하고 특정국가의 사람들은 자국의 사람들 덕분에 자리잡고 산다고 한다. 우리나라의 특유의 문화인가 민족성은 아니겠지 우리 간호사들도 각자 열심히하고 서로 다름을 인정하고 칭찬해주고 끌어주는 문화가 되었으면 좋겠다. 일단 간호법 제정이 시급하다. 아직도 의료법에 저촉되는 일들이 너무 많이 통용되는데 그러니 더더욱 멘토아름 멘티아름 대한민국 간호사 간호법 월간송아름
505,2022-07-03,knsa_one,,기획정책국 널 위한 정책 안녕하세요 제4대 대한간호대학학생협회 기획정책국입니다. 널 위한 정책은 간호학생 간호사와 관련된 법안과 주요 정책을 한 눈에 정리하여 소개드리는 사업입니다. 목차는 다음과 같습니다. 간호법 진료지원인력 시범사업 간호사 교대제 시범사업 전문간호사 제도 상병수당 공중보건장학제도 공중보건간호사 제도 간호관리료 차등제 간호퀵뉴스에서 미처 다루지 못한 내용도 포함되어 있으니 관심있으신 분들은 참고 부탁드립니다 앞으로도 간호와 관련된 다양한 법안 정책들과 관련한 사업으로 간호대학생들에게 도움이 될 수 있는 기획정책국이 되겠습니다 감사합니다
200,2022-07-04,kwwa1987,,공동 기자회견문 환자안전과 간호인력기준 법제화를 위한 시민행동 출범 기자회견 환자안전과 간호인력기준 법제화를 위해 여러 시민사회단체가 모였다. 우리나라의 경우 간호사 1명이 상급종합병원과 종합병원의 경우 평균 16.3명을 병원 43.6명을 각각 담당하고 있다. 미국 5.7명 핀란드 5.5명 스웨덴 5.4명 노르웨이 3.7명 등과 비교하면 몇 배는 많은 환자를 담당하고 있는 것이다. 이렇다 보니 장시간 근무 및 초과 근무 높은 업무 강도 및 불충분한 휴게시간 등 부정적인 영향을 가져오게 되고 결국 절반 정도의 간호사들이 1년 이내에 병원을 떠나게 된다. 실제로 병원에서 일하는 간호사 수는 평균 7.9명보다 적은 4.2명으로 간호인력 부족의 악순환이 반복되고 있다. 간호인력기준을 법제화하는 것은 이러한 간호인력부족 현상을 해결할 근본적인 해결방안이 될 수 있다. 이미 미국 호주 영국 일본 등에서는 간호인력기준이 법으로 명시되어 있고 이에 대한 강제력 있는 조치를 시행하고 있다. 간호인력기준을 법제화하여 간호사 1인당 환자수를 줄이는 것은 환자안전과도 직결된다. 호주 퀸즈랜드 주의 경우 간호사 인력 배치 수준을 확대한 이후 환자 사망률을 12 낮췄고 12 의 감염을 예방하는 효과를 가져왔다고 밝혀졌다. 최근 한국에서 진행되었던 연구용역들에서도 간호인력확보 수준이 환자의 건강회복에 긍정적 영향을 끼친다는 결과들이 확인되었다. 이렇듯 간호인력 부족문제는 간호사만의 문제가 아니라 시민들의 건강과 안전과 밀접한 관련이 있다. 지난해 간호인력기준 법제화의 내용을 담은 간호사 1인당 담당 환자 수 축소에 관한 청원 이하 간호인력인권법 이 진행되었고 시민들의 노력으로 국민동의청원 10만명을 달성하였다. 간호인력인권법은 간호사 1인당 적정 환자수 법제화 지역임금격차 해결을 통한 지방인력수급 중소병원의 간호사 인력난을 해소하기 위한 고용장려금 지급 등 간호인력 확충과 처우개선에 대한 근본적인 대안들이 담겨있다. 그러나 국회 보건복지위원회에서는 간호법으로 청원취지가 달성될 수 있다며 간호인력인권법에 대한 단 한번의 논의 없이 폐기하려하였다. 이러한 결정은 노동시민사회단체의 항의를 불러일으켰고 결국 간호인력인권법에 대한 논의의 필요성이 인정되어 현재는 청원심사소위원회에 회부된 상태이다. 간호법에는 간호인력기준에 대한 내용이 포함되어있지 않고 처벌규정이 없어 간호인력인권법을 대체할 수 없다. 간호사들이 더 이상 병원을 떠나지 않도록 막고 환자들이 더욱 안전하고 질 높은 간호서비스를 받을 수 있으려면 간호인력인권법 제정이 꼭 필요하다. 이에 많은 시민사회단체들이 간호인력인권법 제정을 위해 모였다. 환자안전과 간호인력기준 법제화 시민행동 약칭 간호인력기준 법제화 시민행동 은 이후 서명운동 지역 선전전 토론회 등을 벌여나갈 예정이다. 해당 법안을 논의하고 책임져야할 보건복지위원회가 아직 구성되지 않았다. 보건복지위원회의 공석에 따라 제대로 된 논의없이 심사기간만 흘러가고 있는 실정이다. 간호인력기준 법제화 시민행동은 보건복지위원회의 조속한 구성을 촉구하며 국민의 뜻을 이어받아 간호인력인권법 제정을 요구한다 2022.07.04. 환자안전과 간호인력기준 법제화를 위한 시민행동 건강과대안 건강권 실현을 위한 행동하는 간호사회 건강사회를위한약사회 건강사회를위한치과의사회 건강세상네트워크 국민건강보험공단일산병원노동조합 노동건강연대 대구경북보건복지단체연대회의 대구참여연대 보건의료단체연합 보건의료학생매듭 빈곤사회연대 빈민해방실천연대 민노련 전철연 사단법인 토닥토닥 사회진보연대 약사의미래를준비하는모임 울산건강연대 인도주의실천의사협의회 의료영리화저지와의료공공성강화를위한제주도민운동본부 전국공공운수노조 전국공공운수노조 의료연대본부 전국학생행진 참여연대 참의료실현청년한의사회 코로나19의료공백으로인한정유엽사망대책위원회 코로나19위중증피해환자보호자모임 한국여성노동자회 한국의료복지사회적협동조합연합회
199,2022-07-07,jeongwhachoi,,환자안전과 간호인력기준 법제화를 위한 시민행동 환자안전과 간호인력기준 법제화를 위한 시민행동 출범 기자회견 기 자 회 견 문 환자안전과 간호인력기준 법제화를 위해 여러 시민사회단체가 모였다. 우리나라의 경우 간호사 1명이 상급종합병원과 종합병원의 경우 평균 16.3명을 병원 43.6명을 각각 담당하고 있다. 미국 5.7명 핀란드 5.5명 스웨덴 5.4명 노르웨이 3.7명 등과 비교하면 몇 배는 많은 환자를 담당하고 있는 것이다. 이렇다 보니 장시간 근무 및 초과 근무 높은 업무 강도 및 불충분한 휴게시간 등 부정적인 영향을 가져오게 되고 결국 절반 정도의 간호사들이 1년 이내에 병원을 떠나게 된다. 실제로 병원에서 일하는 간호사 수는 평균 7.9명보다 적은 4.2명으로 간호인력 부족의 악순환이 반복되고 있다. 간호인력기준을 법제화하는 것은 이러한 간호인력부족 현상을 해결할 근본적인 해결방안이 될 수 있다. 이미 미국 호주 영국 일본 등에서는 간호인력기준이 법으로 명시되어 있고 이에 대한 강제력 있는 조치를 시행하고 있다. 간호인력기준을 법제화하여 간호사 1인당 환자수를 줄이는 것은 환자안전과도 직결된다. 호주 퀸즈랜드 주의 경우 간호사 인력 배치 수준을 확대한 이후 환자 사망률을 12 낮췄고 12 의 감염을 예방하는 효과를 가져왔다고 밝혀졌다. 최근 한국에서 진행되었던 연구용역들에서도 간호인력확보 수준이 환자의 건강회복에 긍정적 영향을 끼친다는 결과들이 확인되었다. 이렇듯 간호인력 부족문제는 간호사만의 문제가 아니라 시민들의 건강과 안전과 밀접한 관련이 있다. 지난해 간호인력기준 법제화의 내용을 담은 간호사 1인당 담당 환자 수 축소에 관한 청원 이하 간호인력인권법 이 진행되었고 시민들의 노력으로 국민동의청원 10만명을 달성하였다. 간호인력인권법은 간호사 1인당 적정 환자수 법제화 지역임금격차 해결을 통한 지방인력수급 중소병원의 간호사 인력난을 해소하기 위한 고용장려금 지급 등 간호인력 확충과 처우개선에 대한 근본적인 대안들이 담겨있다. 그러나 국회 보건복지위원회에서는 간호법으로 청원취지가 달성될 수 있다며 간호인력인권법에 대한 단 한번의 논의 없이 폐기하려하였다. 이러한 결정은 노동시민사회단체의 항의를 불러일으켰고 결국 간호인력인권법에 대한 논의의 필요성이 인정되어 현재는 청원심사소위원회에 회부된 상태이다. 간호법에는 간호인력기준에 대한 내용이 포함되어있지 않고 처벌규정이 없어 간호인력인권법을 대체할 수 없다. 간호사들이 더 이상 병원을 떠나지 않도록 막고 환자들이 더욱 안전하고 질 높은 간호서비스를 받을 수 있으려면 간호인력인권법 제정이 꼭 필요하다. 이에 많은 시민사회단체들이 간호인력인권법 제정을 위해 모였다. 환자안전과 간호인력기준 법제화 시민행동 약칭 간호인력기준 법제화 시민행동 은 이후 서명운동 지역 선전전 토론회 등을 벌여나갈 예정이다. 해당 법안을 논의하고 책임져야할 보건복지위원회가 아직 구성되지 않았다. 보건복지위원회의 공석에 따라 제대로 된 논의없이 심사기간만 흘러가고 있는 실정이다. 간호인력기준 법제화 시민행동은 보건복지위원회의 조속한 구성을 촉구하며 국민의 뜻을 이어받아 간호인력인권법 제정을 요구한다 환자안전과 간호인력기준 법제화를 위한 시민행동 건강과대안 건강권 실현을 위한 행동하는 간호사회 건강사회를위한약사회 건강사회를위한치과의사회 건강세상네트워크 국민건강보험공단일산병원노동조합 노동건강연대 대구경북보건복지단체연대회의 대구참여연대 보건의료단체연합 보건의료학생매듭 빈곤사회연대 빈민해방실천연대 민노련 전철연 사단법인 토닥토닥 사회진보연대 약사의미래를준비하는모임 울산건강연대 인도주의실천의사협의회 의료영리화저지와의료공공성강화를위한제주도민운동본부 전국공공운수노조 전국공공운수노조 의료연대본부 전국학생행진 참여연대 참의료실현청년한의사회 코로나19의료공백으로인한정유엽사망대책위원회 코로나19위중증피해환자보호자모임 한국여성노동자회 한국의료복지사회적협동조합연합회
504,2022-07-19,kim_yoo_sang_,,첫줄 김해 가야대학교에서 개최된 제14회 김해시 간호사회 정기 대의원 총회에 다녀왔습니다. 코로나19라는 지상최악의 바이러스와의 전쟁이 우리의 삶을 바꿔 놓았습니다. 방역의 최전선에서 무한한 희생을 견뎌온 그들의 목소리에 저 또한 절로 마음이 숙연해졌습니다. 하루빨리 의사법 과 충돌하지 않고 의료인 모두가 상생할 수 있는 간호법 이 하루빨리 제정되길 희망합니다. 여러분이 이 시대의 영웅입니다. 함께 하겠습니다. 김유상 국민의힘 김해시의원 활천동 부원동 동상동 청년시의원 세상을바꾸는청년의힘 청년 도전 김해를바꾸는청년의힘 김해청년
503,2022-08-02,kwwa1987,,간호인력인권법 제정에 함께해주세요 . 간호인력인권법제정 인스타그램은 링크트리를 통해 참여하실 수 있습니다 현재 한국은 간호인력기준이 없어서 간호사 1명이 너무 많은 수의 환자를 혼자서 담당하고 있습니다 간호사 1명이 담당하는 환자 수가 많을수록 환자들은 위험해질 수밖에 없습니다 간호사 1인당 적정 환자수가 법제화되어야만 병원내 감염률과 사망률을 낮출 수 있습니다 간호인력기준 법제화로 환자의 안전을 지키는 서명운동에 동참해주세요 환자안전 지키는 간호인력인권법 서명운동 동참으로 우리건강지키기 . 간호인력인권법제정 간호인력인권법 은 2021년 10월 10만의 국민동의청원을 받아 국회 보건복지위에 법안으로 회부되었습니다. 법안의 주요 내용은 간호사 1인당 환자수 축소 배치기준 법제화 와 미준수 의료기관에 대한 벌칙조항 간호간병통합서비스 병동 인력배치기준 상향 지역과 병원규모별 임금격차해소를 위한 간호인력 임금결정위원회 구성 정부 의료기관 책무명시 신규간호사교육 간호활동 보호 인권센터 등 입니다. 입법화 되는 경우 간호인력의 처우를 개선은 물론 환자안전 국민의 건강권을 지켜낼 수 있는 실효성 있는 법안이 될 것입니다. 미국 호주 영국 등은 관련법이 제정 되었고 기준 위반 시 처벌규정까지 있어 환자들은 질 높은 의료서비스를 제공받고 있습니다. 간호사 1인당 환자수 법제화 등 간호인력 배치기준도 없고 법을 어겨도 처벌할 수 있는 강제조항도 없는 간호법이 간호인력인권법을 대신할 수 없습니다. 기존에 있는 보건의료인력지원법에도 실태조사 계획수립 등의 책임이 부과되어 있고 의료법에도 최소인력기준을 명시하고 있지만 강제성은 없기 때문에 인력기준을 지키지 않는 의료기관이 43 나 됩니다. 그렇기 때문에 처벌규정을 명확히한 간호인력인권법이 필요한 것입니다. 서명은 국회 보건복지위원회 소속 의원들에게 전달될 예정입니다
502,2022-08-03,daniella.jin,,간협 미쳤나요 뭔 의사부족타령 본질을 흐리지마세요 죽어라 일한 간호사가 고인이 되었는데 뭔 의사부족이야 아산병원 간호사가 왜 뇌출혈이 왔는가가 더 중요하다 얼마나 고된 업무를 하다가 쓰러졌는가 간호사 1인이 얼마나 많은 환자를 의료인들을 보호자를 상대합니까 아산병원은 정말 대처는 잘되었는가 미흡했는가 정말 최선을 다했는가 간호사가 애초에 뇌출혈이 오지 말았어야했다 병원에서 근무하다가 직원이 쓰러졌으면 끝까지 최선을 다했어야지 과중한 업무에 시달리다가 고인이 된 분을.. 소중한 딸을 허무하게 잃은 부모의 마음을 헤아려라 본질을흐리지마라 대한간호협회 간호법제정 간호사 서울아산병원간호사 너무안타까워요 삼가고인의명복을빕니다
501,2022-08-26,hyeyun_2331,,코로나 이후 얼마만의 오프라인 보수교육인건가 졸기도 했지만 8시간 알차게 교육 듣기 워킹맘그램 간호사그램 17년차간호사 간호사보수교육 보수교육 간호법제정을소망합니다 간호법제정 필요합니다
59,2022-08-30,jeongwhachoi,,작년 국회청원 10만명 동의를 달성했지만 국회 논의가 진척되지 않고 있는 간호인력인권법. 간호법 수정안에 해당 청원의 취지가 반영되어 있다며 본회의에 부의하지 않으려 했던 간호인력인권법안을 간신히 심폐소생술로 살려놓은 상태입니다. 간호인력부족 문제의 근본적 해결책인 간호사 1인당 환자수 법제화는 간호법 수정안으로는 부족합니다. 간호법에는 구체적인 간호인력기준이 없습니다. 뿐만아니라 국가와 지방정부의 책무 정도를 명시하고 있지만 강제성이 없습니다. 이것은 의료법 시행규칙에 의료인력 규정이 있어도 수십년간 무용지물이었던 것으로 확인할 수 있습니다. 간호사 1인당 환자수 기준을 정하고 처벌조항으로 강제성을 부여하는 간호인력인권법이야말로 간호인력부족 문제를 근본적으로 해결할 수 있습니다. 국회를 움직이는데 여러분들의 동참을 호소합니다. 환자 안전과 직결되는 간호현실을 바꿔내는데 함께 해 주세요 현재 우리나라는 간호인력기준이 없어서 간호사 1명이 너무 많은 수의 환자를 혼자서 담당하고 있습니다 간호사 1명이 담당하는 환자 수가 많을수록 환자들은 위험해질 수밖에 없습니다 간호사 1인당 적정 환자수가 법제화되어야만 병원내 감염률과 사망률을 낮출 수 있습니다 간호인력기준 법제화로 환자의 안전을 지키는 서명운동에 동참해주세요 환자안전 지키는 간호인력인권법 서명운동 동참으로 우리건강지키기 . 간호인력인권법제정 프로필에 링크 있어요 간호사 간호학생 간호 간호법으로는 부족 간호인력인권법
198,2022-08-31,shlol,,간호사들이 병원을 떠나고 있습니다. 저의 동료들이 그렇게 떠났고. 지금도 후배들이 그렇게 병원을 떠나고 있습니다. 임상이 간호의 꽃이라며 설득하고 붙잡아 보지만. 변하지 않는 현실 속에서 언제까지 붙잡을 수는 없습니다. 간호사라는 직업적 자부심 만으로 견디기엔 지금 간호사들이 매일같이 맞이하는 현실은 보시는 것 처럼 너무나 열악합니다 불규칙하게 돌아가는 삼 교대. 부족한 오프 수. 잠만 자다가 끝나는 쉬는 날. 수시로 바뀌는 근무 표. 과중한 업무량과 버거운 일 인당 환자 수. 그 와중에 벌어지는 예상치 못한 급격한 상태변화들. 그 속에서 허덕이다 그만두는 간호사들이 늘어나고 있다는 것은 임상에서 일하는 저희들에겐 정말 기운 빠지는 현실입니다. 똑똑한 사람들은 임상에 남지 않는다는 말을 종종 하는데. 슬프지만 어쩌면 이 말이 우리의 현실인 것 같습니다. 엄청난 정신적 압박과 육체적 노동을 견뎌야 하지만 그에 맞는 금전적 보상과 정신적 보상을 요구해야 할 땐 할 말을 삼켜야 하는 현실. 이렇게 인풋 대비 아웃풋이 저조한 직업이 또 있을까 하는 생각이 들때면 후배 간호사들에게 미안한 마음입니다. 중환자실 간호사라는 헤시 태그를 걸고 인스타를 시작한 지 5년 정도 되었습니다. 그때부터 지금까지 이곳에서 많은 분들을 만나고 알게 되면서 이야기를 주고받아 왔습니다. 그때 그분들이 이제 4 5 년 차인 중간 연차가 되신 분도 있고 학교 졸업을 앞두고 있는 분도 계시고. 이제 새로운 꿈을 갖게 되어 공부를 시작하시는 분들도 있습니다. 꿈이 가득 담긴 메시지를 보내던 분들이 어렵게 공부를 마치고 국시를 패스하고 취업을 성공했다는 연락이 오면. 정말 저까지 기분이 좋아지고 뿌듯해지지만 시간이 흐르면서 현실에 부딪히며 지쳐가는 모습을 지켜보는 건. 정말 슬픈 일입니다. 힘들어서 더 이상 버티지 못하겠다. 어떻게 해야 할지 모르겠다. 이렇게 그만두고 싶지 않은데 이러다가 내가 죽을 것 같다는 이야기를 하고. 결국 병원 관련 게시물들과 근무복을 입고 찍은 사진들이 하나 둘 사라지는 순간을 보는 일은 정말 마음 아픈 일입니다. 물론 임상만이 정답은 아닙니다. 간호사 면허로 할 수 있는 일은 임상 말고도 정말 많기 때문이죠. 하지만 적어도. 임상을 꿈꾸고 마음먹고 온 사람들에게 만큼은 정당한 대우와 일할 수 있는 환경을 만들어 주어야 합니다. 이건 간호사들만의 문제가 아닙니다. 병원에 남으려는 간호사들이 사라진다는 건 간호를 받아야 할 환자를 볼 간호사가 사라진다는 말이고. 이것은 우리 국민의 건강을 지켜줄 의료진이 부족해진다는 말입니다. 이제는 관심과 응원만으로는 안됩니다. 간호법이든 다른 어떤 무엇이든. 간호사가 임상현장을 도망치듯 떠나지 않도록 법의 울타리와 제도가 마련되어야 합니다. 중환자실간호사 간호법 간호인력인권법
11,2022-10-12,nursist_,,최근 간호법 제정이 이슈입니다. 간호법이 대한민국 의료체계를 무너뜨린다 간호법에 의해 간호사들이 독단적 의료행위를 할 수 있다 라는 주장으로 타 보건의료인력이 간호법 제정을 반대하고 있습니다. 이러한 이유로 간호법을 간호단독법이라고 하는 경우가 있는데 정확한 명칭은 간호법이며 국민건강을 해치기 위한 법이 아니고 국민건강과 환자안전을 위한 법입니다 간호법 제정에 많은 관심과 응원 부탁드립니다
119,2022-11-16,newsis_photo,,간호법 제정 촉구 수요집회 대한간호협회 소속 간호사 및 의료진들이 16일 오전 서울 여의도 국민의힘 당사 앞에서 열린 간호법 제정 촉구 수요집회에서 피켓을 들고 구호를 외치고 있다. 2022.11.16. 정병혁 기자 뉴시스 대한간호협회 간호법
