,작성일,작성자,내용
6506,2022-02-17,thisfre2021,최민정 금메달 이재명 미래냐 정치 보복이냐 갈림길 검언유착 사건 채널 카톡 공개 개신교 무속 이단 반대 국민대 김건희 논문은 선거 후에 . 7 9 0 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494170574116966404 1
3849,2022-02-17,business_8733,이벤트 청년정책 블로그 구독 눌러줄 찐구독자 공개모집 2.24 출처 청년정책사.. . . 222649951498 블로그 . 9 0 청년정책 이벤트 블로그이벤트 2월이벤트 이벤트당첨 블로그구독이벤트 네이버블로그 구독 그독이벤트 청년 청년모집
6507,2022-02-17,thisfre2021,기동민 이재명은 23살에 고시 합격하고도 돈과 명예 거부하고 인권운동을 했다 . 6 6 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 이재명 . 2021 1494170247556784129 1
6465,2022-02-18,thisfre2021,이재명 윤석열은 대통령이 아니라 왕이 되려한다 . 7 6 0 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494525748702416899 1
6449,2022-02-18,thisfre2021,이것이 이재명 효과 전국민이 천재 이재명 행정력에 주목해야 할 이유 홍대 앞 역대급 명연설 . 4 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494535704545665024 1
6448,2022-02-18,thisfre2021,이재명 민주당 대선후보 나주 유세 현장 . 4 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494537121339559937 1
6447,2022-02-18,thisfre2021,이재명이 보내는 두번째 메시지 이재명의 진심 편 . 6 3 9 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494537233671458817 1
6446,2022-02-18,thisfre2021,이재명 더불어민주당 대선후보 목포 유세 김대중의고향 목포 목포 이재명 대선후보 더불어민주당 목포 목포유세 . 2 8 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494537460138721283 1
6444,2022-02-18,thisfre2021,목포에 이재명 등장 기다리던 시민들의 꽃다발 . 4 1 자영업자 코로나 빚 국가가 인수하겠습니다 . 6 6 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494538358785077253 1
6443,2022-02-18,thisfre2021,연일 김대중 파는 윤석열에게 핵직구 날린 이재명 . 5 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494538837564952579 1
6442,2022-02-18,thisfre2021,순천의소리 개신교 지지자들 많이 늘었다. . 1 4 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494539929317117955 1
6441,2022-02-18,thisfre2021,지지자 인파 몰린 목포 이재명 후보 유세 현장 . 8 6 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494540247064997891 1
6440,2022-02-18,fure_limechick,아 진짜 윤은 안된다구요 윤은 여성뿐 아니라 청년 정책도 막무가낸데 후보가 저렇게 말하는 게 말이 돼 이를 뽑아야... 차악이라도 뽑아야지... 햐...
6439,2022-02-18,120seoulcall,청년정책 서울시는 청년취업사관학교 를 운영하고 있는데요 영등포 캠퍼스에 이어 지난 11월 금천 캠퍼스가 개관했습다 . 3 9 . 120 1494571670354657280 1
6438,2022-02-18,pdc327,학교 후배에게 윤석열 장점을 물으니 없다 더군요. 인간 이재명의 인생 역정과 성과를 봐서 그를 존경한다. 너희 청춘들의 삶을 위해 청년 정책을 잘 할 이재명에 투표하라 했습니다. 밭을 갈아 두었으니 모 교수 포함 20표 이상 확보한 거로 마지막 승리까지 건투해 주셔요.
6437,2022-02-18,sound090,윤석열 여성 노동 복지 답변 거부 ...시민사회 요청도 응답 안해 . 1 교육분야 논란 되자 추후 답변...일부 언론사 지역현안 청년 정책은 답변
6435,2022-02-18,stw815,윤석열 청년 갈라치기 몰두... 청년들 현재 알고나 있나 윤석열 대자보 청년정책 신나리 기자 . 1
6434,2022-02-18,9rienku,출처 파산자의 30 는 청년 투표는 현실 이다 신지원 기자 . . 4 1 달라진 부동층 많아졌고 젊어졌다 김지환 기자 . . 0 . 2030대 유권자 31 대선 후보별 지지율 변화... 김건희 김혜경 논란 전 후 부동층 청년정책 청년부채 빚대물림방지 . 9 1494662461185675264 1 . 9 1494662461185675264 1 . 9 1494662461185675264 1 . 9 1494662461185675264 1
6450,2022-02-18,thisfre2021,우리가 어떻게 이 자리까지 왔습니까 . 62 8 3 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494532672164487168 1
6451,2022-02-18,thisfre2021,이재명 유세차에 올라 팩폭으로 무대 장악한 4명의 문화예술인. 이정석 신대철 이은미 윤일상 . 4 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494531295321346048 1
6452,2022-02-18,gimjecityhall,2022년 김제시 청년공감 서포터즈 모집 청년정책의 실효성에 대한 다양한 의견 수렴을 위해 2022년 청년공감 서포터즈 를 모집합니다. 김제 청년 여러분의 많은 관심과 참여 바랍니다 대상 관내 거주 청년 만 18세 이상 39세 이하 참여신청 서식 다운로드 . 3 0 2 . 1494530636932993029 1
6453,2022-02-18,thisfre2021,마음의 소리 여러분 손을 높이 들고 이재명 을 외쳐주십시오 여러분 우리는 하나 . 970 8 마음의소리 마음이 시켰어요 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494530373568503809 1
6466,2022-02-18,thisfre2021,대선 민생 경제는 이재명 대한민국 미래 먹거리를 말하다 최강욱 정희준 김성회의 나를 위해 이재명 6화 2.18 . 44 6 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494521879649931268 1
6467,2022-02-18,OhmyNews_Korea,대구 청년들 이 . 윤 정책토론으로 맞붙는다 이대윤 청년정책 토론회 유튜브 오마이 대구 청년 맞짱토론 . 1 조정훈 기자
6463,2022-02-18,thisfre2021,2월18일 와부 덕소 집중유세 . 5 4 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494526170934624258 1
6469,2022-02-18,_danielmartinKR,22367033 56764148 아무래도 문통이 청년정책에 조금 더 귀 기울이고 그랬다면 이정도는 아니었겠죠
6470,2022-02-18,x84N8Dp7crbhXZ5,진정 청년을 위한 정책이라고 생각합니다. . 84 8 7 5 1494466107042050050 1
6472,2022-02-18,camellia_forest,민주당이 실패한 부동산정책만 보고 국힘 지지하는 사람들 있는데... 문정부가 청년정책 등 잘한부분도 분명 있는데 그런건 싹 지우고 자기 원하는 것만 보시네. 대선공약에도 부동산정책만 있는것도 아니고 여러 복지정책있는데.. 전체를 보고 판단들 좀 하시길 안그러면 똑같은 이기주의자임
6473,2022-02-18,Blue_Raon0411,입장을 밝힌 후보입니다. 혐오에 반대하는 후보입니다. 개인적으로는 연대관계인등록제도가 제대로 만들면 생활동반자법과 비슷할 것 같아서 기대 중입니다. 기본소득과 국토보유세 도입 제대로 하길 바라고 있습니다. 채식선택권 보장과 상병수당 청년이 청년정책을 결정하는 시스템 마련도요. . 0411 1494346531683536897 1 . 0411 1494346531683536897 1 . 0411 1494346531683536897 1 . 0411 1494346531683536897 1
6464,2022-02-18,thisfre2021,더불어민주당 이재명 김대중 대통령님 그립습니다 목포 유세 끝까지 중계방송 2022년 02월 18일 . 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494525880835534853 1
6462,2022-02-18,thisfre2021,이재명 더불어민주당 대선후보 목포 유세 김대중의고향 목포 목포 이재명 대선후보 더불어민주당 목포 목포유세 . 2 8 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494526837652746242 1
6460,2022-02-18,thisfre2021,남부 수도권 균형발전 이재명이 책임 진다 전남 순천 연설 . 2 3 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494527442127503363 1
6459,2022-02-18,thisfre2021,나도 검사 출신이지만 이건 아니다 ..소병철의 피를 토하는 연설 윤석열 배신을 전화로 막자..검찰 파쇼 검찰 독재는 막아야합니다 . 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494527619798212615 1
6458,2022-02-18,thisfre2021,거시기 해불자 전남 순천 뒤집은 이재명 연설 . 4 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494528718034780167 1
6457,2022-02-18,thisfre2021,생방송 이재명 후보 광주의 정신으로 미래를 열어주십시오 광주 집중 유세 현장 . 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494529175113273344 1
6456,2022-02-18,thisfre2021,생방송 이재명 후보 호남의 중심 나주 유세 현장 . 3 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494529370827886592 1
6455,2022-02-18,thisfre2021,이재명 후보 약무호남 시무국가 순천 유세 . 94 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494529648385921029 1
6454,2022-02-18,thisfre2021,더불어민주당 이재명 약무호남 시무국가 순천 유세 끝까지 중계방송 2022년 02월 18일 . 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494529951705415683 1
6461,2022-02-18,thisfre2021,이재명 후보 김대중 대통령님 그립습니다 목포 유세 . 8 5 4 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494527018154688512 1
6468,2022-02-18,happytree_4000,노동 없는 대선 이라더니...이재명 윤석열 안철수 비정규직 질의 답변 거부 이재명 윤석열 안철수 비정규직 질의 답변 거부... 노동 없는 대선 현실 . . 00001609001. 청년들 표를 얻겠다고 청년정책 내놓지만 정작 청년들이 고통 받고 있는 비정규직제도에 대한 관심과 개선안은 없어
6445,2022-02-18,thisfre2021,이재명 후보 김대중 대통령님 그립습니다 목포 유세 . 8 5 4 이재명이 보내는 두번째 메시지 이재명의 진심 편 . 6 3 9 기본소득 기본대출 기본주택 청년정책 일잘하는이재명 성남시 경기도 나를위해 이재명 . 2021 1494537582746607616 1
6426,2022-02-19,l1i_i1l,중기청을 목적으로 해서 그랬지만 중기청을 파했을 때의 경우를 생각하지 않아서 좀 혼란스러운 것 같다. 물론 청년 정책은 많다. 좀 어려워서 그렇지.
3847,2022-02-19,OSqYoJb6WKd8JY1,대학생들은 공통적으로 윤 후보가 청년정책이란 이름을 빌려 청년 갈라치기 를 한다고 지적하며 그가 강성노조불법행위 엄단 외국인 건강보험 가입자의 피부양자 등록요건 강화 등 청년의 삶과 동떨어진 정책을 청년정책 으로 포장했다고 비판했다. 홍익대 대자보를 쓴 류기환 28 경제학부 씨는
3848,2022-02-19,yunjaegug8039,대학생들은 공통적으로 윤 후보가 청년정책이란 이름을 빌려 청년 갈라치기 를 한다고 지적하며 그가 강성노조불법행위 엄단 외국인 건강보험 가입자의 피부양자 등록요건 강화 등 청년의 삶과 동떨어진 정책을 청년정책 으로 포장했다고 비판
6433,2022-02-19,jesusokm7,서천군 인구청년정책 94개 사업 총 1741억원 집중 투자 2022년을 맞이하며 3대 인구 리스크 인구 감소 지역소멸 초고령화 에 적극적인 대응을 선포했던 서천군이 인구청년정책으로 94개 사업 총 1741억원을 집중 투자한다고 밝혔다.군은 18일 군청 대회의실에서 .
6432,2022-02-19,dooodooodadaaa,공정하지 않은 면접의 원흉을 여성이라고 선전하는 선거광고 내는 윤석열 이재명이 닷페이스 출연하려는 걸 복어 요리 손질한다고 비유한 이준석 강남역 11번 출구에서 청년 남성만을 겨냥한 청년 정책 발표한 이재명 솔직히 다 쏴버리고 싶은데 민주주의 국가니까 표로 이야기하겠다 . 1494844510592847874 1 . 1494844510592847874 1
6431,2022-02-19,dooodooodadaaa,공정하지 않은 면접의 원흉을 여성이라고 선전하는 선거광고 내는 윤석열 이재명이 닷페이스 출연하려는 걸 복어 요리 손질한다고 비유한 이준석 강남역 11번 출구에서 청년 남성만을 겨냥한 청년 정책 발표한 이재명 솔직히 다 쏴버리고 싶은데 민주주의 국가니까 표로 이야기하겠다 소신투표 . 1494844840747487235 1 . 1494844840747487235 1 . 1494844840747487235 1
6430,2022-02-19,neungnae,광명시 청년정책 올해도 전국이 주목한다 . . . 5537
6429,2022-02-19,PyeonghwaWWE,여가부안에는 청년가장 청년정책 정책과 예산이 있습니다. 보완은 필요하나 폐지는 정치선동이죠 나를 위한 정책 알아보세요. 복지지원에 써야 할 나랏돈 서민정책 공약하는 정치인을 지지해야 내가 행복해집니다. 147억 검특활비 사용처 영수증있었나요 농단 트라우마 우리손에달렸다
6428,2022-02-19,chobabee_,아니그런데 이대남 윤석열 왜지지하는거임 진짜 걍 여자좆돼바라 이거거나 강남수꼴마인드에 절어있어서 그런거아니고서는 뽑을이유가없지않음 청년정책이랄것도뭐가있는데...
6427,2022-02-19,JCrensino,대통령 선거 청년정책이 궁금하다면 접속 22년 2월 19일 토 오후2시 생중계 . 자료집 . 22 온라인 생중계는 3시까지 이뤄집니다 3. 대상 대한민국 국민 누구나 4. 주최 2022대선청년네트워크 재단법인 청년재단 파이낸셜뉴스 . 1494894907538145281 1
6425,2022-02-19,l1i_i1l,일단 회사에서 버티면서 돈을 모으고 상담 늦게 배정되어서 지금 진행0이고 병원도 선생님 안식월이어서 다음달에 보게 되는 게 제일이라 말할 사람도 없지만 최대한 노력해서 약이든 운동이든 명상이든 해서 멘탈 유지하고.. 취업정보도 청약정보도 청년정책도 항상 모니터링하기
6424,2022-02-19,no1nmh,전국에 걸린 윤석열 비판 대자보 청년팔이 그만 쫌 전국 대학가에 윤석열 후보를 비판하는 대자보가 붙었다. 청년 정책이라고는 찾아볼 수 없는 후보를 선택해서는 안된다는 것. . 7 7 출처 . 1 1494939474186637315 1
6423,2022-02-19,zerostar222,전국에 걸린 윤석열 비판 대자보 청년팔이 그만 쫌 민중의소리 . 7 7 출처 전국 대학가에 윤석열 후보를 비판하는 대자보가 붙었다. 청년 정책이라고는 찾아볼 수 없는 후보를 선택해서는 안된다는 것. . 222 1494949820519559171 1
6422,2022-02-19,parkbear2022,2 18 윤석열 후보 청년 공약 반성과 비전은 커녕 청년들을 가르고 갈등을 유발 . . . 121637 윤석열 후보는 후보 등록을 하며 10대 공약을 발표했고 이 중 청년 정책은 청년을 가르고 갈등을 유발하는 내용들이 상당부분을 차지하고 있습니다.
6421,2022-02-19,muncan76,예전에 이재명에게 청년 정책을 묻는 질문에 여성들과의 경쟁에서 피해 안보게 하는거 라는 희대의 빻은 개소리를 했죠 그런 새낄 여성들이 찍겠다고 아니 왜
6417,2022-02-20,maengceo,또 나라입장에선 너 돈도 안버는데 적금 들 수 있어 그럼 니가 버는돈 아닌데 니 자산 맞아 청년정책인데 나랏돈으로 청년이 아니라 누구 돈 불려주는 지도 모르게 되는거고
6418,2022-02-20,maengceo,아쉽겠지만 다른 청년정책들을.. 노려보세요
6415,2022-02-20,fuhaha1223,0 38 누구라인보다 정책과.실행이 실력있습니다. 일단 광주형복지. 맞춤형 생애주기별 복지 특히 청년정책은 전국 광주 최초 부시장 직속 청년 정책관실 운영 전국 시청 유일한 심의권 의결권 을 가진 청년 정책위원회 운영 청년 목소리가 실질적 청년 행정으로 연결 가능병풍 좀비 위원회 아니죠
6413,2022-02-20,AscianTini,내가 웬만하면 정치인들에 대해 왈가왈부 하기는 싫었는데 이지랄로피테쿠스 하면서 청년을 위한 정책 이러고 자빠졌니 머리에 총맞은 발언 할 거면 진짜 머리에 총부터 맞고 하자
6412,2022-02-20,DbPO5qGNVSIzT07,왜냐면 그들은 반대하는 것은 비교적 명확해도 하고싶은 말에는 실체가 없기 때문임. 해결이 요원한 병역문제를 제외하면 걔들의 삶은 남녀를 뛰어넘은 전반적인 청년정책을 통해서 개선 가능한데.. 이건 솔직히 쉬운일이 아니라 2030남자 아이돌 이준석이 할수 없는 영역임
6411,2022-02-20,matissee10,대선 후보 안철수에게 대한민국의 미래를 묻다 주식 부동산 청년 정책 . 9 4 . 대선후보 안철수 대선 바르고깨끗한과학경제강국
6416,2022-02-20,maengceo,보통 귀찮아서 하는지 몰라서 못한거니까 지금부터 하시고 좋은 청년정책 있으면 지원해서 혜택 받으세요
6407,2022-02-21,seongnamcity,역량있는 100인의 청년정책협의체 활동가를 공개모집합니다. 대상 성남시를 생활권으로하는 만19세 34세 청년 참여방법 22.2.21. 월 3.13. 일 온라인 신청 . 8 이메일접수 79 . 전화문의 성남시청 청년정책과 031 729 8751 3 . 1495642358788112384 1
6410,2022-02-21,jesusokm7,국무조정실 구직과 창업하는 청년이라면 2022년 꼭 알아야 할 청년정책 무엇이 있을까요 구직과 창업하는 청년을 위해 국무조정실이 알려드립니다 1. 일반 구직청년의 취업 생계를 지원합니다. 생계지원 1유형 중위소득 120 이하 18 34세 청 .
3846,2022-02-21,nerd_shim,혹시 학교에서 가르친 것 때문에 청년 정책에 반대하는 거냐고 얘기 해서 진짜 어이가 없었네 생각해보니... 근데 학교에서 뭘 가르쳤든 합법적 노예 이것을 노동자 라고 부르기로 했지만 정부에서 내놓은 청년 정책이 합법적 청년 노예 특수적 노동자 를 만드는 것은 생각해보면 틀림없었음
6409,2022-02-21,dl_HNRS,0904 맞아요 나이 넘어가면 혜택주지도 않을 청년 정책이라 전 겨우 이번달에 이제 50씩 안 넣어도된다 했더니 갑자기 정책이 생겨서 어디가 우대이율 좀 괜찮나 보고 있어요... 문젠 다 장애 심한거 같아서
6408,2022-02-21,hyechulson,청양군 대학생 행정 인턴들과 청년정책 소통 . . . 506365 . 1495606073558188032 1
6406,2022-02-21,mohwpr,청년정책 미래를 꿈꿀 나이에 생계를 책임지고 가족 돌봄이라는 부담까지 떠안고 있는 청년들에 대해 국가의 책임을 강화하고 우리 청년들이 감당해야 하는 어려움을 함께 나누겠습니다. 자세히 보기 . 34 가족돌봄청년 영케어러 복매거진 . 1495656606763466756 1
6405,2022-02-21,alwaysb19,청양군 청양군 대학생 행정 인턴들과 청년정책 소통 보도뉴스 . . 300067
6404,2022-02-21,alwaysb19,청양군 청양군 대학생 행정 인턴들과 청년정책 소통 보도뉴스 . . 300068
6403,2022-02-21,alwaysb19,광명시 광명시 청년정책 지방정부 정책대상 최우수상 수상 보도뉴스 . . 300073
6401,2022-02-21,simzi_womanclub,이재명 최근 강남역가서 강남역 살인사건 언급은 1도 없이 청년공약 발표라며 군복무자보상제도 발표. 저 공약에 여자청년은 무슨 혜택을 받죠 전에도 청년 정책 이야기하면서 20대 청년들은 여자친구사람들과도 경쟁해야된다며 여청년은 없는 존재취급. 이런 이재명.
6394,2022-02-22,000X333X,중년층에서 청년 정책에 관해 반감 가지는 사람을 생각보다 종종 접하게 됐던 기억이 남
6393,2022-02-22,nokrokrok,친한 선배가 작년 소득 5천 넘었다고 청년 정책에서 제외된다고 슬퍼하는걸 보면 어.. 쫌 그래... 어 되게 친한 사람이었는데 내 정신머리에 얼음물 뿌려주는 것 같고 그래.. 그래..
6392,2022-02-22,hae3king,뭐 그런 것도 있지만 그냥 본인이 안찾아본 거일 수도 잇어영 실제 30대 청년정책 대상자임 40대 중장년정책 대상자임 50대 신중년정책 대상자임 이렇게 되어놔서.. 물론 정책 펼치는 곳 따라 연령기준이 달라서 겹치기도 하고 그럼
6395,2022-02-22,Jobtangduck,청년 정책 아주 칭찬합니다
6398,2022-02-22,Wallabeeta21,더 두려운 건... 청년정책이 이게 끝이 아니라는 거예요 청년장기펀드 와요
6400,2022-02-22,sdmtong,청년이 제안하고 청년이 실행하는 서대문구 청년 네트워트 6기 모집 다양한 생각 욕구를 반영한 청년정책 을 실현하고자 합니다. 기간 2022.2.21. 3.11. 대상 서대문구 거주 활동 청년 만 19세 34세 내용 정책 아이디어 발굴 제안 실행 신청 . 2 . 1495929526194679808 1
6397,2022-02-22,geumjeonggu,청년 참여기구 사무국 청년 잇다 모집합니다 청년의 정책역량을 강화하여 실효성있는 청년정책을 발굴하고 청년 참여기구를 효율적 전문적으로 운영할 사무국을 모집합니다. 자세한 사항은 금정구 인스타그램을 확인해주세요. . . . 1496019787876827139 1
6399,2022-02-22,rolling12321,상상도 하기 싫지만...그놈 되면 청년 정책 또 언제 누릴 수 있을지 몰라서 이번 티켓 잡아야혀
3844,2022-02-23,gkx3ZicapFNAq5H,주식 부동산 청년 정책 대한민국의 미래를 묻다 안철수 후보편 안철수 대한민국의 미래를 묻다 주식 부동산 청년정책 대선후보 안철수 . 9 4
3845,2022-02-23,qwaszx986,청년지원이나 청년정책 개인적인 생각말하자면 나는 현재 8년넘게 일하고있고 그전에도 몇번 알바가아닌 근무형태로 일을하면서 지금처럼됐는데 당시에는 청년정책이없던것도 있었고 알기어려운상황이다보니 모르고 넘어가는 형태로 지나가서 소득이 적더라도 혜택받을수가 없었는데 지금은
6386,2022-02-23,BzOsfhyGvGMddKX,4050 6070 정신차려야한다 특정정당만 지지하니 신경을 안써주잖아 2030은 특정정당을 지지하지않기때문에 정치판에서 맨날 청년정책이야기만 떠들잖아 특히 4050은 더 정신차려야한다 청년정책 노인정책은 들어봤어도 4050정책은 딱히 없다
6391,2022-02-23,BreakNewsCom,수원시 수원 청년정책 발전방향 정책 연구 학술용역 최종 보고 브레이크뉴스 . . 874202
6390,2022-02-23,kumagiku_SC2,이게 맞죠. 노년층 혜택은 조건만 맞으면 신청하는대로 다 받아주잖아요. 이번 대선 후보들에게도 이런 부분은 귀에 들어가야 한다고 생각합니다. 지금까지의 청년정책들은 신청조건도 빡빡하거니와 인원제한이 있어서 극 소수만 혜택을 봅니다. 장기적으로 청년 혜택이 돈독한게 맞지 않을까요
6389,2022-02-23,jesusokm7,수원시 요즘 청년들 사는 게 너무 힘들어요 수원 청년 10명 중 9명은 청년들이 겪는 사회적 어려움 정도가 심각하다 고 인식하는 것으로 나타났다. 수원시는 22일 시청 상황실에서 수원 청년정책 발전 방향 정책연구 학술용역 최종보고회 를 열 . 2
6388,2022-02-23,fire_economy,심지어 중위소득 100 도 아니고 3600이면 세전 300받는 사람들까진 9퍼 금리 해준다는건데.. 청년정책 많지만 소득 적어야 가능한게 대부분이고 이런 정책은 없음
6387,2022-02-23,minjooseoul,남는건1명뿐 손병호와 함께 쉘 위 손병호 게임 손병호 등판 맘에 들면 접어 절찬리 손병호게임 중 . . 83 8 배우 손병호가 직접 등판 해서 이재명 후보의 청년정책으로 손병호 게임을 진행합니다 지금 당장 재밍 으로 컴컴 1
6385,2022-02-23,hawaiian_pizza1,대부분 청년정책 컷은 연봉 3600인데 세전 월300이 기본빵이라고 정부가 생각한다는 것은 알겠음. 그렇다고 이들이 중산층이냐 말 그대로 중위소득이 200만원대 초반인데.
6383,2022-02-23,Waralralral1,전임시장 흔적 지우기면 다행이게요.. 청년정책 예산도 대폭 깎이고 기존 근무자들에게 불합리한 일들로 마찰을 빚어 이슈가 많습니다. 서울역 부근 재개발 계획은 이리도 말 많은 민간개발로 추진되고 있구요 엎친데 덮친격으로 뭔 토목 공사를 또 한다네요 이명박 대통령..손오공인가요..
6382,2022-02-23,MasterWhite18,신용평가도 마찬가지입니다. 빚을 내고 그걸 갚으면 더 많은 빚을 저리에 내줍니다. 그런데 그 초기 한도를 설정하는게 거래가 없거나 소득이 적은 청년에겐 너무나 디메리트로 작용합니다. 청년에겐 특별한 대출이 필요합니다. 정부는 악의로 엮인 대출고리를 깨야합니다. 그것이 청년정책입니다.
6381,2022-02-23,simo_winchene,...나 취직할 때 청년 정책 이정도까지 있질 않아서 진짜로... 넘 부러움... 생기니까 이제 취직하고 개월 이 기준 생겨서 혜택 받지도 못함. 걍 누릴 수 있을 때 누려
6380,2022-02-23,hawaiian_pizza1,물론 노동소득 정도 역시 속한 계층에서 파생되는 경우가 많지만 절대적이지 않으니깐. 노동소득은 연금떼는걸로 명확하게 소득수준을 판단할 수 있어서 이게 기준으로 쓰이고 각종 청년정책에서 34세 연봉 3600이 기준인건 그래도 상식적인 수준에서의 책정이라고 생각함.
6379,2022-02-23,qwaszx986,회사가 괜찮은곳이라 근속년수로인해 어느정도 일한기간이지나니 연간소득이 3000을넘어가게되면서 알게된 청년정책이나 새로생긴지원부분에 하나도 속하지못하고 그냥 넘어가게됬는데 약간의 형평성이 필요하다고 생각은함 아 라떼는없었는데 없어져야돼 이런뉘양스는 아님 현재
6378,2022-02-23,qwaszx986,청년정책 목적에 부분에대해서는 어느정도이해함 취업장려정책중하나긴하지만 이미 어린시절에 장기근속한사람들에게는 객관적으로 불만이 생길수밖에없다 생각함 초봉이 2000도 안됬었고 또한 용돈벌자고 일한것이아닌 진짜 나말고도 집안가계가 힘들어서 어쩔수없이 조금이나마 돈을벌기위해
6376,2022-02-23,moefkorea,내일을 만드는 청년들 햇살론 유스 햇살론 유스 는 대학생 및 청년의 금융애로를 해소하고 학업 및 취업 준비에 전념할 수 있도록 지원하는 제도입니다. 기재부 기획재정부 청년정책 청년 . 1496382232784961537 1
6375,2022-02-23,icu_mumu,왜 엥간한 청년 정책엔 해당이 1도 안되는 것이야
6374,2022-02-23,mustwin309,윤호보님이 청년 정책을 민다는데 이런분이 한자리 할 생각하면 기대가 됩니다 . 309 1496451980944089088 1
6384,2022-02-23,TheMinjoo_Kr,남는건1명뿐 손병호와 함께 쉘 위 손병호 게임 손병호 등판 맘에 들면 접어 절찬리 손병호게임 중 . . 83 8 배우 손병호가 직접 등판 해서 이재명 후보의 청년정책으로 손병호 게임을 진행합니다 지금 당장 재밍 으로 컴컴 1 . 1496319268379856897 1
3604,2022-02-24,dongjaksarang,2022년 동작 청년정책 네트워크 위원 모집 신청기간 2022. 2. 10. 3. 11. 활동기간 2022. 3월 12월 활동내용 네트워크를 구축하여 청년정책 발굴 제안 자세한 내용보기 . . 222656435166 청년 청년정책 청년네트워크 . 1496670948644524032 1
6357,2022-02-24,ssooccuu,이벤트 청년정책 블로그 구독 눌러줄 찐구독자 공개모집 2.24 출처 청년정책사.. . . 222649951498 블로그 . 9 0 . 1496839896878972931 1
6358,2022-02-24,dongooodong,이벤트 청년정책 블로그 구독 눌러줄 찐구독자 공개모집 2.24 출처 청년정책사.. . . 222649951498 블로그 . 9 0
6359,2022-02-24,parkbear2022,처음 인터뷰했을때는 너무 떨렸지만 오늘은 다행히 긴장 없이 무사히 한 것 같습니다 인터뷰에서는 대선 출마 배경 멸종위기청년들의 상황 현 대선 후보들의 청년정책 평가 청년들의 문제 해결책 대선 후보들의 공약을 통한 갈라치기에 대한 생각 등을 공유했습니다.
6360,2022-02-24,simzi_womanclub,이재명 공보물. 역시 여자청년은 청년의 범주에서 지웠습니다. 지난 유세때도 청년정책 이야기 하면서 여성 청년을 의도적으로 지운 적이 있기에 이것도 충분히 의도적이라고 봄. 청년들은 취업에 있어서도 여자친구사람들과도 경쟁을 해야 해서 쉽지가 않습니다. 페미니스트라면 절대 이재명 안됨. . 1496808273491607554 1
6363,2022-02-24,matissee10,대선 후보 안철수에게 대한민국의 미래를 묻다 주식 부동산 청년 정책 . 9 4 안철수대통령 소신투표 대선 바르고깨끗한과학경제강국
6361,2022-02-24,hellopolicy,2월 24일 오늘 정책뉴스 청년희망적금 청년정책 금융위원회 청년희망적금에 대해 궁금한 사항은 서민금융콜센터 1397을 통해 문의 가능합니다. . 3 . 1496780822333902848 1
