,작성일,작성자,제목,내용
883,2023-05-24,busanilbo_official,,5월 24일 수요일 이슈네컷 하루의 이슈를 알려드립니다 넷플릭스 계정공유 금지 유아인 마약 후회 누리호 발사 취소 전세사기 피해자 자세한 기사 내용은 . 에서 확인해주세요 관련 기사 . . . 2023052416441883813
674,2023-05-24,eunju_withyou,,전세사기 전세보증금 미반환 문제를 겪는 피해자 분들과의 간담회 자리를 마련했습니다. 많은 관심과 참여를 부탁드립니다. 피해 고충 접수 피해자들과의 연대가 필요하신 분은 민주당 전세사기 고충센터 . . 전세사기 더불어민주당 대전
675,2023-05-24,jung_dongman,,23.5.24 국토위원회 전체회의 교통소위 참석 정관선 예타조사 대상선정을 위한 요구 가덕도신공항건설공단 필요성 강조 전세사기 특별법 통과 오늘 오전 10시 국토위 전체회의에서 전세사기 특별법이 통과되었습니다. 이후 이어진 질의에서는 정관선 과 연결될 부산 양산 울산 광역철도사업이 기재부의 예비타당성조사 대상사업으로 선정된 만큼 정관선 에 대한 예타조사 대상 선정이 상반기에 반드시 이루어져야 하며 국토부 차원에서도 예타조사 대상으로 선정될 수 있도록 최선을 다해줄 것을 당부했습니다. 아울러 가덕도신공항의 공사 난이도 조속한 건설 필요성을 감안할때 가덕도신공항건설공단 이 필요하며 건설공단법과 전담조직 신설 필요성을 강조했습니다. 전세사기 특별법은 내일 국회 법사위를 거쳐 본회의에서 처리될 전망입니다. 국회 국토위원으로서 앞으로도 국민 주거안정을 위해 최선의 노력을 다하겠습니다. 이어서 오후 2시부터는 국토위 교통소위에 참석하여 13건의 교통관련 법안을 심사하였습니다. 정동만 부산 기장 국회의원 국토위 전세사기특별법 통과 국민 주거안정 본회의
650,2023-05-24,ohmynewskorea,,영상 전세사기 대책위 반쪽짜리 특별법 이대로는 안 돼 전세사기 깡통전세 피해자 전국대책위원회와 전세사기 깡통전세 문제 해결을 위한 시민사회대책위원회 관계자들이 23일 오전 서울 여의도 국회 앞 농성장에서 기자회견을 열고 법안소위를 통과한 반쪽짜리 특별법안을 규탄하며 오는 25일 본회의 전까지 최우선변제금도 받지 못하는 피해자들에 대한 보증금 회수 방안 마련과 전세사기 피해자 인정범위를 확대하는 수정안을 처리할 것을 촉구했다. 영상 촬영 편집 유성호 기자 보기 . 3 자세한 기사 보기 . 241
728,2023-05-25,molit.go.kr,,전세사기 특별법 전세사기 피해자 지원대상을 확대합니다. 피해자 요건 보증금을 5억원으로 확대하고 월 162만원 생계 월 66만원 주거 등 긴급 복지 지원 합니다. 자세한 내용은 블로그에서 확인 . . 223108770677 전세사기피해자 전세사기특별법 국토교통부
727,2023-05-25,molit.go.kr,,전세사기 특별법으로 전세사기 피해 국민에게 최우선변제금을 최장 10년 무이자 대출합니다. 지원 대상 확대 경 공매 절차 지원 금융 지원 등이 이뤄집니다. 피해자에 대한 지원 조치가 신속하게 집행될 수 있도록 하겠습니다. 자세한 내용은 국토교통부 블로그 하이라이트 클릭 에서 확인할 수 있습니다. 전세사기특별법 경공매대행지원 우선매수권 국토교통부
623,2023-05-25,kwwa1987,,공동성명 전세사기 특별법 통과에 부쳐 왜 우리는 최악과 차악을 선택지로 떠안는가 조속한 추가 조치 및 특별법 개정 이뤄져야 1. 오늘 5월 25일 전세사기 특별법이 국회 본회의를 통과했다. 대규모 보증금 미반환 사태를 목전에 두고도 이번 특별법은 전세사기 특별법 으로 한정됐다. 언론에는 매일 최우선변제금까지 무이자 대출이니 1 2 대 저이자 대출이 가능하다는 기사가 나오지만 피해자들은 누가 도대체 대상자냐 빚에 또 빚을 얹느냐 전세사기 피해자에게 또 다시 전세를 가라는거냐 며 분통을 터뜨린다. 까다로운 피해자 요건이 피해자들을 갈라치기 한다면 실체는 없고 생색만 내는 이번 대책은 피해자 국민과 아직 피해를 입지 않은 국민을 갈라치기 하고 있다. 이번 특별법에는 문제 해결을 위한 최선도 최선의 노력도 담기지 않았다. 2. 왜 이것은 재난이 아닌가 집으로 돈을 벌던 이들은 전세 보증금을 먹잇감 삼았다. 이자만 받으면 그만이었던 은행은 이 과정의 공모자였고 정부는 세입자들의 보증금 보호장치 마련이나 공공임대주택 공급을 방관하는 것으로 투기꾼들에게 이로운 환경을 제공했다. 금리 인상으로 주택가격이 무너지기 시작하자 이 모든 피해는 세입자에게 집중되기 시작했다. 한국의 부동산 시장 임대차 구조는 이익은 소유주자 독식하지만 피해는 세입자와 사회로 떠넘길 수 있도록 설계되어 있었다. 피해를 떠안은 평범한 사람들은 일상을 파괴당하고 미래를 잃고 목숨마저 빼앗기고 있다. 2월 28일 첫번째 전세사기 희생자가 발생한 이후 4월 14일 4월 17일 두번째 세번째 희생자가 발생했다. 5월 8일 과도한 채무에 짓눌려 투잡 쓰리잡을 견디던 네번째 희생자가 목숨을 잃었고 5월 24일 다섯번째 희생자가 발생했다. 우리가 겪는 지금의 지옥이 왜 재난이 아니란 말인가. 3. 왜 우리는 최악과 차악을 선택지로 받아야 하는가 전세사기와 깡통전세 문제가 소수의 일탈행위 라던 정부의 진단은 잘못 꿰어진 첫 단추였다. 정부와 국회는 여전히 지금 시민들이 겪는 위기의 실체를 모르거나 인정하지 않고 있다. 현재 특별법은 그 결과다. 정부는 몇가지 대책을 소극적으로 채택한 뒤 선구제 후회수를 비롯한 핵심 대책은 완전히 외면했고 국회는 합의라는 이름으로 이를 용인했다. 우리는 특별법을 결코 환영할 수 없다. 그러나 지금 당장 이 작은 대안이라도 필요한 피해자들이 있기에 특별법 통과를 전면 반대할 수도 없었다. 최악과 차악 사이의 선택을 강요당한 지금 우리는 앞으로 벌어질 일들이 두렵다. 특별법 통과에도 불구하고 아무런 도움을 받을 수 없는 피해자들의 고통이 선명히 눈앞에 보이기 때문이다. 4. 추가 조치 및 특별법 개정 조속하고 필수적이다. 정부의 편의와 임의에 따라 복잡한 시행령과 시행규칙이 만들어진다면 특별법의 실효성이 더욱 낮아질 것이다. 우리는 향후에도 이를 감시하는 한편 조속한 추가 행정조치와 특별법 개정을 위해 노력할 것이다. 같은 문제를 반복하지 않기 위한 재발 방지를 위한 노력도 이제 시작되어야 한다. 더이상 이렇게 살 수 없기 때문이다. 5. 전국의 피해자와 국민 여러분에게 호소합니다. 사각지대 없는 실효성있는 특별법 만들고자 했으나 도달하지 못했습니다. 이 반쪽짜리 특별법이 약간 도움이 되는 분도 아무런 도움이 안되는 분들도 있습니다. 이는 문제의 정의부터 해결책까지 모든 쟁점에 거부로 일관한 정부의 책임입니다. 그러나 홀로 절망하지 맙시다. 우리는 여기까지 변화를 만들어 왔고 부족하지만 이제는 전세사기 피해자들이 서게 될 출발선이 바뀌었습니다. 대책의 한계를 밝히고 조속한 개정과 추가대책을 요구할 과제가 남았습니다. 이 법을 하루 빨리 바꿀 수 있게 힘을 모아주십시오. 서로를 포기하지말고 함께 갑시다. 집은 모두에게 필요합니다. 집을 얻는 일이 이렇게 위험천만한 것이어서는 안됐니다. 전세사기깡통전세 피해 당신의 잘못이 아닙니다. 실질적인 대책 마련을 위해 대책위는 끝까지 노력할 것입니다. 끝 2023. 05. 25. 전세사기 깡통전세 피해자 전국대책위원회 전세사기 깡통전세문제해결을위한시민사회대책위원회
726,2023-05-25,87shinghye,,전세사기 특별법이 통과됐습니다. 다섯번째 전세 피해자 사망소식이 들려도 전세 피해 보증금 회수를 위한 어떤 일도 하지 않겠다는 정부여당 입장의 변화는 없었습니다. 원희룡 장관의 모든 사기는 평등하다 라는 망언처럼 정부여당은 전세 사기 범죄의 정책 책임을 회피하기 위해 하다하다 사기 범죄 피해자들끼리의 불행 경쟁까지 몰아붙입니다. 형평성을 따질거면 전세 사기 범죄의 피해자 범죄자 정주 은행 보증기관 등 전세 사기 범죄를 놓고 따져야죠. 왜 다른 범죄 피해자 사이에서의 형평성을 운운합니까. 전세 사기 범죄에서 정부 정책 책임을 지는 것은 최우선변제금 만큼이라도 보증금을 회수할 방안이나 주거비 지원 방안을 찾는 것뿐입니다. 이 책임을 반드시 지도록 더 노력하겠습니다. 사진은 오늘 본회의 전 국회 앞 필리버스터에서 발언하는 모습입니다. 전세사기 특별법 세입자 기본소득당
725,2023-05-25,theminjoo,,국토위 통과한 전세사기특별법 우려의 목소리도 귀담아 들어야 한다 더불어민주당 을지로위원회 성명서 또 한 분의 전세사기 피해자분이 세상을 떠나셨다. 벌써 다섯 번째 희생이다. 피해자들의 목소리는 제외된 특별법 처리가 피해자들을 더욱 벼랑 끝으로 내몰고 있다. 정부와 여당은 더 이상 피해자들의 절규를 외면하지 말아야 한다. 전세사기 피해자들이 바라는 것은 제대로 된 법 제정 이라는 것을 명심해야 할 것이다. 성명서 보기 . 1173444
673,2023-05-25,eunju_withyou,,대전 전세사기 피해자 간담회 개최 일시 5월 30일 화 저녁 7시 장소 더불어민주당 대전광역시당 대전 중구 동서대로 1337 서현빌딩 8층 참가신청 . 3 6 9 문의 042 254 6936 더 기민하게 움직였어야 하는데 죄송합니다. 전세 피해자 또는 관련 되시는 분들의 참여를 부탁드립니다. 귀한 시간 내어주시면 향후 법적 미비점을 개선하고 겪고계신 어려움을 극복하기 위해 노력하겠습니다. 더불어민주당 전세사기 피해고충접수센터 대전시당 민생안정 단 드림 전세사기 더불어민주당
729,2023-05-25,hkpark3157,,시작하셨으니 끝까지 마무리를 해주시길 부탁드립니다. 군산시 산북동 하나리움시티2차 전세 월세 입주민 여러분 힘내세요. 그동안 힘들고 외로운 길을 걷느라 고생하셨습니다. 이제 시작입니다. 종료 지점까지 김의겸과 함께 같이 걸어요. 전세사기 특별법 신탁사기 포함 확답 받다 군산 하나리움시티 피해자 지원 대책 마련해야 김의겸 국토부 차관에 이번 전세사기특별법 보호 범위에 신탁사기 포함 확인 김의겸 보증금 환수가 가장 시급 김의겸 사각지대에 놓인 전세사기 피해자 많아 문제 해결을 위해 끝까지 노력할 것 군산시 하나리움시티2차 비례대표 김의겸국회의원 월명로279 인물 능력 의지
649,2023-05-25,joongangilbo,,2주 전쯤인가 야밤에 현관문 앞에 쪼그려 앉아 있더라고요. 많이 힘들었나 봐요. 24일 인천 미추홀구의 한 아파트 앞. 박모 49 씨는 수척한 얼굴로 이웃인 이모 45 씨를 마지막으로 봤던 순간을 회상했다. 박씨와 같은 층에 사는 이씨는 이날 오전 9시 47분쯤 미추홀구의 한 도로에 세워진 자신의 차량에서 숨진 채 발견됐다. 이틀째 연락이 안 되고 어제부턴 출근도 하지 않았다 는 회사 동료의 신고를 받고 119구급대가 출동했지만 이씨는 구조되지 못했다. 이씨는 이른바 건축왕 으로 불린 건축업자 남모 62 씨의 전세사기 피해자였다. 숨진 이씨의 곁엔 손글씨로 적힌 유서가 놓여있었다고 한다. 이씨의 차량이 서있던 자리엔 생전 그가 산 것으로 추정되는 로또 복권 5장과 그의 죽음을 암시하는 내용이 적힌 찢어진 종이들이 흩어져 있었다. 한쪽 귀퉁이는 불에 그슬린 채였다. 이씨의 얼굴에 깊은 그늘이 드리운 건 지난해 가을쯤이었다. 갈수록 말수가 줄어드는 이씨가 걱정돼 동료들이 이유를 물었더니 살던 집이 경매에 넘어갔다 며 한숨을 내쉬었다고 한다. 인천시 등에 따르면 이씨는 2018년 6월 보증금 6200만원에 전세 계약을 맺고 미추홀구의 한 아파트에 입주했다. 하지만 새집을 얻었다는 안도감은 잠시였다. 이씨는 지난해 11월쯤 자신이 사는 집이 임의경매 담보권의 실행 등을 위한 경매 에 넘겨졌다는 통보를 받았다고 한다. 자신이 조직적 전세 사기의 피해자라는 걸 알아챈 건 그보다도 한참 뒤였다. 이씨를 집어삼킨 전세사기의 중심에 건축왕 남씨가 있었다. 남씨는 다른 사람 명의를 빌려 토지를 매입한 뒤 소규모 아파트나 빌라를 지었고 공인중개사를 시켜 전세 계약을 체결했다. 그는 대출금과 전세보증금 수입에 의존해 대출이자와 보증금을 돌려 막았다. 그러나 불어나는 이자를 감당하지 못했고 지난해 1월부터 남씨가 실소유한 주택 690채가 차례로 경매에 넘어갔다. 이씨의 전셋집 역시 그중 하나였다. 조직적 전세 사기에 당한 사실을 알아챘다고 해서 달라지는 건 별로 없었다. 구제는 요원했다. 주택 낙찰자가 나오더라도 주택 임대차보호법에 따라 돌려받을 수 있는 건 최우선변제금 2700만원이 전부였다. 아파트 관리비를 열 달 넘게 미납할 정도로 생활고를 겪었던 이씨에겐 청천벽력같은 소식이었다. 이씨는 지난달 25일 주위의 조언을 듣고 알게 된 인천 전세사기 피해지원센터에 도움을 요청했다. 기사에서 계속. 기사 전문 프로필 링크 클릭 사진 출처 심석용 기자 연합뉴스 인천 미추홀구 전세사기 건축왕
850,2023-05-25,young.vote,,오늘 국회 본회의에서는 전세사기 특별법과 가상자산 자진신고법을 비롯한 90여개의 법안을 의결했습니다. 민생입법과 정책에 더욱 힘쓰겠습니다.
849,2023-05-25,farmsday,,용기1 6월 3 4일날 특별전 진지 하러 오실때... 용기를 가져 오시라.. 매실이 토실토실 살이 오르고 있으니... 혹 매실청을 담가서 가시려거든 설탕도 준비 하시고.... 전시보고 라멘먹고... 매실을 따 봅시다. 3 4일 양일 전시회 오신 분들에게 매실체험 무료제공 합니다. 용기2 전세사기 피해자중 인천에서만 벌써 4번째 자살을... 용기 내시라고... 지나고 나면 그런 시절이 있었고 지혜롭게 헤쳐나갔다고 회상하는 날이 있을겁니다. 오늘 하루도 수고 많으셨습니다. 산다고... . . . 0001. 1955 지리산농부마을 특별전
847,2023-05-25,theminjoo,,제130차 정책조정회의 23.5.25. 국회 본청 원내대표회의실 박광온 원내대표 최소한 안전하게 퇴근해서 귀가할 수 있는 일터 최근 한 물류창고에서 숨진 29살 청년의 아버지가 하신 말씀. 중대재해처벌법 시행 1년 반이 지났지만 지난 한 해 644명의 산재 사망사고 정부는 법 완화 아닌 재해 발생 줄일 방안 고민해야. 오늘 본회의에서 주요 과제였던 전세사기특별법 가상자산재산등록의무화법안 등 90여 민생법안 처리 예정. 미흡한 부분 많지만 빈틈 메꿔서 전세사기 발 붙이지 못하게 만들 것. 공직자도 법 없어서 가상자산 등록 못했다는 말 없도록 만들 것 모두발언 전문 보기 . 1173923 오늘민주
851,2023-05-25,leadhan37,,전세금 사기꾼들 인생쓰레기들 인생그렇게살지맙시다 양심을갖고삽시다 정부 뭐합니까 윤석열정부 쓸데없는짓거리말고전세사기해결하세요 전세사기꾼들 인생양야치로사냐
852,2023-05-25,leadhan37,,서민들만 죽어나는거임 진짜 이건아니라고 본다 자유민주주의 국가에서 자기발언도 못하냐 전세사기들어달라고하는건데 서민들 자유민주주의국가맞냐 자기발언도못하냐 뭐냐이나라 장난하냐 링크 . 72
853,2023-05-25,tooyoon_love,,길고길었던 오피스텔 전세빼기 마침 전세사기 이슈가 터져 전세빼는 시간이 무척이나 오래걸렸다 투자 경험이 많이 없거나 부동산 상승장에서는 갭이 적거나 플피 투자에 환호하지만 전세금도 빛이라는 생각으로 투자해야지 부동산 하락기와 역전세가 났을때 부담감을 감당할 수 있다 130곳의 부동산에 물건을 내고 몇일에 한번 상황파악 전화 돌리고 집은 맘에드는데 입주일이 지정되어있어 몇번이나 놓치고 하지만 그동안 스트레스는 전혀받지 않았다 사람이 하는 모든일은 마음가짐이 중요하다는 것을 깨닫고 내 힘으로 변화시킬 수 없는 일에 골머리 쓰지 않는다 대신 내가 할수있는 주변환경을 깨끗히하고 작은것에 감사하고 긍정적인 생각과 긍정적인 말을 많이 한다 다른 사람 험담이나 부정적인 뉴스는 보지않는다 신기할정도로 일이 잘 풀린다 그래서 풍수그림을 그리고 풍수지리에 관심을 갖게 된것이다 작은 시작이 큰변화를 가져온다
854,2023-05-25,withmbc,,당신을 울리는 전세사기 실화탐사대 오늘 밤 9시 방송 230525 방송
855,2023-05-25,theminjoo,,델리민주 전세사기특별법 이 처리되었습니다 최근 인천에서 전세사기 피해자 3명이 극단적 선택을 한가운데 또 다른 피해자가 숨진 채 발견됐습니다. 더 이상은 안 됩니다. 민주당의 주요 과제였던 전세사기특별법은 상임위에서 여야가 지속적인 협의를 통해 결과를 만들어냈습니다. 기존 정부안에 비해서 피해자의 범위를 넓혔고 최우선변제금에 상응하는 금액을 무이자로 대출하고 그 이상의 금액에 대해서는 저리의 장기대출을 지원할 예정입니다. 하지만 미흡한 부분이 많이 있습니다. 법 제정 과정에서 다루지 못했거나 추가로 드러나는 문제에 대해서는 민주당이 책임지고 보완 입법에 나설 것입니다. 지속적으로 전세사기대책의 빈틈을 메워나갈 것을 약속드립니다 영상 보기 . 9 0
856,2023-05-25,87shinghye,,피해자가 빚내서 책임지라고 전세사기 특별법 기본소득당 신지혜
857,2023-05-25,ran_____1004,,하나님의 두 선지자의 브라질 임페라트리스 치유집회 2023년 5월 25일 목 아침 7시 영원한 복음이 선포되고 있습니다. 놓치지 마시고 천국을 준비하십시오. 메시아께서 오십니다. 주님의 길을 준비하십시오.. 유튜브 라디오 방송 엘리야의 외침 . 다음 카페 회개와거룩함 광명 제단 광명시 신기로 15번지 프라자 304호 메시아께서 오십니다 주님의 길을 예비하라 엘리야의외침 회개와 거룩함 휴거 우크라이나 후쿠시마 넷플릭스 키움증권 에버랜드 스포츠 미추홀 이승원이영준 전세사기 전남고흥 엠폭스바이러스 누리호발사연기 날씨 낭만닥터김사부3 벌레튀김 제주도 조선변호사 비밀의여자 간호법 마약 마이크론 노란봉투법 금리인상 테라
858,2023-05-25,ran_____1004,,하나님의 두 선지자의 브라질 임페라트리스 치유집회 2023년 5월 25일 목 아침 7시 영원한 복음이 선포되고 있습니다. 놓치지 마시고 천국을 준비하십시오. 메시아께서 오십니다. 주님의 길을 준비하십시오.. 유튜브 라디오 방송 엘리야의 외침 . 다음 카페 회개와거룩함 광명 제단 광명시 신기로 15번지 프라자 304호 메시아께서 오십니다 주님의 길을 예비하라 엘리야의외침 회개와 거룩함 휴거 우크라이나 후쿠시마 넷플릭스 테라 키움증권 에버랜드 스포츠 노란봉투법 이승원이영준 전세사기 전남고흥 엠폭스바이러스 누리호발사연기 날씨 낭만닥터김사부3 미추홀 제주도 조선변호사 비밀의여자 간호법 야식 마이크론 산업인력공단 금리
859,2023-05-25,ran_____1004,,하나님의 두 선지자의 브라질 임페라트리스 집회 2023년 5월 25일 목 아침 7시 영원한 복음이 선포되고 있습니다. 놓치지 마시고 천국을 준비하십시오. 메시아께서 오십니다. 주님의 길을 준비하십시오.. 유튜브 라디오 방송 엘리야의 외침 . 다음 카페 회개와거룩함 광명 제단 광명시 신기로 15번지 프라자 304호 메시아께서 오십니다 주님의 길을 예비하라 엘리야의외침 회개와 거룩함 휴거 우크라이나 후쿠시마 넷플릭스 청소년축구대표 키움증권 에버랜드 스포츠 태풍 마와르 이승원이영준 전세사기 전남고흥 엠폭스바이러스 누리호발사연기 날씨 낭만닥터김사부3 벌레튀김 제주도 조선변호사 비밀의여자 간호법 야식 마이크론 산업인력공단 가짜뉴스
860,2023-05-25,ran_____1004,,하나님의 두 선지자의 브라질 임페라트리스 치유집회 2023년 5월 25일 목 아침 7시 영원한 복음이 선포되고 있습니다. 놓치지 마시고 천국을 준비하십시오. 메시아께서 오십니다. 주님의 길을 준비하십시오.. 유튜브 라디오 방송 엘리야의 외침 . 다음 카페 회개와거룩함 광명 제단 광명시 신기로 15번지 프라자 304호 메시아께서 오십니다 주님의 길을 예비하라 엘리야의외침 회개와 거룩함 휴거 우크라이나 후쿠시마 넷플릭스 테라 키움증권 에버랜드 스포츠 미추홀 이승원이영준 전세사기 전남고흥 엠폭스바이러스 누리호발사연기 날씨 낭만닥터김사부3 미추홀 제주도 조선변호사 비밀의여자 간호법 야식 마이크론 마약 노란봉투법
861,2023-05-25,ran_____1004,,하나님의 두 선지자의 브라질 임페라트리스 치유집회 2023년 5월 25일 목 아침 7시 영원한 복음이 선포되고 있습니다. 놓치지 마시고 천국을 준비하십시오. 메시아께서 오십니다. 주님의 길을 준비하십시오.. 유튜브 라디오 방송 엘리야의 외침 . 다음 카페 회개와거룩함 광명 제단 광명시 신기로 15번지 프라자 304호 메시아께서 오십니다 주님의 길을 예비하라 엘리야의외침 회개와 거룩함 휴거 우크라이나 후쿠시마 넷플릭스 테라 키움증권 에버랜드 스포츠 미추홀 노란봉투법 전세사기 전남고흥 엠폭스바이러스 누리호발사연기 날씨 낭만닥터김사부3 벌레튀김 제주도 조선변호사 비밀의여자 간호법 야식 마이크론 산업인력공단 가짜뉴스
862,2023-05-25,biiig_hit,,2023년 5월 25일 목 주요 부동산 경제뉴스 하락 거래 나오던 단지들도 상승 거래 전환 . . . 022 0003816232 101 전세사기 여파에 빌라 단독 발걸음 뚝 . . . 119 0002715825 101 삼성 효과 동탄 아파트값 반등 11억원 이하면 안 팔아요 . . . 421 0006827937 101 여의도 서울의 맨해튼 으로 용적률 1200 까지 허용 . . . 119 0002715812 101 세입자 달래는 집주인들 전세 감액갱신 평균 1억 내렸다 . . . 005 0001611124 101 오세훈의 서울개조 프로젝트 의 청계천 복원 성공스토리 넘을 오의 그레이트 서울 대구상 속속 발표 . . . 029 0002802845 101 제2의 워싱턴처럼 국회 세종시대 열린다 뉴스 현장 . . . 215 0001103612 101 폭등 폭락 반등 집값 롤러코스터 타는 인덕원 추세 전환은 글쎄 . . . 366 0000904236 101 청약 빙하기에도 52대1 신축 가뭄 속 서울 뉴타운 들썩 . . . 025 0003282326 101 바닥 친 집값 ...1년만에 상승 거래 가 하락 거래 보다 많아졌다 . . . 025 0003282320 101 부동산을 사고 팔땐 리치고 . . 벌써부터 기대된다 한국의 맨하튼 꿈꾸는 이곳 천지개벽 개봉박두 . . 20230525000303501 원희룡 장관 무제한 갭투자 금지할 것 . . 20230525063600010 집값 반등이라는데 체감 안되는 이유를 살펴봤습니다 . . 20230524191534810 삼성 효과 동탄 아파트값 반등 11억원 이하면 안 팔아요 . . 20230525060047515 2분기 부동산 심리 미분양 전세시장 냉각에 상승폭 제한적 . . 20230525060050524 르포 향후 5년내로 세입자 전부 빠져... 인천 역전세 대참사 는 이제부터 시작 . . 20230525060109571 주거 정의 가 필요해 불안한 주택시장에 던지는 화두 . . 20230525052012130 청년층이 움직인다 2030세대 임장에 쏠린 눈 현장 써머리 . . 20230525050507073 연체율 올라 건설사 자금난 가중 당국 5조 대출로 전환 . . 20230525030130284 세입자 달래는 집주인들 전세 감액갱신 평균 1억 내렸다 . . 20230525040422663 카카오톡 오픈채팅 . . 리치고 부동산 투자 재테크 투자스타그램 부동산투자 내집마련 청약 강남 성북 판교 일산 분당 성남 수원 광교 동탄 화성 일상 부동산공부 부동산뉴스 뉴스 뉴스스타그램 집스타그램
648,2023-05-25,ohmynewskorea,,오마이포토 전세사기 특별법 국회 본회의 통과 전세 사기 피해자 지원 및 주거 안정에 관한 특별법 전세사기 특별법 이 25일 서울 여의도 국회에서 열린 본회의에서 의원 272명 중 찬성 243명 반대 5명 기권 24명으로 통과됐다. 전세사기 특별법은 전세사기로 피해를 입은 임차인에게 경 공매 절차 및 조세 징수 등에 관한 특례를 부여하는 등 피해자를 지원하고 주거안정을 도모하는 것을 골자로 한다. 전세사기 피해자 요건은 보증금 5억원 이하 다수의 임차인에게 피해 발생한 경우 임대인의 사기 의도 등 4가지다. 자세한 기사 보기 . 2438 다음 모바일에서 오마이뉴스 채널을 구독하세요 . . 4
848,2023-05-25,theminjoo,,국민을 지키고 민생을 살리는 05.25 주요 법안 본회의 통과 공직자 가상자산 공개법 전세사기 구제특별법 저탄소 분산에너지 확대법 건강보험 국고지원 연장법 수산자원 남획 갈등 방지법 접경지역발전 평화증진법 강원도특별법 국민을지키고 민생을살리는 더불어민주당 주요법안 본회의 통과
846,2023-05-26,matkim_project,,전세사기 방지를 위한 꿀정보 무려 에서 작심하고 만든 깡통전세감별기 를 추천드립니다. 아주 아주 사이트가 훌륭하고 사용하기도 쉽습니다 임대차계약 준비하고 계신분들께 알려주세요 소사장소피아 경매멘토 모르면당한다 부동산공부 경매공부 부동산정보 부동산경매 전세 전세대출 전세보증보험 경매과정 레버리지마스터 내집마련 경매강의
845,2023-05-26,molit.go.kr,,최근 전세사기 등 조직화 지능화 광역화된 부동산 불법행위를 예방하기 위해 장기간 축적된 데이터와 인공지능 을 활용해 이상거래 상시 모니터링 체계를 고도화해 나가겠습니다. 자세한 내용은 국토교통부 블로그 하이라이트 클릭 에서 확인할 수 있습니다. 부동산불법행위 이상거래모니터링 인공지능 국토교통부
844,2023-05-26,huhyoungworld,,춘천에서 지역국립대학의 현실과 발전방안 포럼 을 강원대학교와 공동개최했습니다. 제가 지난 3월 국립대학교가 유휴부지를 매각하면 그 대금을 해당 대학이 직접 활용할 수 있도록 하는 국립대학회계법 개정안을 대표발의했는데 이와 관련하여 대학의 혁신방향과 규제 개혁과제 등을 전문가분들과 함께 논의해보는 자리였습니다. 다만 저는 늦게 도착하여 발제와 토론을 직접 듣지는 못했습니다. 포럼과 같은 시간대에 제가 소속된 국회 국토교통위원회에서 전세사기 피해자 구제 법안을 의결하는 회의를 열었기 때문에 회의에 참석해 국회의원으로서의 책무를 다했습니다. 직접 참석하진 못해 아쉽지만 뜨거웠던 현장의 분위기와 논의 요지를 전해들었으니 자료도 꼼꼼히 살피며 오늘 포럼의 결과물을 정책으로 발전시켜나가겠습니다.
647,2023-05-26,ohmynewskorea,,오마이포토 전세사기 피해자들 특별법 반쪽짜리 전세사기 깡통전세 피해자 전국대책위원회 전세사기 깡통전세 문제해결을 위한 시민사회대책위원회에서 26일 오전 서울 용산구 대통령실 앞에서 지난 25일 국회에서 통과된 전세사기 특별법 에 대해 정부의 무책임 무대책 반쪽짜리 법 강행 규탄 기자회견을 하고 있다. 자세한 기사 보기 . 243 3 다음 모바일에서 오마이뉴스 채널을 구독하세요 . . 4
724,2023-05-26,yhbkorea,,전세사기 특별법 국회 5월25일 통과...국무회의를 거쳐 6월 1일 공포 즉시 시행 출처 유형범 공인중개사 블로그 . . 2121 223112300953 전세사기특별법 전세사기 전세사기수법 전세사기예방 전세사기대책 전세사기피해자 전세사기신고 전세사기피해
