,작성일,작성자,제목,내용
1027,2023-04-23,UCsU-I-vHLiaMfV_ceaYz5rQ,"당정, '우선매수권·감세' 전세사기 특별법 제정 추진 / JTBC 뉴스룸",국민의힘과 정부가 전세 사기 피해자 지원을 위한 특별법을 만들기로 했습니다. 당정은 피해자가 살고 있는 주택을 낙찰받기를 원할 경우 우선 매수권을 주는 방안을 추진하기로 했는데 이럴 경우 관련 세금을 감면해 주고 장기 저리 융자도 지원한다는 계획입니다. 만약 피해자가 임대로 계속 살기를 원한다면 한국토지주택공사 등에서 우선 사들인 이후 공공임대주택으로 제공하기로 했습니다. 기사 전문 . . . . 12123546 시리즈 더 보기 . . 3 1 33 5 0 전세사기 특별법 우선매수권 뉴스룸 성화선기자 본방 후 유튜브에서 앵커들과 더 가까이 모바일라이브 시청하기 . 3 뉴스룸 방청객 모집 . . . 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . . 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . . 방송사 . .
868,2023-04-24,UCBFtbBHVQZ4MyAhaTZJmysA,부동산 전세사기 예방 mbc 부동산전문가 특별인터뷰,부동산 전세사기 예방 부동산전문가 특별인터뷰
878,2023-04-24,UCUxTPRSns--l5BX2537u7Rw,"[생방송] 백은종, 안진걸 양희삼의 '세상속으로'  ■ 무지한 대통령 한마디에 전쟁위기 고조 ■ 폭증하는 전세사기 피해와 민생해결책은?",윤석열 외교굴욕 전세사기 서울의소리 유튜브 계정은 모든 수익 창출이 정지되었습니다. 서울의소리 정상 운영을 위해 여러분들께 정기 후원을 호소드립니다. 서울의소리는 2004년부터 지금까지 20여년 동안 어떠한 탄압에도 그 뜻을 굽히지 않고 노무현 대통령 탄핵 반대 이명박 구속 박근혜 탄핵 양승태 구속 윤석열 퇴진 김건희 구속 행동에 앞장서 왔습니다. 여러분의 소중한 후원이 있기에 지금의 서울의소리가 있습니다. 감사합니다. 정기 후원 . . 1 일시 후원 국민은행 794001 04 154041 서울의소리 강경자 전화 후원 1877 1590 페이팔 후원 . . 1219 페이팔 정기 후원 . . 1 4 5 0 2 7 1 김건희 다큐 퍼스트 레이디 제작 리워드 펀딩 신청하기 . . 1 5 6 9 6 6 문의 010 3731 9285 입금 계좌 국민은행 820801 04 120611 강경자 금액 3만원 시사회 티켓 2매 5만원 시사회 티켓 2매 포토 제작 에세이집 일반 후원 통큰 후원 소액 후원 서울의소리 서브 채널 서울의소리 초심 . . 구독과 좋아요 알림 설정과 선한 댓글 부탁드립니다. 윤석열 퇴진을 위한 범국민운동본부 다음 카페 . . 응징언론 서울의소리 보기 . 서울의소리 정규 방송 안내 월 금 오전 6시 류효상의 신통알 월 금 오전 8시 유용화의 뉴스코멘터리 월 금 오후 8시 이정헌의 허니라이브 월수금 오후 1시 박예슬의 톡터뷰 월 오후 3시 백은종 양희삼 안진걸의 세상속으로 화 오후 1시 백은종 깨어있는 박대희 기자의 가짜 뉴스 팩트 체크 화 오후 5시 백은종 정대택의 응징의 부활 수 오후 3시 김태형 백자의 싸다구 목 오후 2시 김맹구와 선을 넘는 사람들 일 오후 9시 남태우의 민폐투어
877,2023-04-24,UC1ifSsWUG241rRfK0ezYCgA,전세사기 피해자 '숨통' 트이나,전세사기 피해자 대책 앵커 부산경남을 포함해 전국적으로 전세사기 피해가 끊이질 않고 있습니다. 지자체들이 전세사기 피해자 주거지원 등 대책을 내놓고 있는데요 피해자들에게 조금이나마 숨통이 트였으면 하는 바램입니다. 최한솔 기자가 취재했습니다. 기자 부산 경남에서도 전세사기 피해가 속출하고 있습니다. 지난해 8월부터 전세금을 돌려받지 못한 전세 보증 사고가 부산은 166 건 334억 원이 넘고 경남은 43 건 91억 원이 넘습니다. 경찰의 전세사기 단속 결과 현재까지 부산은 42 건에 104 명 경남은 37 건에 대해 49 명이 검거됐습니다. 이 밖에도 지난주 이 보도한 부산 수영구 원룸 전세사기 의심 사건 등 관련 피해는 끊이질 않고 있습니다. 전세사기 피해자 버틸 때까지 버티는 거지 이제...안 나가고 버틸 때까지 버텨보다가 강제집행 당하고 그렇게 될 때까지 버티는 수밖에 없을 거 같습니다. 부산시가 대책을 내놨는데 첫 조치가 대대적인 실태조사입니다. 피해가 확인되면 전세보증금 대출 이자부터 지원할 계획입니다. 이사가 불가피한 피해자들을 위한 주거 지원 대책도 내놨습니다. 박형준 부산시장 임대료가 시세의 30 수준인 공공임대주택 110호를 공급하고 민간주택으로 이사하는 피해자에 대해서도 2년간 월 40만 원의 월세를 지원하겠습니다. 또 전세사기 가담을 막기 위해 공인중개사에 대한 지도 단속도 강화됩니다. 전세가율이 전국 평균보다 높아 깡통 전세 우려가 제기된 경남도 역시 공공임대주택을 활용한 긴급주거지원 등의 대책을 발표했습니다. 경찰은 피해금을 빨리 환수할 수 있도록 국회의 입법을 촉구했습니다. 앞서 정부의 전세사기 피해 대책에 맞춰 부산 경남 등 지자체도 잇따라 대책을 내놓으면서 갈 곳을 잃은 피해자들에 대해 현실적인 대책이 될 것인지 관심이 모아지고 있습니다. 최한솔입니다. 전화 부산 051 850 9000 경남 055 283 0505 이메일 . . 홈페이지 앱 접속 제보 누르기 카카오톡 친구찾기 뉴스는 24시간 여러분의 제보를 기다립니다. 뉴스 채널 구독하기 . . 뉴스 제보하기 홈페이지 . . . 페이스북 . . 카카오톡 . . 인스타그램 . . . 이메일 . . 전화 1577 5999 055 283 0505
875,2023-04-24,UC7veJl4E23uPDXoVu-0qYAA,전세사기 피해 대책은?,고용브리핑365 20230424 오늘의 이슈픽 전세사기 피해 대책은 최근 전세 사기 피해자들이 스스로 목숨을 끊는 일이 이어지고 있습니다. 왜 피해자의 고통은 반복돼야 하는 걸까요 정부가 새롭게 내놓은 대책 실효성은 있는 걸까요 이슈픽에서 짚어봅니다. 방송 시간 월 금 오후 3시 채널 한국직업방송 189번 258번 252번 251번 헬로비전 235번 210번 조서연 아나운서 출연자 조성흠 기자 전세사기 전세사기피해 전세금 임차보증금 뉴스 조서연 조성흠
870,2023-04-24,UCA6SixcHtinijIAC3rLc9XA,전세사기 전세는 없어져야 한다.,루카스 전세 부동산
873,2023-04-24,UCgmYe8NMWTZBhmsQUP4Jz5w,"전세사기, 국토부대책,국토교통부말하는예방책,전세사기대책",부동산 부동산세금
872,2023-04-24,UCL-WOj1FxKR8Hlzg5tvnWKg,"[다시보기] 전세사기 지원 방안 이견...""주거권 우선"" vs ""보증금 반환"" (23.4.24.) | 국회라이브6",0 00 인트로 01 22 전세사기 지원 방안 이견... 주거권 우선 보증금 반환 03 49 돈 봉투 의혹 송영길 오늘 귀국... 모든 건 내 책임 21 48 오늘의 정치톡 추석 전 신당 말의 향연 31 44 파워인터뷰 안민석 더불어민주당 의원 전세사기 천원아침밥 이재명 김기현 교육위 돈봉투 송영길 총선 제3정당 금태섭 김종인 이준석 국민의힘 공천 선거제 청년 방미 우크라 김상훈 마약 한동훈 더불어민주당 강아랑 정치톡 국회방송 라이브6 뉴스 국회방송 구독하기 . . . 66 2 7 1 24 . 66 0 8 6 8 . 66 3 6 . 66 3 86 70 . 66 0 6 2 2 . 66 3 51 4 02
869,2023-04-24,UCUxTPRSns--l5BX2537u7Rw,전세사기 피해자들의 절규! 그리고 원희룡 반응,서울의소리 유튜브 계정은 모든 수익 창출이 정지되었습니다. 서울의소리 정상 운영을 위해 여러분들께 정기 후원을 호소드립니다. 서울의소리는 2004년부터 지금까지 20여년 동안 어떠한 탄압에도 그 뜻을 굽히지 않고 노무현 대통령 탄핵 반대 이명박 구속 박근혜 탄핵 양승태 구속 윤석열 퇴진 김건희 구속 행동에 앞장서 왔습니다. 여러분의 소중한 후원이 있기에 지금의 서울의소리가 있습니다. 감사합니다. 정기 후원 . . 1 일시 후원 국민은행 794001 04 154041 서울의소리 강경자 전화 후원 1877 1590 페이팔 후원 . . 1219 페이팔 정기 후원 . . 1 4 5 0 2 7 1 김건희 다큐 퍼스트 레이디 제작 리워드 펀딩 신청하기 . . 1 5 6 9 6 6 문의 010 3731 9285 입금 계좌 국민은행 820801 04 120611 강경자 금액 3만원 시사회 티켓 2매 5만원 시사회 티켓 2매 포토 제작 에세이집 일반 후원 통큰 후원 소액 후원 서울의소리 서브 채널 서울의소리 초심 . . 구독과 좋아요 알림 설정과 선한 댓글 부탁드립니다. 윤석열 퇴진을 위한 범국민운동본부 다음 카페 . . 응징언론 서울의소리 보기 . 서울의소리 정규 방송 안내 월 금 오전 6시 류효상의 신통알 월 금 오전 8시 유용화의 뉴스코멘터리 월 금 오후 8시 이정헌의 허니라이브 월수금 오후 1시 박예슬의 톡터뷰 월 오후 3시 백은종 양희삼 안진걸의 세상속으로 화 오후 1시 백은종 깨어있는 박대희 기자의 가짜 뉴스 팩트 체크 화 오후 5시 백은종 정대택의 응징의 부활 수 오후 3시 김태형 백자의 싸다구 목 오후 2시 김맹구와 선을 넘는 사람들 일 오후 8시 남태우의 민폐투어
879,2023-04-24,UChlgI3UHCOnwUGzWzbJ3H5w,"""당한 사람이 잘못?""...두 번 우는 전세사기 피해자들 / YTN",앵커 최근 전국적으로 전세사기가 잇따르는 가운데 인터넷엔 피해자를 탓하는 게시글도 적지 않게 눈에 띕니다. 피해자들은 제도적 허점과 관리 부실로 누구나 당할 수 있는 사회적 재난이라며 2차 가해를 멈춰달라고 호소하고 있습니다. 이준엽 기자가 전합니다. 기자 인천 미추홀구 건축왕 전세사기 피해자 라는 제목으로 씨가 직접 인터넷 커뮤니티에 올린 글입니다. 대학 나오고 좋은 직장 가졌는데도 왜 이런 사기에 당했느냐 는 주변의 시선에도 다시 돌아가면 또 당할 수밖에 없다 생각한다고 장문으로 호소하고 있습니다. 최근 전세사기 피해가 사회적 문제로 대두하면서 관련 기사나 인터넷 커뮤니티에서 피해자 탓하는 게시글과 댓글이 적잖게 보입니다. 대부분 개인 잘못이나 책임인데 정부에 보전해달라고 하는 건 잘못이라는 내용입니다. 떼쓰기 라거나 공부를 안 했느냐 며 인신공격도 서슴지 않습니다. 그러나 전문가들조차 쉽게 피할 수 없는 사기 라고 지적하는 데는 이유가 있습니다. 인천 미추홀구 일대에서 사기를 벌인 남 씨의 경우 계약 당시 한패인 공인중개사가 실거래가는 전세보증금 2배 이상이라고 말하며 안심시켰습니다. 앞서 게시글을 올린 씨도 실제 60건 거래가 비슷한 금액에 찍힌 것을 확인했지만 돌이켜보면 무용지물이었습니다. 해당 거래들은 알고 보니 인천 지역 간부가 뇌물을 받고 고가매입한 거래였기 때문입니다. 엄정숙 부동산 전문 변호사 신축 오피스텔 신축 빌라 이런 경우에는 일반인들도 시세라는 걸 확인할 수 없기에 이런 상황에서 중개업자 그다음 임대인들이 서로 공모했다고 봐야겠죠. 피해자들은 당한 사람이 바보 라는 잘못된 시선에 두 번 울게 된다고 호소합니다. 당국의 관리가 제대로 이뤄지지 못한 점을 고려하면 개인 노력만으로 피할 수는 없었다는 겁니다. 박순남 미추홀구 전세사기 피해자 대책위원회 부위원장 제도의 허점을 이용한 사기꾼들이 있었던 거고 책임과 관련해 정부가 피해갈 수 없다고 생각하거든요. 그래서 사회적 재난이라고 이야기하는 거고. 임재만 교수 참여연대 민생희망본부 실행위원 보증금을 회수하지 못한 이분들에게 사회적 재난에 해당하는 재난지원금 적극적인 긴급 주거 나아가서 공공임대주택을 공급하는 것 그리고 앞에서 말씀드렸던 채무 조정이 필요하다는 . 시민대책위는 전세사기를 사회적 재난으로 규정하고 적어도 최우선변제금을 재난지원금으로 지원하는 등 긴급 대책을 촉구하고 있습니다. 이준엽입니다. 촬영기자 권혁용 영상편집 김혜정 이준엽 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0103 202304241651002545 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
874,2023-04-24,UCxvJz2FZLkO2bSR1k7HEAmQ,"국민의힘-정부, 전세사기 피해자 지원 특별법 추진 #전세사기#전세사기피해자지원특별법",당정 전세사기 피해자 지원 특별법 추진 우선매입 후 공공임대 주택으로 제공 피해자에 장기 저금리 대출 등 금융지원 전세사기 가중처벌 특정경제범죄법 개정 여야 4.27 본회의서 대책법안 처리 예정 국민의힘과 정부는 전세사기 피해자 분들이 퇴거 걱정 없이 장기간 저렴하게 거주할 수 있도록 한시적 특별법을 제정해 피해자와 공사를 통한 피해주택 매입을 추진하기로 했습니다. 전세사기 피해자가 임대로 계속 살기를 원할 경우 공사 등 공공에서 우선매수권을 행사해 해당 주택을 매입한 뒤 공공임대 주택으로 제공하고 낙찰 받기를 원하는 피해자에게는 장기 저금리 대출 등을 지원하는 방식입니다. 아울러 전세사기를 뿌리 뽑기 위해 가중 처벌을 위한 특정경제범죄법 개정 추진도 한다는 계획입니다. 앞서 여야 3당은 피해 임차인에게 우선 매수권을 주고 체납 지방세보다 임차보증금을 우선 변제받을 수 있도록 하는 방안 등에 합의한 바 있습니다. 여야는 관련 대책에 대한 추가 협의를 한 뒤 4월 27일 본회의에서 일부 전세 사기 대책 법안을 처리할 예정이라고 합니다. 후원 채널 . . 코리나 태양광 . . 하모니라이프 . . 3 하모니부부색소폰 . . 2 2 1 7 힐링선라이프 . .
880,2023-04-24,UCoduDgtA5VLYOWgdxzaj5YA,전세사기 특별법 금주 입법 추진 [윤재옥],전세사기 특별법 금주 입법 추진 전세사기특별법 임대차3법 전세사기특별법입법
890,2023-04-24,UCVtjuM3lqBGxmJC70uUdegw,디토픽이 동탄 전세사기 총정리해드립니다! 전세사기 주의 사회초년생 집중!,. . 9 동탄 전세사기에 대해 총정리해드립니다. 모두 전세사기에 유의하세요 디토픽 부동산 전세사기 동탄 동탄전세사기
882,2023-04-24,UCwRljhjVWtLqAKbsWGPU_OA,[생생경제] 전세사기 특별법으로 피해자·LH에 우선매수권_230424,경제가 전세사기 특별법으로 피해자 에 우선매수권 윤 대통령 국빈 방미 출국 등 풀어야할 경제 이슈 방송일시 2023년 4월 24일 월요일 진행 박귀빈 아나운서 출연 김대종 세종대 경영학부 교수 송승현 도시와경제 대표 전세사기특별법 우선매수권 한미정상회담 94.5 생생하고 재미있는 경제 방송 상생하며 따뜻한 경제 방송 최고의 입담이 쉽게 풀어주는 경제뉴스와 친절한 설명이 있는 라디오 생생경제 구독과 알람을 설정하시면 라디오의 더 많은 프로그램을 보실 수 있습니다. 많은 댓글과 좋아요 부탁드립니다. 라이브 방송 안내 라디오 생생경제 월 금 15 00 16 00 라디오 유튜브 구독 . 2 9 9 라디오 모바일 앱 . 3 4 . 2 6 제보 및 의견 문자 0945 짧은 문자 50원 긴 문자 100원 생생경제 참여마당 . 3 6 라디오 생생경제 홈페이지 . 3 5 라디오 생생경제 다시듣기 . 2 라디오 생생경제 인터뷰 전문보기 . 30 5 라디오 페이스북 . . 라디오 홈페이지 . . . 홈페이지 . . .
883,2023-04-24,UCGF6SQDqskBZXubOiHiuq8Q,"[세바뉴] 전세사기 공포 ""최악의 전세런 터진다?""...돈복사기 주식 ""무더기 하한가 맞다""...포괄임금제 폭주 ""노사분규 부추긴다?""...돈이 없으니 ""신용카드 마구 긁어요""",세상을 바꾸는 뉴스 1. 전세사기 공포 ... 최악의 전세런 터진다 2. 시장 변동성 너무 커요... 그 이유를 말씀 드리죠 3. 돈복사기 주식 ... 무더기 하한가 맞았다 4. 결국엔 경기침체 ...결국 여기서 온다 5. 포괄임금제 폭주 ... 노사분규 부추긴다 6. 돈이 없으니... 신용카드 마구 긁어요 멋진아재쇼핑몰 도 운영합니다 제가 먹고 쓰는 건강식품 건강제품만 모았습니다 1. 전화주문 02 2008 1415 오미래 2. 인터넷 . . 3. 네이버에 멋진아재 검색하시면 됩니다. 이익금은 더 좋은 방송을 만드는 곳에 사용하겠습니다 감사합니다 정완진 후원하기 국민은행 068801 04 341533 예금주 정완진 농협은행 301 0212 4767 11 예금주 정완진 여러분의 후원이 올바른 대한민국을 만듭니다. 방송 시작 알림 받으려면 알림이 안 오신 분들은 구독버튼 옆에 종모양이 눌려있는지 확인해주세요 화질이 좋지 않을 때 동영상에서 오른쪽 밑에 이 버튼을 눌러주시고 화질을 480 이상으로 설정해주세요 본 내용은 투자 판단을 위한 조언입니다. 투자결정과 결과에 대한 책임은 투자자 본인에게 있음을 알려드립니다 감사합니다. 전세런 반대매매 포괄임금제
885,2023-04-24,UCY0F_qzj5g7NIGnHYNdyDfQ,빌라에서 아파트로 전세사기 확산!,구독과 좋아요 각종 문의 7 .
886,2023-04-24,UCahd4QrxaoFzJhtKAXmfOrg,[헬로 이슈토크] 전세사기 피해자 구제 위한 실질적인 대책은?,지역의 이슈를 속시원히 풀어보는 헬로 이슈토크입니다. 인천 미추홀구 전세사기 사건으로 피해자 3명이 목숨을 끊는 등 사회적 문제가 커지자 정부가 뒤늦게 대책 마련에 나섰습니다. 피해 주택 경매 시 임차인에게 우선 매수권 부여 긴급 저리 대출을 시행키로 했지만 피해 주택에 대한 공공매입에 대해서는 여전히 논란이 많습니다. 피해자들도 좀 더 근본적인 대책이 필요하다는 입장인데요. 피해 최소화를 위한 방안은 무엇인지 짚어봅니다. 함께 할 두 분 박경수 인천미추홀구 깡통전세 피해 시민대책위원회 공동대표와 이승욱 한겨레 기자 자리했습니다.
887,2023-04-24,UCF4Wxdo3inmxP-Y59wXDsFw,전세사기 피하려면?‥'안·보'하세요 (2023.04.24/뉴스데스크/MBC),요즘 전세에 대한 불안감이 부쩍 높아지면서 어떻게 하면 안전하게 전세를 구할까 고민이 많으실 겁니다. 어떤 걸 조심해야 할지 다시 한 번 경제팀 정동욱 기자와 함께 살펴보겠습니다. 정 기자 최근 들어 전세 사기의 수법이 점점 고도화되고 있기도 하고 다양해지고 있다고요 . . 2023 6477160 36199. 전세사기 깡통주택 안심전세앱
888,2023-04-24,UC1ifSsWUG241rRfK0ezYCgA,전세사기 속출...부산경남 피해자 주거지원 등 대책 마련,전세사기 전세 보증금 앵커 부산경남을 포함해 전국적으로 전세사기 피해가 끊이질 않고 있습니다. 지자체들이 전세사기 피해자 주거지원 등 대책을 내놓고 있는데요 피해자들에게 조금이나마 숨통이 트였으면 하는 바램입니다. 최한솔 기자가 취재했습니다. 기자 부산 경남에서도 전세사기 피해가 속출하고 있습니다. 지난해 8월부터 전세금을 돌려받지 못한 전세 보증 사고가 부산은 166 건 334억 원이 넘고 경남은 43 건 91억 원이 넘습니다. 경찰의 전세사기 단속 결과 현재까지 부산은 42 건에 104 명 경남은 37 건에 대해 49 명이 검거됐습니다. 이 밖에도 지난주 이 보도한 부산 수영구 원룸 전세사기 의심 사건 등 관련 피해는 끊이질 않고 있습니다. 전세사기 피해자 버틸 때까지 버티는 거지 이제...안 나가고 버틸 때까지 버텨보다가 강제집행 당하고 그렇게 될 때까지 버티는 수밖에 없을 거 같습니다. 부산시가 대책을 내놨는데 첫 조치가 대대적인 실태조사입니다. 피해가 확인되면 전세보증금 대출 이자부터 지원할 계획입니다. 이사가 불가피한 피해자들을 위한 주거 지원 대책도 내놨습니다. 박형준 부산시장 임대료가 시세의 30 수준인 공공임대주택 110호를 공급하고 민간주택으로 이사하는 피해자에 대해서도 2년간 월 40만 원의 월세를 지원하겠습니다. 또 전세사기 가담을 막기 위해 공인중개사에 대한 지도 단속도 강화됩니다. 전세가율이 전국 평균보다 높아 깡통 전세 우려가 제기된 경남도 역시 공공임대주택을 활용한 긴급주거지원 등의 대책을 발표했습니다. 경찰은 피해금을 빨리 환수할 수 있도록 국회의 입법을 촉구했습니다. 앞서 정부의 전세사기 피해 대책에 맞춰 부산 경남 등 지자체도 잇따라 대책을 내놓으면서 갈 곳을 잃은 피해자들에 대해 현실적인 대책이 될 것인지 관심이 모아지고 있습니다. 최한솔입니다. 전화 부산 051 850 9000 경남 055 283 0505 이메일 . . 홈페이지 앱 접속 제보 누르기 카카오톡 친구찾기 뉴스는 24시간 여러분의 제보를 기다립니다. 뉴스 채널 구독하기 . . 뉴스 제보하기 홈페이지 . . . 페이스북 . . 카카오톡 . . 인스타그램 . . . 이메일 . . 전화 1577 5999 055 283 0505
889,2023-04-24,UCwRljhjVWtLqAKbsWGPU_OA,"[생생경제] 전세사기 특별법으로 피해자·LH에 우선매수권 / 윤 대통령 국빈 방미 출국, IRA 등 풀어야할 경제 이슈 / 마감시황",생생 4 24 경제가 전세사기 특별법으로 피해자 에 우선매수권 윤 대통령 국빈 방미 출국 등 풀어야할 경제 이슈 김대종 세종대 경영학부 교수 송승현 도시와경제 대표 생생한 마감시황 김민기 유진투자증권 챔피언스라운지금융센터 듣기만해도 돈이 되는 방송 돈쭐내드리는 라디오 생생경제 전세사기특별법 우선매수권 한미정상회담 주식 부동산 구독과 알람을 설정하시면 라디오의 더 많은 프로그램을 보실 수 있습니다. 많은 댓글과 좋아요 부탁드립니다. 라이브 방송 안내 라디오 생생경제 월 금 15 00 16 00 라디오 유튜브 구독 . 2 9 9 라디오 모바일 앱 . 3 4 . 2 6 제보 및 의견 문자 0945 짧은 문자 50원 긴 문자 100원 생생경제 참여마당 . 3 6 라디오 생생경제 홈페이지 . 3 5 라디오 생생경제 다시듣기 . 2 라디오 생생경제 인터뷰 전문보기 . 30 5 라디오 페이스북 . . 라디오 홈페이지 . . . 홈페이지 . . .
892,2023-04-24,UCTHCOPwqNfZ0uiKOvFyhGwg,"부산 전세사기 57건…부산시 ""피해 지원 확대"" / 연합뉴스TV (YonhapnewsTV)",부산 전세사기 57건 부산시 피해 지원 확대 전국적으로 나타나고 있는 전세사기 사건과 관련해 부산시에 접수된 피해 사례는 지난 21일 기준 57건 피해 규모는 68억 원인 것으로 나타났습니다. 부산시는 전세사기 건물 현황이 6개 동 228세대에 달하는 것으로 추정하고 있다며 추가 피해가 더 발생할 가능성이 높다고 밝혔습니다. 이에 따라 부산시는 전세사기 피해자에게 최장 2년간 시세의 30 를 임대료로 제공하는 공공임대주택 84곳을 마련했으며 피해자가 민간주택으로 이사할 경우 2년간 월세 40만원과 가구당 이사비 150만원을 지원하는 등 전세사기 피해 지원을 확대하기로 했다고 설명했습니다. 전세사기 보증금반환 임대료 지원 공공임대주택 부산시 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
893,2023-04-24,UC1ifSsWUG241rRfK0ezYCgA,"""완전 떴다방이에요"" 영세민 원룸 전세 사기 #자막뉴스",떴다방 부동산 전세사기 전화 부산 051 850 9000 경남 055 283 0505 이메일 . . 홈페이지 앱 접속 제보 누르기 카카오톡 친구찾기 뉴스는 24시간 여러분의 제보를 기다립니다. 뉴스 채널 구독하기 . . 1 ... 뉴스 제보하기 홈페이지 . . . 카카오톡 과 친구 맺고 채팅 . . 페이스북 캐내네 메시지 전송 . . ... 이메일 . . 전화 1577 5999 055 283 0505 홈페이지 . . . ... 페이스북 . . ... 카카오톡 . . 인스타그램 . .
894,2023-04-24,UChlgI3UHCOnwUGzWzbJ3H5w,"70억 대 전세사기 '빌라의 신' 1심 중형...""서민 삶 흔드는 중대 범행"" / YTN",빌라의 신 주범 최 모 씨 1심 징역 8년 선고 부동산세 납부 계획 보증금 반환 의사 없었다 서민 사회초년생 돈 갈취 피해 회복도 안 돼 세입자 31명에게 보증금 70억여 원 가로챈 혐의 깡통전세 계약 전세보증금으로 다른 집 구매 앵커 수도권 일대 깡통전세 로 전세보증금 70억 원대 보증금을 가로챈 혐의를 받는 이른바 빌라의 신 일당에게 1심에서 중형이 선고됐습니다. 재판부는 이들 일당이 서민이 살아갈 기반을 흔든 중대 범행을 저질렀다고 질타하면서 검찰 구형보다 더 무거운 형을 선고했습니다. 취재기자 연결해 자세한 상황 알아보겠습니다. 김태원 기자 이른바 빌라의 신 일당 모두 사기 혐의가 인정된 거죠 기자 네 재판부는 사기 혐의로 구속기소 된 주범 최 모 씨에게 징역 8년을 공범 권 모 씨와 박 모 씨에게는 각각 징역 6년과 징역 5년을 선고했습니다. 재판부는 이들 일당이 별다른 수입이 없이 주택을 사들이면서 종합부동산세나 재산세 등을 낼 계획이 없었고 계약이 끝난 뒤 보증금을 돌려줄 구체적인 노력도 하지 않았다며 사기 혐의를 모두 유죄로 인정했습니다. 이어 서민층과 사회초년생인 피해자들의 돈을 빼앗아 죄가 무거운데도 피해가 회복되지 않아 피해자들이 엄벌을 원하고 있다며 양형 이유를 설명했습니다. 이들은 지난 2020년 4월부터 재작년 2월까지 세입자 31명의 전세 보증금 70억여 원을 가로챈 혐의로 재판에 넘겨졌습니다. 수도권 일대 오피스텔과 다세대 주택에서 전세 보증금이 매매가를 웃도는 이른바 깡통전세 계약을 맺는 방식으로 사기 행각을 벌였습니다. 전세 계약을 맺고 받은 보증금에서 수수료 수백만 원을 떼어 가진 뒤 나머지 돈으로는 계속해 집을 새로 사들였습니다. 이런 방식으로 경기 수원시와 안산시 등 수도권 일대에서 매입한 오피스텔과 빌라는 무려 3천4백여 채에 달하는 것으로 파악됐습니다. 앵커 1심 재판부가 선고한 형량 앞서 검찰이 요청한 형량과 비교하면 어떻습니까 기자 네 검찰은 지난 18일 수원지방법원 안산지원에서 열린 결심공판에서 최 씨에게 징역 7년을 권 씨와 박 씨에겐 징역 5년을 선고해달라고 재판부에 요청했는데요 결과적으로 최 씨와 권 씨에겐 검찰 구형보다도 1년 더 무거운 형이 선고됐습니다. 재판이 끝난 뒤 취재진과 만난 피해자들은 이들의 사기 행각이 유죄로 인정돼 다행이라면서도 여전히 처벌이 가볍다고 반발했습니다. 그러면서 이들 일당에게 범죄단체조직죄가 적용돼 더 무거운 처벌이 내려져야 한다고 주장했습니다. 빌라의 신 전세사기 피해자 범죄단체조직죄를 같이 적용할 수 있다면 그것도 적용해서 최대한 형량을 많이 받게 하는 게 저희 피해자들은 그게 지금 바람입니다. 이런 가운데 경찰은 최 씨 등이 지금까지 세입자 3백여 명의 보증금 6백억여 원을 가로챈 것으로 보고 추가 수사를 이어가고 있습니다. 지금까지 사회1부에서 전해드렸습니다. 김태원 0414 . . 당신의 제보가 뉴스가 됩니다 카카오톡 검색해 채널 추가 전화 02 398 8585 메일 . . 기사 원문 . . . 0103 202304251348230292 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
