,작성일,작성자,내용
2328,2023-04-28,saalmanhaji,모지리 국힘. 더 모자란 것 확실히 도장 받으려고 간호법 통과시킨 거 갖고 총선에서 심판 야 심판 그러믄 나 민주당 찍어야 돼. 별 이상한
2327,2023-04-28,hoz_0,. . 88 88 9 98 6 8 94 0 84 98 8 82 93 4 93 9 94 94 96 4 0 84 98 8 2 95 86 5 3 1 0 5508 7 4 2 4 7742 60 12582 53 간호법 드디어 통과되엇구나 고생하셨습니다
2326,2023-04-28,bamhane48537550,임기 마친 박홍근 400일간 윤정권 전방위 실정 대응...쌍특검 간호법 매듭지어 다행 . . 4 8
2325,2023-04-28,melvin_is_love,제발 간호법 제정시켜줘...시바...이벤트 안터지면 오늘 시간내에 충분히 할 수 있는 일이었는데 환자 두명이서 벨눌럿다고 30뷴 늦게 퇴근함 실화냐......
2324,2023-04-28,shoeRoof,신현영은 기권... 결국 국민이 아니라 그저 자기가 진짜 속한 집단의 이익을 수호하기위해 사는 존재일 뿐임. 좌우 다름 없이. 자리 지킨 최연숙 기권한 신현영 간호법 소신투표 왜 . . 20230428142421529
2323,2023-04-28,ladolce1235,토의를 계속하고 있다라는게 어이가 없 이미 진즉에 토의 끝내고 파업 시작했어야지 5월 되면 간호법은 다른 이슈에 묻힐거고 관심도 사라질텐데 참 느긋하구나 싶구요
2332,2023-04-28,mission__100,간호사의 처우를 개선하고 간호서비스의 질을 높이려면 간호법 제정만으로는 부족하대요. 간호사 1인당 환자 수를 축소하는 별도의 법 개정이 필요합니다. 한국은 간호사 한명이 16명 종합병원 43명 일반병원 의 환자를 봅니다. 미국 5명 일본 7명 영국 9명 독일 13명 에 비해 월등히 높아요.
2344,2023-04-28,Jeanfortruth,간호법 전문 읽어봤는데 의사랑 조무사들은 대체 어떤 부분에서 발작하는 건지.
2345,2023-04-28,Rebirth_REBI,그런 문화를 없애기 위해 간호법을 제정을 바라는 거예요. 지금은 기형적으로 간호사에게 많은 업무가 주어져있고 그로 인해 신규직원에게 당장 1인분을 하라는 압박이 주어지고 신규가 1인분을 못하면 저 일을 내가 다 해줘야하는 상황이 태움의 시발점이거든요.
2346,2023-04-28,firemankss,753 최연숙이 간호법 지지한 건 차기 간호협회장 노린 빌드업이죠 뭐.
2371,2023-04-28,silgeom1,실시간 검색어 순위 관련 검색어 뉴스 영상을 지금 바로 확인하세요 . 에코프로 삼천리 토트넘 임창정 인터파크 조용필 브루노마스 윤석열 간호법 박광온 . 1 1651793670985900032 1 . 1 1651793670985900032 1 . 1 1651793670985900032 1
2370,2023-04-28,ChoiQwqw19315,정치권 핫이슈인 간호법 제정안 알아보기 . . 438
2369,2023-04-28,astra0121,머야.... 살다가 간호법 통과되는 날이 오네.... 그 의료기사 여러분... 절대 여러분들 일 안뺏어요... 제발 지금 우리가 대신 하는 그 일들 좀 가져가주새요... 주말 공휴일 추가로 나는 랩 저도 샘플하기 싫고요 오셔서 해주시면 진짜 배리감사땡큐거든요 진짜 저도 간호사 일만 하고 싶어요
2368,2023-04-28,Wnx8E0R5oSJYow0,뭘 따지고싶고 권리를 주장하고 싶으면 논리적인 자료를 가져오셈 지적해줬는데도 냅다 고소할게요 하면 되는 거냐 그와중에 간호법은 끝까지 욕하고싶어 논문이라도 뒤져보고 공부를 좀 하세요 니가 왜욕을 전방위로 처먹는지 삽시간에 알게 될테니까 세상 사람 다아는 사실을 왜 님들만 모르는데요
2367,2023-04-28,sunoobbie,그래서 간호법 제정 찬성하는 거잖아요 빡아
2366,2023-04-28,tallulah_P0488,간호법이 업무침해 어쩌고 하기전에.. 의료법에서 의사지시 감독하에 어쩌구 좀 해결해봐요... 이것때문에 업무분담 개판되는거임... 의료법상 의사지시 감독하에 진료보조 이게 님들이 말하는 업무침해 범위 다 포함이에요 그래서 간호사고 조무사고 의료기사고 업무침해 다 당하는거임
2364,2023-04-28,CHE0NR0K_D4M,간호법 통과는 분명 기뻐할일이지만 사실 어떻게 얼마나 바뀔지 아직 시작도 안한데다 집권자가 요모냥이라 알수가없내요... ...별로 기대는 안 하고있습니다. 간호사 처우 개선에 신경 많이 써 주세요.
2363,2023-04-28,ijimin652589725,간호법 통과 지지합니다. 타직종 업무 빼앗고 싶은 생각 없습니다. 질 좋은 간호만 제공하고 싶습니다. . 652589725 1651798201245265920 1
2361,2023-04-28,KBSnews,간호법 통과 파업 예고에 복지부 긴급상황점검회의 관심 단계 발령 뉴스 . . . . 7663199
2360,2023-04-28,potootooto,간호법 일로 걍 못 박음. 의사라는 집단은 걍 검사급으로 취급해야함. 실제로도 사법 메디컬로 넘어갔으니 같은 위치겠지. 지들이 다른 사람보다 우월하다고 생각하는 인간들임. 지들 불리하면 소시민인척 하는데 얘기 듣다보면 걍 배부른 소리임. 실제로 어려운 사람은 엄살로 취급함.
2359,2023-04-28,parro_70,이재명 더불어민주당 대표가 국회 본회의에서 여야가 이견이 극명했던 간호법 의료법과 쌍특검 법안을 패스트트랙으로 지정한 것을 두고 사법정의와 법 앞의 평등을 향한 민주당의 노력은 앞으로도 계속될 것 이라고 밝혔다. 니 재판이나 잘 받으세요. 사법정의 법앞에평등 이따위소리 하기전에요 . 70 1651799199485394944 1
2358,2023-04-28,potootooto,교사는 교권 하락하다 못해 고소 당하느냐 마느냐로 살고 유치원 교사는 잠재적 범죄자로 취급받으며 간호사는 압도적 취직율 1위인 이유를 몸소 보여주는데... 모든 의사가 그러진 않겠지만 이번 닥터베르일 간호법 반대 보고 존나 정떨어짐
2357,2023-04-28,segyelocaltimes,간호법 통과 반발한 의사들 총파업 현실화하나 . . . 1065577425221098
2356,2023-04-28,geolae99503273,비꼬는 트윗 적을 시간에... 간호법 전문을 읽어보시는 것이 맞는 말 하는데 도움이 됩니다...
2353,2023-04-28,geolae99503273,간호사들은 간호 업무로도 벅찹니다 간호사 한 명당 담당하는 환자 수가 몇명인지는 알고 그런 말씀하시나요 간호법은 누군가의 권리를 빼앗고자 하는 법이 아니라 간호사가 좀 더 의료 환경에서 사람답게 일하고자 하는 법입니다
2352,2023-04-28,LibraryofSana,99503273 ..교수님이 알려주신 정보라...한번 더 여쭤볼게요 저번에 1234학년들 모아서 간호법 이야기 하셨는데 그렇게 들어서..교수는 거짓말 안할거라는 생각을 가진 죄를 지었으니 벌을 주고 왔어요 꼭 다시 여쭤볼게요
2351,2023-04-28,35z7FbIr9nVrYk4,간호법 통과에 대구의사회 의료계 갈등 조장 간호사단체는 환영 출처 뉴스1 네이버 뉴스 . 5 6 10 평 5평 가게 할거면 하지마 최소한 적십자 혈액원 크기 정도는 되야해 그리고 3급 소방안전관리자격증도 따고. 의료시설은 소방설치가 의무야. 1층이어야 하고 . 35 7 9 4 1651803145402728448 1
2350,2023-04-28,beautiful02_ut,홍근이 씨발 이렇게될 줄 알고 쌍특검 간호법 의료법 통과시켜준듯 박수쳐주자.....
2349,2023-04-28,geolae99503273,간호법에 명시된 간호사의 업무 범위는 현 의료법과 동일하므로 의료기사 등의 타직종의 업무가 포함되지 않습니다.. . 99503273 1651804924139937792 1
2348,2023-04-28,geolae99503273,간호법에 명시된 간호사의 업무 범위는 현 의료법과 동일합니다.. 님 교수님의 말씀과 님의 트윗대로면 의료기사는 지금도 자리가 없다는 말이 됩니다... . 99503273 1651805173914939392 1
2347,2023-04-28,suzikk_official,모빌리티 구 쌍용차 거래재개 첫날 박대표의 무료 카톡방 링크 . . 통화 슈퍼마리오 대통령 사실상 핵공유 간호법 그룹 . 1651805259906547712 1
2322,2023-04-28,3_jinnn657,각종 민생과 개혁 법안의 처리부터 윤석열 정권의 온갖 실정에 전방위적으로 대응하느라고 숨가쁘게 달려왔습니다. 어려움이 많은 과정이었지만 어제 본회의에서 양 특검법의 신속처리안건 지정과 간호법 등 민생법안 처리까지 해냈습니다.
2372,2023-04-28,happyeun1234,간호법 제정통과는 당연히 의료기사들에게는 불안할 수 밖에 없어요 안그래도 간호사와 업무가 겹치는 의료기사들도 입지싸움을 하고 있었는데 거기에 명분을 더한게 되니까요 그리고 간호조무사로도 말이 많은데 애초에 간호조무사는 간호사와는 다른 일을 하고있는 의료 직종이에요
2321,2023-04-28,Hebakrant,와 간호법 드디어
2319,2023-04-28,F_teatime78,저 말을 보니까 진짜 간호법 통과되었다고 단식씩이나 하는 의도가 더더욱 빤한 것 같음 진짜로 남이 정성들여서 차려놓은 밥상에 재뿌려서 깽값으로 자기들 밥상도 차려달란 태도잖아
2293,2023-04-28,serabee808,간호법에 뭐 그렇게 의사나 간호조무사의 무언가를 침해할만한 대단하고 거창한게 쓰였는것도 아님.. 솔직히 간호사인 내가 봤을 때는 특별할 거 없는 껍데기만 있는 법인데 그거를 두고 단식 투쟁을 한다드니 악법이니 하는 걸 보면 기가 차고 어이가 없어
2292,2023-04-28,pastparticiple3,다른 직역은 그들에 대한 법이 따로 없는데 간호법만 분리해서 나오는 것이 차별이라고 판단한 거 같습니다
2291,2023-04-28,gwaing_,이거 의료협회들이 간호법 반대하는 이유가 밥그릇 싸움이라 그럼 ... 우리도 초음파때문에 반대하는거일걸
2290,2023-04-28,mohwpr,조규홍 보건복지부장관 응급실 방문해 24시간 의료현장 점검 국민의 생명과 건강 최우선 환자 곁 지켜달라 요청 간호법 의결 후 응급의료 현장이 차질없이 운영되고 있는 지 점검 보건의료인 모두가 서로 신뢰하고 협력할 것을 당부 더보기 . 44 1 0 . 1651856928283430912 1
2289,2023-04-28,pingkan64325343,민주당의 다수의석으로 강행한 일방적인 입법 절차 국민은 바라보고 있다. 대통령은 거부권행사를 해야 한다. 간호법 통과에 의료단체 연대 총파업 선언 3년전 의료대란 악몽 재현되나 . . . 1228699
2288,2023-04-28,googyeo,그리고 간호법 말고 기존 의료법 보세요 제1장 제2조 5항 라목 간호사의 업무에 간호조무사에 대한 지도 권한을 명시해두었습니다. 병의원급에서 간호행위에 대한 지도권한 없는 의사들이 인건비 문제로 간호조무사 채용후 불법으로 간호사 업무를 수행하도록 해왔습다
2287,2023-04-28,googyeo,엄연히 간호사 업무범위 침탈이고 불법행위인데 15년도에 의료법 개정까지 해가며 의원급에 한해 의사 지도하에 간호사 업무 대체할 수 있도록 해줬죠 업무영역에 대한 침범을 누가 하고 있는건지 간호법이 간호조무사의 업무영역을 제한하는 것이 아니고
2285,2023-04-28,suin2010,간호법에 대해서 뭔가 말하고싶지만 공계니까 말하기도 그렇네 통과가 된점에서는 다행이다 생각하면서도 처우개선이 될지에 대해서도 의문이고 그렇다고 근본적으로 태움이 없어질지가 의문이긴하다
2284,2023-04-28,berryhunger,오늘 간호법 통과돼서 기분 좋았어 그래서 처음으로 에타에 글썼는데 핫게시물이 돼서 기분 더 좋아졌어 근데 댓글에서 싸워 싸우지마
2294,2023-04-28,serabee808,간호법에 뭐 그렇게 의사나 간호조무사의 무언가를 침해할만한 대단하고 거창한게 쓰였는것도 아님.. 솔직히 간호사인 내가 봤을 때는 특별할 거 없는 껍데기만 있는 법인데 그거를 두고 단신 투쟁을 한다드니 악법이니 하는 걸 보면 기가 차고 어이가 없어
2283,2023-04-28,Montana_SF2,어디서 보니 이번 간호법이 통과되면 의사들이 방사선사가 하던 일을 간호사 시키던게 양성화되니 반대한다고 하던데 법이 있든 없든 애초에 불법 아님
2280,2023-04-28,talktoyous2,간호법 통과된 건 좋은데 2년.. 에 다 할 수 있다구.. 진짜 2년동안 공부 외엔 암것도 못 할 것 같은디
2279,2023-04-28,bitterSweet__30,간호법 통과되서 기쁘다니까 조무사샘이 넌 조무사인데 그게 왜 좋냐고해서 음 ...전 조무사여도 간호사가 당연한 대우받는병원다니고싶은데요.
2278,2023-04-28,ABoCaDo_like,30 마자용 저두 아기 계획 없지만 육아휴직이 제대로 되는 회사 가고싶은 소망이... 뉴스보고 간호법 되어서 참 기쁘네요
2277,2023-04-28,cherry_sh_you,간호법 절대 필요함 이번에 실습나간 정신과 병동 환자 75명 이상인데 간호사 2명일함 거짓말같죠 이게 현실임
2276,2023-04-28,debremang,간호법 국회 통과된거 나보다 환자분 한명이 더 기뻐하시더라 나는 그냥 그렇던데 환자분이 간호사들의 권리를 위한 법이라며 열연하시네
2275,2023-04-28,Itsm2urdad,최연숙 의원님과 김예지 의원님을 지지합니다. 소신을 지키는 의원님의 소리 높은 얘기를 들어야 나라를 바꿀 수 있습니다. 현실을 무시하고 밥그릇을 지키려는 기득권의 권익을 보호하려던 당론이면 거부해도 됩니다. 아니 거부해야 합니다. 간호법 본회 통과를 축하합니다. . . . 056 0011474906
2274,2023-04-28,kbw1127,국회 통과한 간호법 면허취소법 어떤 내용 담겼나 청년의사 . . . . 3005369 님이 씀
2273,2023-04-28,komspring,존재감 희미해진 국힘 고비마다 윤에게 기대는 무력감 양곡관리법 이어 간호법까지 윤에게 거부권 행사 요청 정부 부담 덜어줘야 할 여당이 정부에 공 넘겨 절박함 부족 지적도 . . 7 4 2 88 2 8 0 88 95 98 9 0 3 0 9 84 7 88 8 4 5 0 9 8 80 86 5 0 9 97 90 2 8 8 0 8 80 0 88 0 95 95 8 6 80 1 1 7 80 0 81 1 34 58 83 4494 2 8511 7 1 65 23 35
2272,2023-04-28,sunnews1,간호법 의료법 국회 본회의 통과...50억 클럽 김건희 여사 쌍특검법은 패스트트랙 지정 . . . . 87408
2281,2023-04-28,tofunnying,이재명 간호법은 윤 공약 거부권 행사 압박 . 6 1
2295,2023-04-28,Heathen49,저들에게 피해가 되는 간호법이 무엇이길래 저러는 건가 싶네. 그거부터 얘기해봐
2296,2023-04-28,didntplanit,다들 간호법 완전 제정까지 대통령이 거부권 행사하지 못하게 지켜봐주시고 같은날 민주당이 여러 민생 법안을 통과시켰다고 하니 국회에 많은 관심 가져주세요 . 1651852173523980289 1
2297,2023-04-28,pisces0925,1514 공약집에 간호법 내용 없대 이거 사기꾼이네 그리고 죄 없으면 수사받으라면서 왜 니네 당대표는 기를 쓰고 보호하냐 체포동의안 왜 부결시킴 니 말은 처음부터 끝까지 맞는게 하나도 없어
2318,2023-04-28,mimidc826,1514 간호법이 공약에 없는데 이 사기꾼집단아 누가 보면 윤카 위해 한다고 생각하겠구나 사기가 기본인 민주참칭 돈봉투당 . 826 1651836160841498626 1
2317,2023-04-28,evillees,응급구조사 이해가 안되는게.. 내과병동 있을 당시에 응급실 콜하면 남응구사 올라와서 나 남자 껴주고 제모도 해주고.... 그랬음 이게 원래 응구사 일이고 당연한건가.... 이런거 개선하자는게 간호법 아닌가..
2316,2023-04-28,mimidc826,1514 윤카 공약집에 간호법이 없는데 사기꾼아 민주사기 돈봉투당 . 826 1651836576551563264 1
2315,2023-04-28,YONGD77DRAGON,오늘은 충무공 이순신 탄신일 인데 그 당연한 간호법 통과 했다고 이재명이 충무공 된다고 생각하는 건 아니겠지 그놈의 택일 스타정치 좀 작작합시다.
2314,2023-04-28,bunnylyxx,이거 때문에 간호사 선생님들 쉬는 날에 간호법 제정 시위하고 존나 고생 중 친구들도 쉬는 날인데 왕복 8시간 차타고 서울까지와서 시위함 아오
2313,2023-04-28,dltpwls826,간호애들 공부량 장난아니게 늘겠네 누가 트위터에 간호법 초음파 안한다 훼이크 쳤냐
2312,2023-04-28,mimidc826,민주참칭 돈봉투 사기당 간호법이 윤카공약이라고 사기치네 막말로 윤카공약이라 사기치면서 니네가 왜 통과 못시켜서 난리야 간호사들한테 표 받으니 뵈는게 없니 . 826 1651837104165634060 1
2311,2023-04-28,sHInOf2gTbBKTxV,배화교 유대인 자본 제약 의료보험 금융 이 공공보건기관은 이미 다 잡아먹었는데 간호법 의료파업으로 민간의료까지 장악하게 되면 당신의 몸은 더이상 니 것이 아니고 아들 딸은 네 권한이 아니다. 인간의 장기와 혈액은 공공의 재산으로 관리될 것이다. . 2 1651838009350983682 1
2310,2023-04-28,Mng_10,간호법이 제정되면 간호사가 병원을 개원해서 단독으로 진료를 할 수 있다는 뻥을 의사들이 치고있다 내 주위에도 의사가 많지만 정말 개뻥좀 치지 말자
2309,2023-04-28,gimjieu74474368,1843 1514 간호법자체를 반대하는게 아닙니다. 내용을 아시나요 그래서 중재안으냈지만 야당이 받지않았지요.
2308,2023-04-28,tkstoqofldk,간호법 통과한거땜에 간호사회의에서 부장님이 1시간 연설하셔서 지금 퇴근 십알...
2307,2023-04-28,inmang_9XX,인용 간호법 왜 통과시키는 애들은 진료 받지말고 알아서 뒤지셈
2306,2023-04-28,ycass54,임기 마친 박홍근 400일간 윤정권 전방위 실정 대응...쌍특검 간호법 매듭지어 다행 . 4 8 출처
2305,2023-04-28,alive_insight,해외연예 이재명 간호법은 윤 공약 거부권 행사 압박 보러 가기 . 6
2304,2023-04-28,yamatetan1g,간호악법 타령하는 의료기사들은 간호법으로 대체 뭐가 침탈당했는지부터 본인들끼리 상의나좀 하고오세요
2303,2023-04-28,ryl0225,근데 간호법에 의사들이랑 왜저렇게 게거품 물고 지랄하는거임 의사면허는 시바 정도넘어서는 범법했으면 좀 스스로 의사관둬라
2302,2023-04-28,redninga77,윤 대통령 약속 에 거부권 국힘 간호법은 대선공약 아냐 언론사 뷰 . . 20230425180610921 여당 거부권 행사 건의 결정... 공약 번복 선 그었지만 이준석 전대표 공약 위키에 있었다
2301,2023-04-28,4793auto,고정애의 시시각각 민주당이 부끄럽습니다 중앙일보 . . . 25158663 자신들이 여당일 땐 통과시킬 생각조차 않다가 일방의 이익만을 반영한 법안을 표를 바라며 줄줄이 처리. 양곡관리법이 그렇고 간호법 의료법 방송법이 통과되면 해당 부문은 갈등의 소용돌이로 빠져들 게 뻔하다.
2300,2023-04-28,originaban,간호법 제정되고 처우개선되면 같이 일하는 지들한테도 플러슨데
2299,2023-04-28,didntplanit,다들 간호법 완정 제정까지 대통령이 거부권 행사하지 못하게 지켜봐주시고 같은날 민주당이 여러 민생 법안을 통과시켰다고 하니 국회에 많은 관심 가져주세요 . 1651851780966453248 1
2298,2023-04-28,pisces0925,1514 심지어 간호법 없다네 뭐 이런게 다 있지 사기꾼이네 이거
2320,2023-04-28,F_teatime78,간호법에 대해서 의사들도 똑같이 이해당사자로 보는 시선 자체가 너무 간호사의 업무가 개별적 전문영역이 아니라 의사의 보조로 보는 것 같아서 웃기는...
2474,2023-04-28,ladolce1235,이제 갓 제정한 만큼 앞으로 넘어야 할 고비가 많습니다. 당장 대통령이 거부권을 행사하는 경우도 염두에 둬야하고 법이 현장에 뿌리내릴 수 있도록 각종 시행령과 개정안을 보탤 수 있도록 노력도 해야합니다. 간호법 제정을 축하합니다. . . . 1089778.
2373,2023-04-28,happyeun1234,원래 법이라는게 아 다르고 어 다르다고 처벌받지 않는게 아니라 자신들이 하여도 법적 태두리에서 가능하다는 말이 되니까 문제가 되었었어요 문제가 되어서 조항을 바꿨다고 들은것같기도 한데 간호법은 단독법이기 때문에 말하나쯤 더 넣고 빼는건 쉬워져서 걱정하고 있는거예요
2375,2023-04-28,Pop195732,간호법 제12조를 읽어보니 단독개원이 가능하다고 해석할 수 있는 내용은 아예 찾아볼 수가 없다. 단독개원을 도대체 어떻게 도출했는지 의심이 될 지경이네..
2446,2023-04-28,SanaLOBLOR,간호법 통과 때문에 의료기사 전공이신분들이 이러고있음 왜냐면 이제 취업 좆됬거든 . 1651772175328890880 1
2445,2023-04-28,_aftershock9,간호법 통과 됏으묜 의사 총파업 들어감 걍 굶어 죽엇으묜 간호사들도 파업하면 안되낭....
2444,2023-04-28,SunDuBu_3275,간호법.... 취지는 좋은데 다른 의료기사들 업무영역 침범만 안한다면... 반대는 안하겠는데 민원 넣어서 채용공고 수정된 곳 몇군데 봣는데 이미....그래서 지금 임병 면허 살려만 두고 나중에 건보공단이나 이런데 들어갈때만 쓰고 다른 일자리 알아봐야하나 심하게 고민중
2443,2023-04-28,baba_N_baba,간호법 통과 좋겠담...난 우리 과 왜왔지 잉 .나두 간호학과나 갈 걸 괜히 사명감 못버려서는 . 1651773131768598534 1
2442,2023-04-28,Dgureee,간호법 시발 뭐하노
2441,2023-04-28,paalani9325,간호법 제정되면 임상병리사는 채혈실이고 생검이고 아무것도 못한다는 걸 이제서야 알았네
2440,2023-04-28,anthony_kim_k,연합뉴스 그래픽 4 27 목요일 1. 한미동맹 70주년 기념 한미정상 공동성명 주요 내용 2. 미국 경제성장률 추이 3. 간호법 제정안 의료법 개정안 국회 본회의 통과 4. 주요 금융지주 실적 현황 링크 . . . . 1651773481242210305 1 . 1651773481242210305 1 . 1651773481242210305 1 . 1651773481242210305 1
2439,2023-04-28,LibraryofSana,간호법 통과 됫으니까 이제 그쪽들이 임병과 물치과 해줘 난 집에서 과자나 뜯을게 . 1651773542479052800 1
2438,2023-04-28,Tesla159,김정은 옆 부동자세 문재인 윤석열 대통령에 질투 폭발 경희대 법대 후배가 백악관 앞 반윤 시위 윤석열 대통령 간호법 거부권 확실 의사 간호조무사 단체 민주당 박살 파업 홍철기 . 159 1651773894821564417 1
2447,2023-04-28,mohwpr,의료현장 혼란 최소화를 위한 제1차 긴급상황점검회의 개최 간호법 의결 후 의료현장 상황 관련 보건의료 재난위기 관심 단계 발령 긴급상황점검반 구성해 대응방안 논의 보건의료단체 파업 휴진 대비한 상황 관리와 진료대책 점검 더보기 . 3 . 1651772127249580034 1
2437,2023-04-28,hooo0714,의사들 왤케 꼴값심함 콜온아 한창일때였는데도 공공의료시설 늘리는거 반대라고 의료현장 아수라장 되든말든 드러눕더니 이번엔 간호법 통과에 드러눕고 뭐하세요
2435,2023-04-28,h0t_dd,간호법 간호사 말고 누가 좋아하는데 .. 일반인들도 간호사만 알지 나머지는 머... 아세요
2434,2023-04-28,liiih_a,간호법 통과됐는데 그럼 임병 간조 일자리는 뭐 어떡하나요 니들이 그동안 우리업무를 다 뺏어가셨던거에요
2433,2023-04-28,fefeTheWoolf,이재명 당대표 어제 본회의에서는 우리 사회의 오랜 숙제였던 의료법 그리고 간호법도 처리되었습니다. 특히 간호법은 윤 대통령의 대선 공약입니다. 국민과 했던 약속을 파기하지 않으실 것으로 믿습니다. 즉각 법률을 공포하기를 바랍니다. . 1651775490183798784 1
2432,2023-04-28,ArkDocNa,간호법... 임상병리 업무 침해 한다니 뭐니 말 많길래 . 1651775495183147009 1
2431,2023-04-28,pdr_dh,간호법 반대하는 사람들 그냥 간호사들은 정치 그런거 상관없이 내가 감당할수 있는 만큼 환자 보고 싶은거에요 나한테 시간은 한정 되어있고 환자에게 해줘야할 간호는 많고 그럼 간호사들이 다른거 아니라 본인에게 해줘야할것들 화장실 밥을 포기해요
2430,2023-04-28,qkrqhrms102,쌍특검 간호법 매듭짓고 떠나 다행 박홍근 원내대표 마지막 인사 윤석열 정권 폭정에 맞서 끝까지 힘 보탤 것 . 7 출처
2429,2023-04-28,quok_inNA,원내대표직수행 잘 하고싶으면 간호법 기권부터 설명해야할거다
2428,2023-04-28,h0t_dd,간호법 통과하면 나도 걍 간호사 하지 여기 왜 옴 씨발아 배우는 거 똑같은데
2427,2023-04-28,nyuseusogbo1,속보 간호법 여 불참 속 국회 본회의 통과 . 9 3
2436,2023-04-28,liiih_a,와 간호법 제정된거 꼬와하는 사람이 왤케 많지 니들이 간호사 대신 그만큼 공부하고 실습시간 채우고 면허따고 3교대 듀티 돌으시던가요
2448,2023-04-28,JungenWerther00,포토 박홍근 원내대표 임기 마지막 날 양특검법 간호법 매듭지어 다행 아시아경제 언론사 뷰 . . 20230428111241303
2449,2023-04-28,luna_lucirj,알고 비난하나 국힘이 정상적인당이면모를까 정상인이 몇있나 나라꼴만해도 알만하지않나 그런데 국힘올려치는새끼들 간호법이 뭔지도 잘모르면서 쉴드치느라 바쁘네 언제부터 국짐이 말이통하는상대였나 국민들말 개무시하는놈들인데 본회의 통과한것뿐인데 발작하는 새끼들 많네
2450,2023-04-28,_zer0u,간호법 통과된거 되게 부정적으로 보는 사람들이 많네 혹시 조무사 본인
2472,2023-04-28,LibraryofSana,간호법 통과 되서 임병과 까지 손 뻗으면 이거 다 소화할수 있겠음 6년제도 아니고 10년제 가야됨 아 물리치료까지 합치면 14년제인가 간호사분들의 노고는 이해못할정도로 크고 의사들이 개지랄 하는건 잘 알고 있습니다 내용도 거의 다 맞는 내용이지만 의료기사들 일 뺏지 마세요 . 1651766065851166721 1
2470,2023-04-28,icaruswks,간호법 제정되면 뭐 간조법이니 응급구조사법이니 제정해야한다 어쩐다 하는데 하세요 븅신들아.. 병원체제 유지고 어쩌고.. 간호사 갈아서 빈틈 메꿔왓던걸 뭐 자랑이라고 나불대는지 모르겠음 나는..
2469,2023-04-28,Bae___aM,간호법 통과됏네 인알에 뭔 내용을 봣는데 병원이 전문인들만 모인 곳이고... 다 동등한 위치긴 할 텐데 동등한 위치라도 각자 역할이 잇는 거 아님.. 왜 동등한 위치에 누구의 지시를 따르냐 하는데 아무래도 의사가 조금 더 의학적으로 전문적이니 지시를 하는 거 아니겟음...
2468,2023-04-28,Garam0902,간호법 통과 됐다는데 다른 의료인들 일자리만 안 뺏으면 난 찬성함 간호사는 업무 범위 늘어서 힘들고 임상병리사나 방사선사도 일자리가 줄어들면 모두에게 피해가 가는데 이왕 통과된 거 모두가 행복한 결과가 되면 좋겠다. 동화 같은 이야기일지라도 모두가 행복하면 좋겠다.
2467,2023-04-28,sunacho5,간호법은 진작에 통과시켰어야 했던법이다. 의사들이 간호사들에게 자기의사일을 시키고 월급은 작게주려는 기득권세력들 문제임
2466,2023-04-28,daizayaheeeeyop,...간호법 통과됐네....하...병원에 의사랑 간호사만 있는게 아니지요
2465,2023-04-28,Bae___aM,간호사들만 좋지...남들 눈엔 의사 밥그릇 싸움으로 보일 거고 아 교수님이 간호법 이거 한의사들은 좋아해서 한의사들만 찬성햇다 들엇음 간호사가 의사랑 비슷해지면 의료기계라 해야하나 그런 걸 병원에 둘 수 잇어서
2464,2023-04-28,bandalmasda,시민언론 민들레 간호법 국회통과 의료서비스 확대 길 열리나 국민의힘 반대 속 민주당 단독으로 국회 통과 의협 등 의사단체 반대 입장 진료거부 예고 다수 국민 간호사 의사 수 늘리고 서비스 확대 여당은 윤석열 대통령에 거부권 행사 건의하기로 . 1651767674626777088 1
2463,2023-04-28,kongduyou,의료기사들은 간호법애 대해서 대체 뭘 오해하고 있는거임 의사잡이랑 의료기사잡 안하고 싶어서 자기 일만 하자고 법제화하는게 지금 간호법인데 뭐 단체로 위에서 지령이라도 내려옴 그렇지 않고서야 단체로 이상한 말 할 수 있을리가 없음
2462,2023-04-28,kongduyou,나도 의료기사 목표로 하던 사람으로써 각자 단독법에 대해서 많이 조사했었는데 간호법은 선례가 되어서 각각 의료기사 단독법을 만들 수 있는 기틀이 되어주는거임 다들 말같지도 않은 소리 하고 있어서 당황 법 제대로 읽고 깠으면 좋겠는데 허
2461,2023-04-28,etodaynews,오전 주요 뉴스 4월 28일 간호법 통과 대통령 거부권에 주목 . . . 2244731 윤석열 대통령 연설에 미 기립박수 . . . 2244861 강남 납치 살인 사건 일당 재판행 . . . 2244873 외교부 워싱턴선언 중국에 사전설명 안했다 . . . 2244835 . 1651768988043706368 1
2460,2023-04-28,_BAMGO_,간호법 절대 통과야
2459,2023-04-28,luna_lucirj,간호법 통과시킨게 어떤뜻인줄은 알고 비난하나 국힘이 정상적인당이면 모를까 저기 정상인이 몇있나 나라꼴만해도 알만하지않나 그런데 국힘올려치는새끼들 법 통과시킨 뭔지도 잘모르면서 쉴드치느라 바쁘네
2458,2023-04-28,BabjoCbangse,최연숙 의원 당신은 기회주의자야. 그러고도 국힘에 남아있는 당신은 실제 속때깔은 그냥 이기주의자야. 간호법 투표 앞두고 혼자 남은 최연숙 의원 . . . 82810098
