,작성일,작성자,제목,내용
289,2019-08-26,UC02QEY0SPjAtOM8C4XBaG3g,"청년정책, 청년이 만들겠습니다!",청년정책 청년이 만들겠습니다 안양시는 지역문화 리더인 청년들과 함께 더 나은 미래를 그리며 성장 방안을 모색하는데 지원을 아끼지 않고 있습니다. 특히 청년들이 당면한 문제를 인식하고 열악한 환경을 개선하는 과정에 청년들이 함께 할 수 있도록 연결고리를 만들어가고 있는데요. 그 일환으로 진행된 청년단체 역량강화 워크숍 현장을 다녀왔습니다. 관련 소식 전해드립니다. 안양시는 청년들이 만들어가는 청년정책을 목표로 청년단체 발굴 및 활성화를 위한 지원을 이어가고 있습니다. 지난 주말 블루몬테 연수원에서는 관내 활동 청년단체 및 예비청년단체 소속 회원 40여명을 대상으로 한 청년단체 역량강화 워크숍 이 열렸습니다. 이틀에 걸쳐 진행된 워크숍에서는 청년단체 역량강화와 네트워킹을 목적으로 멘토와 함께하는 과 특강 등이 진행됐습니다. 편안한 분위기에서 멘토와 청년들이 자유롭게 이야기를 나누는 . 청년들은 미래 유망직종과 4차 산업혁명에 필요한 마케팅 빅데이터 활용방법 등 다양한 주제로 이야기를 이어갑니다. 특히 이번 워크숍에서 대한민국 대표 꿈쟁이 김수영 작가가 청년들을 만나 슬기로운 감정생활 을 주제로 토크콘서트를 진행한 가운데 청년들은 스스로의 내면을 들여다볼 수 있는 시간을 가졌습니다. 안양시는 청년이 찾아오는 도시를 만들기 위해 청년활동 활성화에 아낌없는 지원을 이어가는 한편 지역사회 및 청년정책 발전에 귀감이 되는 청년들을 추천받아 안양시 청년상 을 시상할 계획입니다. 봉사 효행 근로 청년 기업가 등 7개 부문으로 구분해 이달 30일 까지 후보자를 추천받으며 부문별 1명을 선발하게 됩니다. 자세한 사항은 안양시 홈페이지를 통해 확인하실 수 있으며 사회에 모범이 되는 청년들이 선발될 수 있도록 많은 관심과 추천바랍니다. 청년정책 청년 청년이살고싶은도시안양
288,2019-09-22,UCPpX087zizqPD_vndTCBiYg,황동현의 시선집중 190923 1부_장초롱R(서울시와 광주시의 청년정책 비교 분석)/김성수의 문화읽기(연세대학교 교수 발언 논란),광주 라디오
287,2019-10-06,UCEsWtfVdAK8soPcDuVqu58g,청년들이 직접 제안하는 '청년 정책'  [포커스인] 191006,주제 청년들이 직접 제안하는 청년 정책 출연자 진형익 경남청년네트워크 위원장 장종하 경상남도의회 의원 지상록 창원시의회 의원 대담 청년이 직접 제안한 9가지 정책 청년들이 말하는 청년 문제는 무엇인가 홈페이지 . . 페이스북 . . 인스타그램 . .
286,2019-10-15,UCS5ANGu3CmvAEw8KJuqXZaw,완주가 궁금해? 완주군 유튜브 '완주군 YOU TV'가 있잖아~(청년정책),귀농귀촌의 일번지 완주 특히 청년들이 가장 귀촌하고 싶은 곳 완주군 청년 를 통해 청년네트워크단을 운영하는 등 다양한 정책 제안을 통해 다함께 열어가는 완주를 만들어가고 있습니다.
285,2019-10-22,UCfjrVFRB_mTNU8iFtD7yAnA,[생] 박원순 서울시장 '서울시 청년정책' 기자간담회,박원순 청년정책 청년수당 오늘 박원순 서울시장이 서울시 청년정책 관련 기자 간담회를 진행했습니다. 서울시 청년수당 등 다양한 이야기를 담았습니다.
284,2019-10-23,UCcgeHR34Rr17yaoaqD0jR2A,젊은 청년의 목소리를 직접 담은 청년정책 | 버터나이프크루 김민정 | #97번째 희망고백러 | 희망고백:100그라운드,달라진 세상 변화하는 사회 그리고 그 변화의 흐름을 만드는 청년을 돕기 위한 청년정책추진단 버터나이프크루 김민정 희망고백 100그라운드 캠페인 . 서로 다른 배경을 가진 우리 당신의 고백을 들려주세요. . 희망고백 100그라운드 는 여성가족부 우리의 삶을 바꾸는 시작 다름의 존중 캠페인의 일환으로 우리 사회 속에서 다양한 배경을 가지고 당당하게 살아가는 국민 100인의 희망고백 릴레이 영상 제작 프로젝트입니다. . 19년 4월부터 약 6개월에 걸쳐 국민 100인의 릴레이 인터뷰가 100개의 영상으로 제작되어 매주 여성가족부 공식 채널을 통해 공개될 예정입니다. . 희망고백 정기구독 신청하기 . 100 캠페인 사이트 바로가기 . . . 100 더 많은 이야기를 만나고 싶다면 여성가족부 유튜브 채널을 구독해주세요 여성가족부 유튜브 . . 여성가족부 홈페이지 . . . 여성가족부 페이스북 . . 여성가족부 블로그 . . 여성가족부 트위터 .
283,2019-10-27,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년수다] 구해줘! 청년정책(feat. 서울시일자리카페)_오프라인청년센터_패러디,예능 구해줘 홈즈 의 뒤를 이을 구해줘 청년정책 청년들의 고민을 청년정책으로 해결해드립니다 이번에 만난 의뢰인의 고민은 취업 상담부터 스터디룸 무료 대여까지 가능한 곳이 필요해요 이 모든 게 갖춰진 곳이 바로 오프라인 청년센터 그 중에서도 서울 중구에 위치한 서울시 일자리카페를 소개해드렸는데요 속 시원한 청년고민해결 현장 지금 바로 확인해보시죠 온라인청년센터 . . . 청년수다 인스타그램 . . . . 0 기타 효과음 데이드림사운드 . .
282,2019-10-28,UCgciFvhDgtOBu6ieoE9zdhg,[공감전북]오퀴도퀴-오케이 도민퀴즈왕 #청년정책 #대학생 #전북대 #전주대 #퀴즈,전라북도 인터넷 방송국
281,2019-10-30,UC_fFLoUU8NzaZ0G7jlE1DQA,"[채니X청년정책] 청년내일채움공제, 손글씨로 알려드림~",채니 청년정책 사각사각 예쁜 손글씨와 손그림으로 청년내일채움공제 를 정리해봤음 청년내일채움공제 . . .
280,2019-10-30,UC_fFLoUU8NzaZ0G7jlE1DQA,"[채니X청년정책] 청년구직활동지원금, 손글씨로 알려드림~",채니 청년정책 사각사각 예쁜 손글씨로 청년구직활동지원금 을 정리해봤음 온라인청년센터 . 2 4
279,2019-11-02,UCsVjEtdviNb-iTtz5tYqHiA,"수원시, 청년정책 의견수렴",수원시는 지난 1일 시청 중 회의실에서 청년정책위원회 하반기 정기회의를 개최했다. 이날 회의에서는 올해 청년정책의 주요 성과를 확인하고 내년도 주요 업무계획에 대한 심의와 위원들의 의견 수렴이 진행됐다. 수원시는 올해 시민과 함께 만드는 청년도시 희망 수원 을 목표로 청년 다움 발돋움 비움 채움 즐거움 등 4대 추진전략에 따라 청년정책을 추진하기로 했다. 청년 다움 사업은 스터디와 소모임 등을 위해 무료로 공간을 대여해주는 청년 바람 지대를 1만여 명이 이용했으며 면접정장을 대여해주는 청나래는 1천 명의 청년이 활용했다. 청년의 미래를 지원하는 발돋움 은 취업준비생에게 교통카드를 지원하는 청 카드 사업으로 650여 명이 지원을 받았고 청년학교와 클라우드 등 진로설계 및 취업 매칭 프로그램도 활발하게 이용된 것으로 조사됐다. 생활과 주거 안정을 지원하는 비움 채움 사업은 3만 6000여 명에게 청년 기본소득을 지급했으며 소통 프로그램 즐거움 을 통해서는 지난 9월 한 중 청년포럼이 진행됐고 청년 네트워크와 온라인 플랫폼 활성화 등의 성과를 올렸다.
278,2019-11-07,UCa4wqP-ZqiP-hsY1PG3pfBw,[7시오늘제주 / 191106 짤막대담] 전국 청년정책 네트워크 박경호 운영위원,많은 제주 청년들이 고향을 등지고 있는데요. 가장 큰 이유는 제주 지역 취업환경이 그리 녹록치 않기 때문입니다. 제주도가 지원 정책을 내놓고 있지만 실효성은 높지 않습니다. 이런 현실에서 최근 청년들이 주도해 고민과 의견을 나누는 행사를 진행했는데요. 이와 관련해 전국청년정책네트워크 박경호 운영위원 모셔 이야기 나눴습니다.
277,2019-11-07,UC_fFLoUU8NzaZ0G7jlE1DQA,[채니X청년정책] 예쁜 손글씨로 보는 취업성공패키지,귀염뽀짝한 손글씨와 손그림으로 2019년 취업성공패키지 를 정리해봤음
276,2019-11-12,UCruMg9WLqRVLVnUWOBt2W7w,강성범의 정책점검반 1회 / 안양시 청년정책,안양시 정책의 현주소를 낱낱이 파헤치는 강성범의 정책점검반 청년이 찾아오는 도시 안양 이라는 슬로건 아래 다양한 정책을 발표하고 있는 안양시 안양 청년정책의 모든 것 정책점검반이 팩트 체크합니다
275,2019-11-12,UCsVjEtdviNb-iTtz5tYqHiA,"포천시, 청년 정책을 통한 미래 설계 추진",포천시 시장 박윤국 가 향후 5년간 포천시 청년 정책의 기본방향을 세우기 위한 청년 정책 기본계획 용역 중간보고회 를 개최했다. 시는 지난 12일 이계삼 부시장의 주재로 시의회 의원과 관계 부서장 청년 정책 위원 등 20여 명이 참석한 가운데 용역 중간보고를 청취하고 청년 정책의 현실과 문제점 추진 방향에 대해 논의했다 지난 9월 4일 개최된 착수보고회에 이어 용역을 맡은 에스 기획은 국내외 사례분석 경기도 및 포천시 청년현황 분석 청년 설문조사 분석 등 지금까지 추진된 연구용역 결과들을 보고했다. 이날 이계삼 부시장은 국내외 사례를 면밀히 분석하고 청년들이 원하는 것과 시가 청년에게 바라는 것을 파악 우리 시에 접목할 수 있는 사업들을 발굴해야 한다 라며 이를 위해 청년 정책 팀이 총괄 부서 역할을 잘 수행해 주기 바라며 부서별로 청년 관련 사업을 긴밀하게 연계 추진해야 청년 정책의 발전을 기대할 수 있을 것 이라고 밝혔다.
274,2019-11-12,UCzb4UwTNHh9QWcfLAk8tpbQ,[허심탄회]9화-‘공부·취업·연애’ 다해야 하는 2030! 청년들이 말하는 꼭 필요한 청년정책!,저출산고령사회위원회의 보고 자료 2050년 한국 인구 피라미드 에 따르면 65세 이상 노인이 39.8 14세 이하 유소년은 8.9 에 불과한 모습입니다. 올해 175만 명인 80세 이상 인구가 745만 명으로 늘어나는 동안 20세 이하 인구는 300만 명 이상 감소해 617만 명으로 줄어듭니다. 이 같은 변화에 의해 경제 활력이 떨어지고 소비 트렌드가 변화 하는 등 사회 경제적 위기 또한 불가피하다는 전망입니다. 경제활동 및 출산 등 핵심 시기에 놓인 2030에 대한 복지 정책이 여느때보다 중요합니다. 광주전남 역시 유 소년층 이탈 및 고령화로 인해 지역의 청년들을 위한 복지 정책이 다수 있습니다. 오늘은 이 광주전남 청년정책에 대한 이야기를 나눠보겠습니다. . 광주전남의 대표적인 청년정책을 알고 있나요 . 광주광역시의 주요 청년 정책은 창업 취업 주거 및 생활 세가지로 나누어볼 수 있는데 광주에서 특히 중요하다고 생각하는 부분은 . 타 시 도에서 볼 수 없는 광주만의 일자리 및 청년 정책은 . 청년정책 중에 가장 주목을 받고 있는 것은 서울시의 청년수당 입니다. 이에 대한 찬반논란이 있는데 여러분은 이 정책에 대해 어떻게 생각하나요 광주시에 이 정책을 도입하면 어떤효과가 있을까요 . 허심탄회 마지막 방송인데 소감은 광희 전남대학교 학생들이 만든 역사 콘텐츠 제작 동아리로 광주의 희망 을 뜻합니다. 출연 교육담당 김선찬 리포터 이수민 막내 김소연 팟빵 전남일보 팟캐스트 . . 1769503 이 사업은 지역신문발전기금을 지원받았습니다 청년정책 대학생 광희
270,2019-11-18,UC_fFLoUU8NzaZ0G7jlE1DQA,[채니X청년정책] 예쁜 손글씨로 보는 내일배움카드,귀염뽀짝한 손글씨와 손그림으로 2019년 내일배움카드 를 정리해봤음 내일배움카드 신청 . . . 직업훈련포털
273,2019-11-18,UCYVQbPlvL3Hk-kFL2DHH8bA,[송파] '주도적 청년정책 개발'…첫 청년대토론회 개최,앵커멘트 송파구에서 생활하는 청년들이 한자리에 모였습니다. 일자리와 주거 등 청년 문제를 공유하고 해결책을 찾기 위해섭니다. 어떤 얘기가 오갔는지 태윤형 기자가 송파 청년토론회에 다녀왔습니다. 청년들이 한자리에 모여 각자의 고민을 털어놓습니다. 취업난을 호소하는 청년부터 인터뷰 김한나 송파 청년대토론회 참가자 취업을 하고 있지만 일자리가 만족되지 못한 상태에서 이직 하거나 나한테 맞는 일자리를 고를 수 있는 조건이 한정돼 있는 것 같아요. 주거 마련을 위한 대출 규제 완화가 필요하다는 청년까지 인터뷰 정희주 송파 청년대토론회 참가자 풍납동에서 와이프와 공인중개사를 하고 있거든요. 청년들의 대출 문제에 관한 이야기를 많이 듣거든요. 아니면 중소기업 청년대출. 그런데 너무 규제가 강하다 보니까 . 송파구 생활권 청년들이 청년 문제를 공유하고 해결점을 찾기 위해 머리를 맞댔습니다. 송파구가 나서 마련한 대규모 청년토론회는 이번이 처음입니다. 참가자 200명은 일자리와 주거 등 사전 간담회를 거쳐 발굴한 의제를 중점으로 토론을 이어갔습니다. 인터뷰 방진수 송파 청년대토론회 참가자 처음 만나는 사람도 많은데도 그동안 가지고 있었던 문제점을 자유롭게 이야기할 수 있는 장이 되니까 또 해결방안도 찾게 돼서 좋습니다. 이번 토론회는 지난 4월 제정된 송파 청년정책 기본조례안에 따라 마련됐습니다. 송파 청년네트워크를 결성하고 토론회를 거쳐 청년들이 주도적으로 정책 개발에 나서는 게 조례의 주요 골자입니다. 그동안 소외됐던 청년 문제를 둘러보고 정책을 발굴하기 위한 자리라는 점에서 송파구가 거는 기대는 큽니다. 인터뷰 박성수 송파구청장 이번 토론회를 통해서 청년들이 적극적으로 목소리를 냈습니다. 일자리는 물론 문화와 주거 등 사회 각 분야에서 말뿐이 아닌 실효성 있는 해결방안이 나올 수 있을 것이라 기대합니다. 토론에서 나온 의견들은 우선순위에 따라 송파 청년네트워크의 추가 논의를 거쳐 내년 3월 구체화될 전망입니다. 딜라이브 서울경기케이블 태윤형입니다. 송파청년토론회 송파청년네트워크 딜라이브 딜라이브서울경기케이블 태윤형
272,2019-11-18,UCJPKwEaRF5KTaHp2FPnQBvQ,[청년정책]에브리타임 고민 폭주_대학일자리센터 체험 리뷰,나 4학년인데 요즘 내 동년배들 싹다 대학일자리센터 상담 받는다 취업 고민 진로 고민 있는 사람들 . 전문적인 진로상담과 취업상담은 물론 구직활동에 필요한 심화 프로그램까지 운영하는 유용한 기관이 대학교 내에 있다는데... 우리 함께 대학일자리센터 로 가볼까 온라인청년센터 . . . 청년수다 인스타그램 . .
268,2019-11-19,UCzb4UwTNHh9QWcfLAk8tpbQ,모르면 손해! 광주 전남 청년들을 위한 청년정책을 소개합니다!,경제활동 및 출산 등 핵심 시기에 놓인 2030에 대한 복지 정책이 여느때보다 중요하죠 광주전남 역시 유 소년층 이탈 및 고령화를 막기 위한 정책이 다수 있습니다. 오늘은 이 광주전남 청년정책에 대한 이야기를 나눠봅니다. . 광주전남의 대표적인 청년정책을 알고 있나요 . 광주형 일자리 에 대한 생각은 광희 전남대학교 학생들이 만든 역사 콘텐츠 제작 동아리로 광주의 희망 을 뜻합니다. 출연 교육담당 김선찬 리포터 이수민 막내 김소연 팟빵 전남일보 팟캐스트 . . 1769503 이 사업은 지역신문발전기금을 지원받았습니다
269,2019-11-19,UC8F1gvPqfB1YqP4LW5XLsXA,황교안대표 자유한국당 청년정책 청년비전 반응 냉랭 국회 정부 국민의소리TV 피폴TV,19일 황교안 자유한국당 대표가 청년들을 불러모아놓고 청년비전을 발표했다. 청년 정책도 발표하고 청년 얘기도 듣겠다고 만든 자리인데 당사자인 청년들의 반응은 차가웠다. 이 자리에는 한국당이 사전 공모를 통해 선정한 20 30대 청년 30명의 청년 공감단 이 참석했다. 발언권을 얻은 청년 10여 명은 전 전 정부 정책 답습 총선기획단 구성 등에 대한 생각을 쏟아냈다. 부산대생 황영빈 씨는 현재 한국당은 이명박 박근혜 정부 정책서 벗어난 게 없다 면서 구색 맞추기 사진 찍기 위해 청년들 이용한 게 아니라면 개혁 의지를 보여달라 고 했다. 조국 전 법무부 장관 사퇴를 요구한 대학생 모임 공정추진위원회 김근태 위원장도 청년이 원하는 건 공정성 회복인데 공관병 갑질 논란의 당사자인 박찬주 전 대장을 영입해서 청년의 신뢰를 잃는 행보를 하며 어떻게 청년 지지를 얻으려고 하냐 고 했다. 김엘라 씨는 육아 정책 외 성폭력 채용 성차별 등 청년 여성이 관심 가질만한 정책에 집중해야 민주당 정의당에 여성을 뺏기지 않을 것 이라고 했다. 오후 2시에 간담회를 하면 사회생활하는 청년들 오지 말란 이야기 아니냐 청년창업자 백이룸 며 한국당의 공감 능력을 꼬집는 말도 나왔다. 황 대표는 청년 사이에서는 선배나 상사들이 성과를 가로채는 현상을 빨대를 꽂았다 고 표현하고 있다. 청년 세대에게 일방적으로 희생을 강요하는 정책들이 쏟아지고 있다 면서 청년의 취향과 트렌드를 적극 반영하는 정책을 펼치겠다 고 했다. 황교안대표 자유한국당 청년
