,작성일,작성자,내용
1587,2021-04-14,chmy0,저 똘아이 또 광팔러 나왔네 문 대통령 스토킹 처벌법 절실... 계속 보완하라 . 77
535,2021-04-14,oiseaubleu75,2009 프랑스 한국인유학생 무고 고문 뇌해킹 세뇌조작 성착취불법촬영 조직스토킹 범죄집단에 대한 성역없는 수사와 기소 및 처벌을 요구합니다. 제보 신고 제3자고발 직권수사 등 조처하세요. 조직스토킹 범죄집단은 정신나간 범죄자들입니다
1585,2021-04-14,G_appleice,민주당이 페미정책때문에 졌다고 하는 남자들 스토킹처벌법 강화 아동성범죄자 처벌강화 임산부진료비 지원 대체 고작 이거 몇개 생긴 게 그렇게 꼬왔음.. 국짐당 집권10년간 절대 제정안되던 법이 이제야 됐다는 걸 지들도 아네 여자들이 국짐당 뽑을 일은 절대 없다는걸
1584,2021-04-15,idana9791,한편 졍귝의 콘서트 사건은 주요 외신에 소개될 만큼 대대적으로 보도가 되었음. 스토커의 상세한 신상과 어떻게 총을 구해 미리 숨겼는지까지. 졍귝이 당해 온 협박 철저하게 사전 계획된 살해 자살 계획. 그리고 끝은 스토킹 범죄 처벌 강화의 필요성을 강조하는 논조로 마무리 되었지.
1583,2021-04-15,hgdXXL,실질적으로 효과가 있었다는 말 따위 일부의 일시적 효과에 지나지 않는다. 이딴 걸 해결책이라고 내놓을 거라면 혐오멈춰 임금체불멈춰 스토킹멈춰 사기멈춰 시리즈도 나왔어야지. 규정과 처벌이 없는 정의따위 탁상공론도 되지 못하는 망상찌꺼기다.
1582,2021-04-16,_still_gree,오늘자 한겨레 1면 스토킹 처벌법 기사 누군가 죽어야만 법이 의결되는거 지겹다 얼마나 많은 사람이 죽어야 더이상 죽지 않고 안전할 수 있는 세상이 되는건데 . 1382869734572519429 1
166,2021-04-17,prettydike100,18 가정폭력 처벌강화 디지털성폭력 처벌강화 스토킹 범죄 처벌.. 여성안전과 관련해서는 많이함 . 본인이 모를 뿐이지
1581,2021-04-17,Rase_99z,아니 근데... 한 쪽에서만 하는 스토킹도 연인 사이에 뭘 그러냐며 조용히 넘어가면서 양쪽 합의 하에 난리친 걸 왜 처벌 어쩌구...
1577,2021-04-18,joongandtoms,스토킹 처벌 현실성있게 해야 한다는 이야기 그알에서만도 몇 번 본 것 같은데 여전히 비슷한 이야기를 또 하게 하는 답답한 현실 .....
165,2021-04-18,dayook_joa,모든 사람들이 스토킹으로부터 안전하고 스토킹을 할 생각조차 들지 않는 사회가 되었으면 좋겠어요 스토킹 범죄 시 강력처벌을 받고 가해자가 피해자와 즉각 분리가 되는 나라였으면 좋겠어요
1580,2021-04-18,diversely_ARMY,스토킹 처벌법 시행되어야 우리 애기들 뿐만 아니라 우리들도 편하게 살아야 하는데...
1579,2021-04-18,yurimsoop,이제서야 겨우 통과된 스토킹 처벌법 형량이 너무 약한거같은데...
1578,2021-04-18,kmdonnie,스토킹범죄에 대한 처벌은 아직 미약하다 그 심각성을 정치인들은 아직 모른다
1576,2021-04-18,d_k012s,한 대라도 맞고 오세요 그게 스토킹 당하는 사람한테 할 말인가 현행법으로 처벌 못하는 것도 뭐 같은데 피해자한테 뭐라는거야.
1574,2021-04-19,raimyuknim,4 남자 배우가 당해도 된다고 한 적없습니다. 저런 류의 범죄에 대해서 적극적으로 법안이 마련되고 그것이 불법이며 처벌을 적극적으로 받을 수 있게 했으면 애초에 법적으로 대응을 했겠지요. 가스라이팅.스토킹.2차가해. 모두 동일하게 처벌받아야 한다는 입장은 여전합니다.
1571,2021-04-19,mymokiblue,협박하는 찌질남의 특징 본인의 폭력적인 행동을 정당화 분노 조절이 어렵고 증오심을 표현 상대에게 모욕 당했다며 피해자 코스프레 최근 스토킹 처벌 규정이 강화되었습니다. 나중에 후회하지 마시길.
1572,2021-04-19,dareto_tell_oo,가뜩이나 극혐하는데 들러붙어서 좋아해주라고 강요까지 당하면 스토커로 신고할 수도 있어. 스토킹 처벌법 극렬 강성으로 강화해서 다 빵에 보내주세요. 남 강요하는 강박증 있냐 꼴배기 싫어 죽것어.
534,2021-04-19,captain_on_top,논의만 나오고 허탕됐던 스토킹 처벌법에 온라인 성범죄 처벌법 그루밍법 만들고 데이트폭력법 강화하고 2심 3심 갈수록 젊음이니 초범이니 타령하명서 처벌수위 낮아지는 온갖 성범죄 실형까지 제대로 나오게 빡세게 잡고 성불평등고용시 면접관 제대로 잘라버려 성상품화도 못하게해
1573,2021-04-19,pawn_gagya,스토킹은 누구에게든 특히 여성에게는 더 가깝게 빈번히 일어날 수 있는 일상에 현존하는 공포이다. 언제 어느 곳에서 어떤 광기 어린 집착이 껌처럼 들러붙어 일거수일투족을 매일 지켜보고 집까지 찾아올지 모른다는 두려움. 처벌을 위해 신고하면 보복을 당할 위험까지 피해자가 떠안아야 한다.
1575,2021-04-19,raimyuknim,4 012 여자건 남자건 아동을 강간하고 불법영상을 찍어 그걸로 수익을 벌고 가스라이팅 스토킹 데이트폭력 살인 등으로 잡혔다면 그들이 공정한 법 테두리 안에서 강한 처벌을 받기를 원해요. 트위터 사람들은 늘 그래왔어요.
12,2021-04-20,Molegtwit,웹툰 스토킹 이제 징역형 으로 처벌 될 수 있습니다 스토킹범죄 의 처벌 등에 관한 법률 제정안 이 오늘 2021년 4월 20일 공포되었습니다. 법률이 시행되면 스토킹 범죄는 3년 이하의 징역 또는 3천만원 이하의 벌금으로 형사처벌 합니다. 웹툰 바로가기 . . 222316775650
533,2021-04-20,giantsloose,스토킹 처벌법 왜 만들어 스토킹 피해자 생기면 사과문 발표하면 소오름 해주는데 하여튼 민주당 정치 개못함
13,2021-04-20,happymoj,웹툰 스토킹 이제 징역형 으로 처벌 될 수 있습니다 스토킹범죄 의 처벌 등에 관한 법률 제정안 이 오늘 2021년 4월 20일 공포되었습니다. 법률이 시행되면 스토킹 범죄는 3년 이하의 징역 또는 3천만원 이하의 벌금으로 형사처벌 합니다. 웹툰 바로가기 . . 222316775650 . 1384412682439122947 1
1561,2021-04-20,sgsy21,스토킹 처벌법 강화됐다는데 이제 사생 콩밥 먹일 수 있나
1562,2021-04-20,Jong_Hyun_C,그래서 경찰이.. 검사가.. 판사가.. 스토킹을 심각한 범죄로 인식하고 피해자를 적극적으로 구제 할까요.. 법이 없어서 그동안 처벌 못한게 아닐텐데요.
1563,2021-04-20,zkfnel,. 6 진짜 스토킹 처벌법 필요하다
1565,2021-04-20,molly65796234,우리나라 스토킹 처벌법 진짜 현실과는 동떨어져 있다 현행법대로 체포하려면 증거자료를 내놓아야 하는데 저런 상대할때 거절표시 계속 하면 어떻게 되는지 알아 한번에 끝내면 어떻게 되는지 아냐고 진짜 미쳐 날뛴다고...서서히 잘 끝내야 되는데..마치 본인이 떠난것처럼 법좀 개정해
1564,2021-04-20,enaiderr,스토킹 살인 김태현 법정 최고형 처벌을 유족들 청와대 국민청원 출처 뉴스1 네이버 뉴스 .
1567,2021-04-20,molly65796234,우리나라 스토킹 처벌법 진짜 현실과는 동떨어져 있다 현행법대로 체포하려면 증거자료를 내놓아야 하는데 진짜 저런 상대할때 거절 계속하고 한번에 끝내면 진짜 미쳐 날뛴다고..서서히 잘 끝내야 되는데..마치 본인이 떠난것처럼 진짜 이 나라에서 되면 안되는건 피해자...
1568,2021-04-20,anotherladevot,당장 스토킹 처벌법 20년 넘게 민주당이 밀다가 통과시킨 것만 봐도 답 나오지 않냐고 하긴 저 씨발들은 내내 깽판치다 이번에 입장바꾼 국힘당 법안 올려치고 있더라 다행이다 다행이다 이건 잘했네 민주당 법안이에요
1569,2021-04-20,rPwjddkfrPdyd,심해져서 중단했던 병원을 다시 다녀야할 상황이 되었습니다 그래서 이것이 처벌이 가능한지 찾아보니 그 비계로 인알과 멘션한 글에 모욕적인 언사가 없으면 고소가 어렵다고 하더라구요 그래서 전 사이버 스토킹으로 인해 없었던 정신질환이 공황발작 생겼다는 것에 집중하여 수사 요청을
1570,2021-04-20,ii8493,아 맞다 제기억이 맞다면 고백도 3번이상하면 경범죄로 처벌가능한걸로 알고있어용 스토킹에 해당되서 아 물론 알아만 두시라구... . . . 2013 04 281635
531,2021-04-20,Moon_government,스토킹 이제 징역형으로 처벌 가능 지난 3월 24일 22년만에 통과된 스토킹 처벌법은 10월 21일부터 시행됩니다. 범죄 예방과 피해자 보호를 위한 절차도 마련되었다고 합니다. . . . . 222316775650 . 1384454290534592515 1 . 1384454290534592515 1 . 1384454290534592515 1
532,2021-04-20,molly65796234,우리나라 스토킹 처벌법 진짜 현실과는 동떨어져 있다 현행법대로 체포하려면 증거자료를 내놓아야 하는데 진짜 저런 상대할때 거절 계속하고 한번에 끝내면 진짜 미쳐 날뛴다고..서서히 잘 끝내야 되는데..마치 본인이 떠난것처럼 그알 보니까 10년 스토킹 당하고 신고하니까 살해당하잖아..
1560,2021-04-21,cr16o,진짜 고생 많으셨겠어요... 스토킹은 신고해도 처벌이 약한게 진짜...
1559,2021-04-21,babypengbell,21대 페미국회 알려줌 계정이 스토킹 처벌법 관련으로 트윗한 거 찾아보면 재밌음 민주당에서 발의한 것엔 단 한 번도 트윗하지 않았고 오로지 국민의힘에서 발의한 것만 트윗함. 이후 통과되자 가장 오랜 시간 공들여서 해낸 남인순 의원의 이름은 전혀 거론하지 않음.
1558,2021-04-21,oiseaubleu75,2009 프랑스 한국인유학생 불법촬영 조직스토킹 범죄집단에 대한 신고 제3자고발 수사 기소 처벌을 해야 합니다. 여전히 특정 숫자 포함한 넘버를 가진 차량스토커들이 집단적으로 피해여성을 위치추적하며 스토킹하는 것으로 보입니다. 범죄 저지르지 마세요. 자수하세요. 그건 범죄입이다
530,2021-04-21,k20132019,. 예전에 헤어진 남자가 집앞에 블쑥 나타나길 몇번 했는데 이 얘길 들은 미국친구들 반응은 인데 한국 지인은 얼마나 너를 좋아했으면.. 하며 안타까워하더라. 나도 그랬지만 한국에선 스토킹이 범죄라는 인식이 부족한데 스토킹의 범위와 처벌을 확실히해야 바뀔듯.
529,2021-04-21,iron20017,오호 이제 김 씨의 스토킹행위가 처벌될 수 있나 스토킹 처벌법 통과 . 0
1556,2021-04-22,Hwiyeon1215,스토킹 처벌법 저게 강화된 거라니 너무 화딱지가 남.
1557,2021-04-22,prettydike100,여성 안전관련해서 중점 추진한게 3가지인데 번방 금지법 가정폭력 처벌강화 스토킹 금지법 전부 통과됨 앞으로 어떤식으로 운영이 될지는 모르겠지만... 안전이별 안하면 감옥감
164,2021-04-22,WhiteSilk9,스토킹범죄 형사처벌 가능...스토킹 처벌법 2021년 10월 21일 시행 . . 102
1553,2021-04-23,iamsunoo,조국 장관의 아들딸이라는 이유로 집단린치를 당하고 문재인 대통령의 아들딸이라는 이유로 스토킹에 명예훼손까지 당하는데도 그들에게 돌을 던지고 있고 장노엘은 장제원의 아들이라는 이유로 홍지승은 홍정욱의 딸이라는 이유로 아무런 처벌도 받지 않아도 조용한 더러운 대한민국
528,2021-04-23,jnilbo,스토킹 처벌법 제정안이 국회 본회의를 통과했지만 스토킹 범죄는 여전할 것이라는 우려의 목소리가 줄어들지 않고 있습니다. 법률안에 명시된 피해자의 의사에 반하여 라는 부분 때문입니다. 국민들은 이로 인해 또 다른 협박이나 2차가해가 이어질 수 있다고 지적합니다. . 2021042215361046109
527,2021-04-23,insunfree1004,팩트체크 온라인스토킹 은 스토킹처벌법 으로 처벌이 어렵다 출처 이데일리 네이버 뉴스 .
1554,2021-04-23,Rfmfm,성범죄 전과가 있는 놈을 풀어주고는 감빵 나와서 동료 직원이 자신 안만나준다고 스토킹 하고 집까지 가서 칼부림 부리는게 이 나라 상황이라니 거기다 얼굴에 칼로 난도질을해서 어휴 말도 못하겠다 솜방망이 처벌을 하니 재범이 일어나는 거지 반성을 할것같애 인간이 아니라니까
1549,2021-04-23,oiseaubleu75,당신들은 자수 말곤 정상참작의 여지도 형량감경의 여지도 없을 것이니 수사 기소 당하기 전에 자수를 권합니다. 반의사 불벌 생각 없고 합의 생각 없습니다. 당신 같은 조직스토킹 범죄집단은 박사방 쓰레기보다 더 오래 처벌 받아 마땅한 범죄자입니다.
1550,2021-04-23,earth_and_us,세 모녀 살인사건 범인 김태현 그알 요약본 보는데 후려치긴 싫지만 현재 20대 남자의 전형같이 느껴지더라. 왠지 기안 느낌도 나고. 왜 젊은 남자애들이 기안에 감정이입하는지도 알겠고. 스토킹 처벌 좀더 강화했음 좋겠다.
1555,2021-04-23,ultungtomato,쟤네들도 스토킹 처벌법으로 처벌 안 되나 한 가족을 저렇게 사회적으로 매장하려 해도 되나
163,2021-04-23,DiamondBl8ck,나도 스토킹을 당해봐서 알지만 현재 법으론 주거침입시에만 처벌이 가능하다. 하지만 나에대해 미친 집착을 가진 사람이 집에 들어왔다면 나는 죽은 목숨과 다름없다는 걸 이번 김태현 스토킹 살인사건으로 알게됐다. 강한처벌로 선례를 남기자 유가족 청원 링크 1. . . 597696
1552,2021-04-23,ff_manchu,그래서 스토킹 처벌이 정말정말정말 중요하고 이에 대한 법개정이 정말 필요한데 대한민국에서는 그런거 없음
1551,2021-04-23,pesciollina,오늘은 안왔다 난 생각만 해도 심계항진이 오고 밥맛이 떨어지는데 스토킹 당하는 사람들은 24시간 어디서나 내내 불안할 거 아냐 끔찍하다 법으로 꼭 접근금지 해주고 처벌 수위 강하게 높여줘야 함.
1548,2021-04-24,redhat_nim,티아라 소연씨가 스토커한테 살해협박을 당하고 있습니다. 법원에서 스토킹 처벌을 약하게 주니까 이러는 것 아닙니까. . . . . 1006222112
1547,2021-04-24,wlrnqhso_9s,못할 것이고 라더는 형사처벌까지 받을 수 있었다. 공룡은 아마 스토킹 죄. 설령 처벌받지 않더라도 배우 인생은 끝이다. 차라리 죽은 덕개와 수현이 나은 수준이었다. 그들은 살아 있고 이제 모든 비난을 감당해야 했다. 수현과 덕개에게 갈 비난까지 전부. 불쌍한 헬레나 수희. 하 이 와중에.
526,2021-04-24,wnewskr,작년 스토킹 신고 4515건...처벌은 10 뿐 경찰이 스토킹 가해자를 입건한 사례는 주거침입이나 폭행 협박 등 추가 혐의를 받은 경우. 아니라면 현장에서 가해자에게 주의를 주거나 피해자에게 고소 절차를 안내하는 방식 등으로 사건 종결. . . . 1 001 310 0000086661 . 1385836527926734848 1
524,2021-04-25,thsrbal24,팩트체크 온라인스토킹 은 스토킹처벌법 으로 처벌이 어렵다 다음뉴스 . . . 20210423003824356
525,2021-04-25,SNUFactCheck,팩트체크 팩트체크 온라인 스토킹은 스토킹처벌법으로 처벌이 어렵다 대체로 사실 . 2 02
1546,2021-04-26,oiseaubleu75,2009 프랑스 한국인유학생 불법촬영 조직스토킹 범죄조직이 아직도 수사조차 안받고 있습니다. 가해자들은 명백한 범죄집단입니다. 지위고하 막론하고 조직범죄와 인권유린에 대해 책임을 지고 처벌을 받아야 합니다. 신고 제3자 고발 직권조사수사 제보 등 하십시오.
1545,2021-04-27,asiae_daily,지난해 스토킹 신고 4 515건 처벌은.. 단 10 뿐 김태현 살인사건 범죄 . . . 2021042610024974903
46,2021-04-27,hanitweet,서울의 한 아파트에 침입해 모녀를 살해한 혐의를 받는 김태현씨는 스토킹 혐의에 한해선 최대 10만원 이하의 벌금형인 경범죄 처벌법 에 따라 처벌받게 된다. 징역 5년으로 처벌 수위를 높인 스토킹 범죄 처벌법 은 올해 9월부터 시행돼 김씨는 법 적용 대상에서 제외됐다. . . . 992813.
1544,2021-04-28,kangminhyeok87,김태현. 식당에서 일했구나. 3명이나 죽였으면 다른게 뭐가 필요하지 스토킹 처벌법. 그거 10월에 시행하는거랑 뭔 상관있냐. 2명 이상 죽이면 사형수 가능하다. 설마 무기징역
162,2021-04-29,zS1BWCqrtUEIBXA,스토킹 피해자 보호 지원 더욱 강화한다 28일 여성폭력방지위원회 실무위원회 개최 여성가족부는 28일 여성폭력방지위원회 실무위원회를 열어 스토킹피해자 보호 및 지원 강화 방안 등을 논의한다. 이번 실무위원회에서는 스토킹범죄의 처벌 등에 관한 법률 전동수기자 . 1 1387520074337062915 1
1543,2021-04-29,wo2CjTc0Vlq12fV,누가 나 좀 구해주삼 농담아님 김태현이 스토킹할때 관련법안 미진해서 처벌 못했던 것처럼 의절한 가족이 스토킹해도 막을 방법이 없음 누가 그새끼가 나찾아오는 걸 스토킹으로 생각하겠냐 성폭행 증명도 못하는데
523,2021-04-30,Lovelov24688749,야 씨발 존나 대단한게 저번에 여성분이 차로 스토킹 당한거는 직접적으로 당한게 아니라서 처벌 못한다고 이지랄 떨어놓고 인형에다 한건 처벌이 되냐 시발새끼들아. 그럼 리얼돌부터 잡아 개병신들아 진짜 장난하냐 박나래 경찰조사같은 소리하고 앉았네 시발
1542,2021-04-30,Retemperature,뇌절..온도.... 제가 넘 급발진하는 이유가 벨님이랑 비슷한인간 겪은적있어서.... 근데 저렇게 음습하게 알아내진않았고...뭘모르고 친하게지냈는데 알고보니 미친놈이었던거에요 니 부모도 죽일거다 라는 말 듣고 진심 지구에서사라지고싶었던....근데그때나지금이나 스토킹은처벌이..약해요..
1541,2021-04-30,OhmyNews_Korea,무력감 느꼈다 유퀴즈 출연한 검사가 진짜 하고 싶었던 말 유 퀴즈 온 더 블럭 스토킹 처벌법 . 1 1 김종성 기자
1540,2021-04-30,girlwomanxlove,박나래 수사는 되는데 유튜버들 방송마다 해대는 섹드립 성희롱 패악질은 넘어가지 그 숱한 스토킹은 사람 쫓아가 칼들어도 당한게 없어 아무 처벌 못한다며 손놓고 있던 경찰들이 박나래 수사한다고 홍대 모델때는 한강에서 폰도 건지더니 여자 죽이는데 이나라 경찰만큼 열정 넘치는 놈들 또 어딨어
161,2021-04-30,OhmyNews_Korea,살인이 경범죄 스토킹 범죄 처벌법 여성폭력 스토킹 범죄 스토킹 . 1 1 신하영옥
1539,2021-05-01,YOMU__S2,지금보니 이것마저 비계인알했네 날 그렇게 사찰하니 재밌나 그만 집착하세요 사이버 스토킹 처벌 가능하답니다 부모님 모시고 저와 대면하고 싶으시다면 계속하세요
1538,2021-05-01,oiseaubleu75,가해남성에게 충고합니다. 당신은 아내와 함께 교도소나 정신병원에 가야 할 범죄자입니다. 피해여성과 그 가족에게 묻지마 범죄 저지른 데 책임지고 응분의 처벌을 받으세요. 그리고 더이상 그 누구에게도 조직스토킹 범죄로 피해 입히지 마세요. 당신 가족을 위해서라도.
521,2021-05-03,_avocat_,이상한 사람때문에 걱정이 많으시겠어요 이정도면 스토킹으로 봐도 될 거 같은데요... 곧 스토킹 처벌법 시행되면 벌금으로 안끝날건데 저사람은 왜 저러는지...
1536,2021-05-03,dalcrose,그냥 글쓴이는 사회적 신뢰에 기반해서 아주 기본적인 원칙만 지키면서 쓰고 스토킹 처벌법 같은 제도가 뒷받침 되는 방향이 맞는 거 같다
1537,2021-05-03,jshdue727whbs8s,피해자가 여성이면 솜방망이 처벌이 빈번한데 이쯤되면 성별계급을 누가 만든다고 볼 수 있을까 데이트 폭력으로 가정 폭력으로 스토킹으로 맞아죽든 말든 성범죄 피해를 입든 말든 낮은 형량 때리고 저출생률만 들먹이며 너희는 입 다물고 애나 낳으라 식의 압박을 하는 사람들은 누굴까
522,2021-05-03,_avocat_,이정도면 스토킹으로 봐도 될 거 같은데요... 곧 스토킹 처벌법 시행되면 벌금으로 안끝날건데...
1534,2021-05-04,Ilikericepaper,지금이라도 스토킹처벌법안이 통과돼서 다행이다 너무 끔찍해
1533,2021-05-04,zhirzhir_,시발 스토킹범죄 처벌 법률 21년 10월 21일부터 시행임..좆같아
1532,2021-05-04,n000wbb,진짜 스토킹을 왜 처벌 못하는 거야
1528,2021-05-04,integrasalix,스텔싱 스토킹 처벌되도록 바뀌었고 엄연한 형사처벌 범죄고 신고 안 해도 누가 고발만 해도 재판 가는 사항인데요
1531,2021-05-04,boryyh_a,스토킹이 진짜 왜 처벌이 안되는지가 너무 궁금하다 진짜 우리나라 법 왜이래
1530,2021-05-04,G_appleice,스토킹처벌법 강화한다는 영상에 페미당이라고 대통령 욕이 몇천개가 달리는 국가에 살고있음... 성범죄처벌 좀 예전보다 강화했다고 서울시장 선거 진 거 민주당이 페미짓해서라고 떠드는 2030한남들과 국짐의 콜라보인줄 알았더니 정의당은 왜저래 거기도 누구 성범죄자 숨기고있나
1535,2021-05-04,fshx_8266,아니먼씨발 스토킹 증거가 뻔히 있는데 처벌을 못 한가고
1529,2021-05-04,amu95na,남자때문에 죽어간 여자들이 몇인데 이제 겨우 스토킹 처벌법 제대로 된것도 아님 생긴 나라한테 아직도 기대를 한다는게 이해가 안가 차별금지법이 만능이야
0,2021-05-05,trust_law_,6. 스토킹 처벌법 누구나 당할 수 있는 스토킹. 큰 범죄로 이어지는 스토킹을 방지하기 위해 스토킹범죄의 처벌 등에 관한 법률 이 생겼습니다. 이른바 스토킹 처벌법 이 2021년 4월 20일에 제정되어 2021년 10월 21일부터 시행될 예정입니다. 이 법은 스토킹이 범죄임을 명확히 규정하고 가해자를
1527,2021-05-05,trust_law_,스토킹은 피해자에게 불안과 공포를 심어주어 큰 정신적인 피해를 입힙니다. 그리고 피해자의 생활을 무너트립니다. 피해자의 일상에 큰 피해를 준다는 점에서도 문제가 있지만 보호처분과 처벌로 스토커를 피해자로부터 분리하지 못한 끝에 강력범죄로 이어지는 일이 많지요. 이 또한 큰 문제입니다.
1526,2021-05-05,trust_law_,주지도 못하는 상황이었습니다. 스토킹 행위가 발전하여 실질적으로 형법상 위법행위를 저질러 처벌을 받는 경우도 물론 있습니다. 통상적으로 협박죄와 주거침입죄가 있습니다.
1525,2021-05-05,distancier,야 근데 요새 페이스북에서 광고할 때 별자리까지 쓴다며 나는 너네가 내 별자리 알아가도 크게 상관 없어 그걸로 스토커짓만 안하면 돼 너네 온라인 스토킹 강력 처벌법 제정에 동참할래
1524,2021-05-05,kkulzzang2,몇 년전부터 스토킹 제대로 처벌 못해서 죽어나가는 여자들 수두룩한데 제대로 법도 안만들어줬으면서 한강은 바로 씨씨티비 추가하겠다 이러네...
160,2021-05-05,trust_law_,피해자는 불안과 공포에 시달리게 됩니다. 3. 솜방망이 경범죄 처벌법 지금까지 스토킹은 솜방망이 처벌을 벗어나지 못했습니다. 스토킹을 방지할 수 있는 제대로 된 입법이 되어있지 않았기 때문인데요 경범죄 처벌법만이 스토커에게 죄를 물을 수 있는 법이었습니다. 상대방의 명시적 의사에
1523,2021-05-06,2050icloud,1층 현관까지 80 따라왔다 공포의 새벽 법원은 무죄 . . . 993997. . 여성 뒤밟은 주거침입 혐의 30대 남성 무죄 법원 공동현관문 앞은 주거 공간 아니다 스토킹처벌법으론 처벌 가능할 듯 9월 시행 원문보기 . . . 993997. 60 5 1020 13283657539 6 76 9
1522,2021-05-06,0evilmaster,2021년 5월 5일 뉴스 이런 애매한 지점을 이용해 범죄가 더 일어나는듯 스토킹 처벌법 시급.. 이거 있으면 혼자 사는 특히 여성 패싱 분들이 좀 더 안심할 수 있을것 같다 . . . 993997.
1521,2021-05-07,seonji_Akira,아주머니 진심으로 용감하시고 감사해....아빠가 아니라는 전제로 했을때 매우 위험한 상황인데 손내밀어 주신거잖아 따숩다 별개로 스토킹은 강력처벌 해야함 좆같는 뉴스에서 맨날 뭔 호감표시 이지랄 하던데 니들은 호감표시로 여자 죽이냐 시발
1520,2021-05-07,ewew_,복장과 몸동작을 보니. 업자네. 처벌 수위 줄일려고 전 남친이라고 말하라고 협박들어간 듯. 만약. 업자가 아니라 스토킹 싸이코패스였다면 칼 소지하고 7분간 맞은 여자 다급한 손짓에 멈춰 내린 시민 영상 . 7 3
520,2021-05-07,anotherladevot,경찰은 지난 3월 국회 본회의를 통과해 아직 시행되지 않은 스토킹처벌법 대신 상습주거침입 혐의를 앞세워 구속영장을 신청했습니다. 올 10월부터 시행되는 스토킹처벌법 적용이 어려우나 향후 유사한 사건이 발생했을 땐 해당 법률이 적용되어 더 중한 처벌을 받게 될 것 짜증나
1519,2021-05-08,heavydutyfree,아니 같은 남자끼리 무슨 개소리세요. 성별 상관없이 피해자에게 불안감 또는 공포심을 유발하는 행위가 스토킹입니다. 선생님 처벌도 가능하고요. 띵 1층에 도착했다는 경쾌함 소리 들리고 엘베 문이 열리고 밀변이 말해. 자 선생님. 여기서 같이 서로 가실래요 아니면 그냥 당장 꺼지실래요 . 1391025935114117124 1
519,2021-05-09,aloohaway,보통 스토킹으로 시작되는 범죄는 다 계획 범죄 아닌가 치밀하게 스토킹 대상을 다 파악하고 하는 범죈데 그래서 제일 죄질이 더러우니깐 큰 처벌을 줘야 하는 거 아님 기존 법 논리에 의하면
1518,2021-05-10,MostTrollist,그리고 부부 간 연인 간 강력범죄의 경우 여성 피해자의 비율이 또 급상승하고 위에서 말한 스토킹 등 아직 처벌 규정이 없다 는 이유로 일상적 폭력과 공포에 시달려야 하던 경우도 많다냐. 그런데 단순히 통계적으로 남자가 더 죽는다 고 말하는 건 데이터의 편향적 해석도 아니고 말장난이다냐.
1517,2021-05-10,ARKRACYA,올해부터긴 한데 10월 부터네... 스토킹 경범죄 정보통신망법 처벌 가능 . . . 384294
1515,2021-05-11,MooM_277,스토킹 처벌법안좀 진짜..전여친때문에 접근금지신청 하고싶었는데 해도 달라지는거 아무없다해서 신청도 못했었고 친구 스토킹하는 미친새끼도 경찰서가도 아무것도안도와줬엇슴
518,2021-05-11,alvina_is_alive,전 여친에 스토킹 시달린 20대 남성..극단 선택 자 드물게 남성이 피해자인 사건 터지니까 또 경악스럽다고 난리났죠 그래요 이렇게 누구나 피해자가 될 수 있는데 여자들이 피해 호소할 때 귀담아 듣고 진작 스토킹 처벌법 만들었어야지 . . . 20210511101200395
45,2021-05-11,your_penpal,스토킹은 범죄입니다. 이런 것도 스토킹이에요. 스토킹 처벌법 생겼으니까 스토킹은 신고로 대응하기. 이런 얘기 한국에서 하면 예민하단 말 듣는데.. 거절은 거절로 받아. 그런 걸 한국에서는 찐따 라고 해. 루저 애티튜드 비투비 프니엘 번역 . 1392079282080419840 1
1516,2021-05-11,ne0rient,성매매로 여자죽는거엔 성매매 금지 유야무야 스토킹으로 여자 죽는거엔 처벌 유야무야 정액을 여자한테 몰래 마시게해도 불법촬영 당해도 택시기사가 성매매를 권해도 적용가능 형법 없다면서 유야무야할 땐 언제고 이시국 새벽에 술먹고 뒤진 남자하나로 치맥금지구역 검토... 지랄노
1512,2021-05-11,spring_handle,이런건 빨리빨리 바꾸면서 스토킹 피해 호소해도 법적으로 보호 못받다가 죽은 여자들이 뉴스만 틀면 나오는데 제발 처벌 및 보호 강화해달라고 호소해도 그런건 지금 몇년을 방치중인지 생명엔 경중이 없다는 말이 이 사회에서도 적용되는지 의심하게 됨
1513,2021-05-11,000083D2,4 허엉 말씀만으로도 감사합니다 친구분도 넘넘 고생이 많으셧겟구 스토킹 진짜 악질범죄같아요... 왜케 찌질하게 질척거려서 엄한 사람 괴롭게 하는지 모르겟구... 언넝 사람들 인식이 바뀌어서 남의 집에 몰래 동의없이 찾아가는 것만으로도 처벌할수잇는 법이 좀 만들어졋으면 좋겟어요 ...
1514,2021-05-11,bwwwc,이 사건의 귀추를 주목해보려 함. 그래서 여튼 스토킹 방지뭔가가 나오면 환영하며 폭행죄는 처벌을 마땅히 받길 바람. 페미니스트로서 할말은 갖가지 판단들이 피해자를 남자다와야한다 는 맥락으로 몰아쳐서 고립시키는 흐름 하나하나가 그림같이 가부장병폐의 재생산이고
1510,2021-05-12,Nyanthas,참고사항 스토킹 방지법안이 올해 4월경 제정이 되었고 10월부터 시행될 예정입니다. 10월부터는 강력한 처벌이 기다리고 있을 예정입니다.
1511,2021-05-12,prettydike100,21423 스토킹 처벌법 이미 통과됬음..
1509,2021-05-13,ma_rat_1010,스토킹 처벌법으로 사생은 처벌 못하나.... 할 수 있음 좋을 텐데 애초애 에셈이 먼저 신고를 해야겠지만
