,작성일,작성자,제목,내용
234,2022-09-25,UCTHCOPwqNfZ0uiKOvFyhGwg,"당정, 스토킹 처벌 강화…반의사불벌죄 조항 삭제·온라인도 처벌 / 연합뉴스TV (YonhapnewsTV)",당정 스토킹 처벌 강화 반의사불벌죄 조항 삭제 온라인도 처벌 앵커 윤석열 정부 첫 정기국회를 앞두고 여권은 오늘 고위당정협의회를 열었습니다. 최근 신당역 스토킹 살인사건 을 계기로 관련 범죄에 대한 대응책을 비롯해 쌀 수급 안정화 대책 등 민생 현안이 논의됐는데요. 국회에 나가있는 취재기자 연결합니다. 김수강 기자. 기자 네 오늘 오전 총리공관에서 국민의힘과 정부 대통령실이 고위당정 협의회를 열었습니다. 국민의힘 박정하 수석대변인은 협의회가 끝난 뒤 국회에서 브리핑을 열고 올해 정기국회 중점법안에 스토킹 범죄 처벌법 강화 법안을 추가해 신속 처리하기로 했다고 밝혔습니다. 스토킹범죄에 대한 반의사불벌죄 조항을 삭제하고 온라인스토킹도 처벌 한다는 방침입니다. 또 스토킹 범죄의 경우에도 전자발찌 착용이 가능하도록 할 계획입니다. 당정은 또 쌀값 안정을 위해 수확기 역대 최대 규모인 45 규모의 쌀을 시장 격리하기로 했다고 밝혔습니다. 다만 당정은 쌀 초과생산량을 정부가 구입하도록 하는 민주당의 양곡관리법 개정안에 대해선 재정부담 가중 등 부작용이 크다는 입장을 내놨고 파업노동자에 대한 기업의 손해배상 청구를 막는 이른바 노란봉투법 에 대해선 기업경영활동 위축과 불법 파업 조장 등 국민적 우려가 크다고 강조했습니다. 당정은 앞으로 격주마다 고위당정협의회를 정례화해 개최하기로 했습니다. 앵커 어제 귀국한 윤석열 대통령의 순방 성과를 둘러싼 여야 공방도 계속되는 모습이네요 기자 네 더불어민주당 박성준 대변인은 윤 대통령의 순방은 총체적 무능을 날 것 그대로 보여줬다 며 외교 참사를 깨끗하게 인정하고 사과하지는 못할망정 뻔뻔하게 거짓말까지 했다 고 비판했습니다. 또 이번 순방의 핵심 과제였던 한미통화스와프와 인플레이션 감축법 문제는 다뤄보지도 못했다 며 윤 대통령의 대국민 사과와 외교라인 전면 교체를 촉구했습니다. 반면 국민의힘 장동혁 대변인은 무차별적인 깎아내리기를 중단하라 고 맞받아쳤습니다. 장 대변인은 윤 대통령이 이번 순방을 통해 문재인 정부가 단절시킨 대일외교 복구의 단초를 마련했고 한미동맹은 변함없다는 백악관의 믿음도 재확인했다고 반박했습니다. 그러면서 민주당은 문재인 정부 시절의 빈손외교와 굴욕외교에 대한 자기반성부터 해야한다 고 쏘아붙였습니다. 지금까지 국회에서 전해드렸습니다. . . 고위당정협의회 스토킹범죄 전자발찌 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
233,2022-09-25,UCTHCOPwqNfZ0uiKOvFyhGwg,"당정, 스토킹 처벌 강화…반의사불벌죄 조항 삭제·온라인도 처벌 / 연합뉴스TV (YonhapnewsTV)",당정 스토킹 처벌 강화 반의사불벌죄 조항 삭제 온라인도 처벌 앵커 윤석열 정부 첫 정기국회를 앞두고 여권은 오늘 고위당정협의회를 열었습니다. 최근 신당역 스토킹 살인사건 을 계기로 관련 범죄에 대한 대응책을 비롯해 쌀 수급 안정화 대책 등 민생 현안이 논의됐는데요. 국회에 나가있는 취재기자 연결합니다. 김수강 기자. 기자 네 오늘 오전 총리공관에서 국민의힘과 정부 대통령실이 고위당정협의회를 열었습니다. 국민의힘 박정하 수석대변인은 협의회가 끝난 뒤 국회에서 브리핑을 열고 올해 정기국회 중점법안에 스토킹 범죄 처벌법 강화 법안을 추가해 신속 처리하기로 했다고 밝혔습니다. 스토킹범죄에 대한 반의사불벌죄 조항을 삭제하고 온라인스토킹도 처벌 한다는 방침입니다. 또 스토킹 범죄의 경우에도 전자발찌 착용이 가능하도록 할 계획입니다. 당정은 또 쌀값 안정을 위해 수확기 역대 최대 규모인 45만 규모의 쌀을 시장 격리하기로 했다고 밝혔습니다. 다만 당정은 쌀 초과생산량을 정부가 구입하도록 하는 민주당의 양곡관리법 개정안에 대해선 재정부담 가중 등 부작용이 크다는 입장을 내놨고 파업노동자에 대한 기업의 손해배상 청구를 막는 이른바 노란봉투법 에 대해선 기업경영활동 위축과 불법 파업 조장 등 국민적 우려가 크다고 강조했습니다. 당정은 앞으로 격주마다 고위당정협의회를 정례화해 개최하기로 했습니다. 앵커 어제 귀국한 윤석열 대통령의 순방 성과를 둘러싼 여야 공방도 계속되는 모습이네요 기자 네 더불어민주당 박성준 대변인은 윤 대통령의 순방은 총체적 무능을 날 것 그대로 보여줬다 며 외교 참사를 깨끗하게 인정하고 사과하지는 못할망정 뻔뻔하게 거짓말까지 했다 고 비판했습니다. 또 이번 순방의 핵심 과제였던 한미통화스와프와 인플레이션 감축법 문제는 다뤄보지도 못했다 며 윤 대통령의 대국민 사과와 외교라인 전면 교체를 촉구했습니다. 반면 국민의힘 장동혁 대변인은 무차별적인 깎아내리기를 중단하라 고 맞받아쳤습니다. 장 대변인은 윤 대통령이 이번 순방을 통해 문재인 정부가 단절시킨 대일외교 복구의 단초를 마련했고 한미동맹은 변함없다는 백악관의 믿음도 재확인했다고 반박했습니다. 그러면서 민주당은 문재인 정부 시절의 빈손외교와 굴욕외교에 대한 자기반성부터 해야한다 고 쏘아붙였습니다. 지금까지 국회에서 전해드렸습니다. . . 고위당정협의회 스토킹범죄 쌀수급 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
232,2022-09-25,UChlgI3UHCOnwUGzWzbJ3H5w,"고위 당정 협의회...""정기국회 내 스토킹 처벌 강화"" / YTN",정부와 여당이 스토킹 범죄에 대한 처벌을 강화하는 방안을 추진합니다. 국민의힘과 정부 대통령실은 오늘 25일 서울 삼청동 총리 공관에서 고위 당정협의회를 열어 이같이 결정했다고 국민의힘 박정하 수석 대변인이 전했습니다. 박 대변인은 당정이 최근 발생한 신당역 살인사건 등 스토킹 범죄의 심각성을 엄중히 인식하고 올해 정기국회 기간에 스토킹 처벌법 강화를 추진하기로 했습니다. 개정안에는 반의사불벌죄 즉 피해자가 원하지 않으면 형사 처벌할 수 없는 조항을 스토킹 범죄에서 삭제하고 온라인 스토킹을 처벌 대상에 추가하는 내용 등이 담길 것으로 보입니다. 기사 원문 . . . 0101 202209... 제보 하기 . . . . 유튜브 채널 구독 . 5 무단 전재 및 재배포금지
231,2022-09-25,UCsU-I-vHLiaMfV_ceaYz5rQ,스토킹 범죄 처벌 강화 추진…'반의사불벌죄' 조항 삭제 / JTBC 아침&,이와 함께 정부와 여당은 스토킹 범죄에 대한 처벌을 강화하는 방안도 추진합니다. 스토킹 처벌법 이 이미 지난해 국회를 통과해 시행 중이지만 신당역 살인사건 을 통해 그 한계가 드러난 만큼 보완하겠다는 취지인데요. 피해자가 원하지 않으면 처벌할 수 없는 반의사불벌죄 조항을 없애고 온라인 스토킹 도 처벌할 수 있도록 하겠다는 게 핵심 내용입니다. 기사 전문 . . . 801 12... 뉴스레터 구독하기 . 3 5 유튜브 구독하기 . 2 유튜브 커뮤니티 . 2 뉴스 공식 페이지 홈페이지 . . . . . . ... 페이스북 . . 트위터 . 인스타그램 . . 제보하기 . . . ... 방송사 . .
230,2022-09-25,UCcQTRi69dsVYHN3exePtZ1A,당정 “‘반의사불벌’ 조항 삭제…온라인 스토킹도 처벌” / KBS  2022.09.26.,앵커 정부와 여당이 신당역 살인 사건 을 계기로 스토킹 처벌 을 강화하기로 했습니다. 스토킹 범죄의 반의사 불벌죄 조항을 삭제하는 방안 등인데 야당도 공감대가 있는 만큼 정기국회 처리에 힘이 실릴 전망입니다. 당정은 그러나 야당이 강하게 밀어붙이는 노란봉투법 에 대해선 부정적 입장을 거듭 확인했습니다. 방준원 기자입니다. 리포트 법원의 접근금지 명령에도 새벽 시간대 여성의 집을 찾아간 씨. 이 여성이 만나주지 않자 딸을 찾아가 성관계 동영상이 있다 며 소란을 피우기도 했습니다. 스토킹 처벌법 위반 혐의로 기소됐지만 결국 지난 8월 공소 기각 으로 처벌을 피했습니다. 피해자가 원치 않으면 처벌할 수 없다는 규정 때문이었습니다. 합의만 되면 처벌을 피할 수 있다 보니 피해자를 협박 회유하게 만드는 원인이란 지적을 받던 내용입니다. 국민의힘과 정부가 윤석열 정부 정기국회 고위 당정에서 스토킹 범죄에 대한 반의사불벌죄 조항을 없애기로 했습니다. 사각지대로 지적돼 온 온라인 스토킹 은 처벌 대상에 추가하고 전자장치 부착 명령 대상에 스토킹 범죄를 넣는 방안도 결정했습니다. 야당도 공감대가 있는 내용인 만큼 정기국회 내 처리가 어렵지 않을 전망입니다. 박정하 국민의힘 수석대변인 신당역 살인 사건 등 스토킹 등 집착형 잔혹 범죄의 심각성을 엄중히 인식하고 금년 정기국회 중점 법안으로 추진키로 했습니다. 당정은 또 다음 달부터 자영업자와 중소기업에 대한 대출 만기 연장과 상환 유예 방안을 시행하기로 했습니다. 다만 노동조합 개정안 이른바 노란봉투법 에 대해선 위헌 논란 등을 이유로 반대 입장을 명확히 했습니다. 김대기 대통령 비서실장 노조 편향적인 그런 정책을 또 재연한다면 우리 경제는 물론 우리 또 청년들의 미래도 암울해질 것으로 보입니다. 앞서 민주당은 노란봉투법 을 7대 입법 과제 에 포함시킨 만큼 정기국회 기간 여야의 줄다리기가 불가피해 보입니다. 뉴스 방준원입니다. 촬영기자 박상욱 영상편집 최정연 그래픽 서수민 기사 원문보기 . . . . ... 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . .
229,2022-09-25,UCcQTRi69dsVYHN3exePtZ1A,당정 “반의사불벌 조항 삭제…온라인 스토킹도 처벌” / KBS  2022.09.25.,국민의힘과 정부 대통령실이 오늘 25일 고위 당정 협의회를 열어 올해 정기국회 기간에 스토킹 처벌법 강화를 추진하기로 했습니다. 개정안에는 피해자가 원하지 않으면 형사 처벌할 수 없는 반 의사 불벌죄 조항을 삭제하고 온라인 스토킹을 처벌 대상에 추가하는 내용 등이 담길 것으로 전해졌습니다. 당정은 또 취약계층의 부담을 덜어주기 위해 자영업자 중소기업 등에 대한 대출 만기 연장과 상환 유예 등의 조치를 다음 달부터 시행하기로 했습니다. 기사 원문보기 . . . . ... 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . . 스토킹처벌법 반의사불벌죄 온라인스토킹
227,2022-09-25,UCF4Wxdo3inmxP-Y59wXDsFw,"""스토킹 처벌 강화‥'반의사불벌' 조항 삭제"" (2022.09.26/뉴스투데이/MBC)",정부 여당이 단순 스토킹 범죄에 대한 반의사불벌죄 조항을 삭제하는 등 스토킹 범죄 처벌을 강화하기로 했습니다. . . 2022 ... 스토킹범죄 반의사불벌
226,2022-09-25,UCcQTRi69dsVYHN3exePtZ1A,당정 “‘반의사불벌’ 조항 삭제…온라인 스토킹도 처벌” / KBS  2022.09.25.,이번 당정 협의회에서 결정된 게 또 있습니다. 신당역 살인 사건으로 큰 논란이 된 스토킹 처벌법 을 강화하기로 가닥을 잡았습니다. 이거는 민주당과 큰 차이가 없을 거 같은데 이른바 노란봉투법 에 대해선 찬반이 서로 엇갈립니다. 계속해서 방준원 기자입니다. 리포트 법원의 접근금지 명령에도 새벽 시간대 여성의 집을 찾아간 씨. 이 여성이 만나주지 않자 딸을 찾아가 성관계 동영상이 있다 며 소란을 피우기도 했습니다. 스토킹 처벌법 위반 혐의로 기소됐지만 결국 지난 8월 공소 기각 으로 처벌을 피했습니다. 피해자가 원치 않으면 처벌할 수 없다는 규정 때문이었습니다. 합의만 되면 처벌을 피할 수 있다 보니 피해자를 협박 회유하게 만드는 원인이란 지적을 받던 내용입니다. 국민의힘과 정부가 윤석열 정부 정기국회 고위 당정에서 스토킹 범죄에 대한 반의사불벌죄 조항을 없애기로 했습니다. 사각지대로 지적돼 온 온라인 스토킹 은 처벌 대상에 추가하고 전자장치 부착 명령 대상에 스토킹 범죄를 넣는 방안도 결정했습니다. 야당도 공감대가 있는 내용인 만큼 정기국회 내 처리가 어렵지 않을 전망입니다. 박정하 국민의힘 수석대변인 신당역 살인 사건 등 스토킹 등 집착형 잔혹 범죄의 심각성을 엄중히 인식하고 금년 정기국회 중점 법안으로 추진키로 했습니다. 당정은 또 다음 달부터 자영업자와 중소기업에 대한 대출 만기 연장과 상환 유예 방안을 시행하기로 했습니다. 다만 노동조합 개정안 이른바 노란봉투법 에 대해선 위헌 논란 등을 이유로 반대 입장을 명확히 했습니다. 김대기 대통령 비서실장 노조 편향적인 그런 정책을 또 재연한다면 우리 경제는 물론 우리 또 청년들의 미래도 암울해질 것으로 보입니다. 앞서 민주당은 노란봉투법 을 7대 입법 과제 에 포함 시킨 만큼 정기국회 기간 여야의 줄다리기가 불가피해 보입니다. 뉴스 방준원입니다. 촬영기자 박상욱 영상편집 최정연 그래픽 서수민 기사 원문보기 . . . . ... 제보 하기 카카오톡 제보 검색 전화 02 781 1234 홈페이지 . 4 이메일 1234 . . 스토킹처벌법 반의사불벌죄 온라인스토킹
228,2022-09-25,UCTHCOPwqNfZ0uiKOvFyhGwg,"스토킹 범죄 방지에 머리 맞댄 당정…""법 개정해 처벌 강화"" / 연합뉴스TV (YonhapnewsTV)",스토킹 범죄 방지에 머리 맞댄 당정 법 개정해 처벌 강화 앵커 당정이 신당역 살인 사건으로 부각된 스토킹 범죄 방지책 논의를 위해 머리를 맞댔습니다. 스토킹범죄에 대한 반의사불벌죄 조항을 없애고 전자장치부착명령 대상에 스토킹 범죄를 추가하는 등 관련 법 개정에 적극 나서기로 했는데요. 보도에 임혜준 기자입니다. 기자 윤석열 대통령이 순방 일정을 마치고 귀국한 이튿날 고위 당정 인사들이 한자리에 모였습니다. 원내대표 자격으로 처음 회의에 참석한 주호영 의원은 정기국회 거대 야당의 비협조를 돌파하기 위한 하나된 당정 을 강조했습니다. 주호영 국민의힘 원내대표 자주 연락하고 자주 만나서 한팀이 되어야 이 국면을 극복해갈 수 있을 거라 생각합니다. 정부 측의 분발을 촉구하고 우리 당도 최선 다해서 할 것이라는 약속을 드립니다. 이번 협의회에선 복합적 경제위기 쌀값 안정 등 당면한 민생 현안을 두루 점검했는데 특히 최근 신당역 사건으로 대두된 스토킹 범죄 방지 대책이 집중 논의됐습니다. 박정하 국민의힘 수석대변인 반의사불벌죄 조항을 삭제하고 처벌대상에 온라인스토킹 추가 잠정조치에 위치추적 도입 긴급응급조치 위반시 형사처벌 등을 신설하기로 법 개정을 통한 명시적 처벌 강화와 함께 전자장치 부착명령 대상에 스토킹 범죄를 추가키로 했습니다. 이와 함께 범죄를 유발하는 개인정보 유출에도 엄정 대응에 나선다는 방침입니다. 당정은 지난해에만 7 700억 원 상당의 피해가 접수된 보이스피싱 근절 법안도 정기국회 중점 법안으로 삼겠다고 했습니다. 급격한 환율 상승과 금리 인상에 따른 서민 부담 완화를 위한 금융 지원책도 내놓았습니다. 박정하 국민의힘 수석대변인 자영업자 중소기업 등이 충분한 영업정상화 시간을 가질 수 있도록 만기 연장과 상환 유예를 해주는 연착륙 방안을 10월부터 시행하는 한편 김대기 대통령비서실장은 퍼펙트스톰이 몰려오는 상황에서 정부 대응이 미진한 것 같아 국민께 송구하다 고 말했습니다. 당정은 향후 고위 당정협의를 격주 단위로 정례화시켜 민생 챙기기에 몰두하겠다는 의지를 밝혔습니다. 연합뉴스 임혜준입니다. . . 스토킹범죄 고위당정협의 민생현안점검 온라인스토킹 전자장치 연합뉴스 기사문의 및 제보 카톡 라인 23 연합뉴스 유튜브 채널 구독 . 대한민국 뉴스의 시작 연합뉴스 . . .
225,2022-09-26,UCEsWtfVdAK8soPcDuVqu58g,뉴스투데이 경남 0927 Full ver. | 스토킹 처벌 강화 촉구,경남 구독하기 구독하기 . . 경남 ... 경남 제보하기 시청자 여러분들의 제보를 받습니다. 현장의 소리를 들으며 항상 정확한 정보를 신속하게 보도하겠습니다. 문자 전화 제보 771.2580 250.5050 홈페이지 제보 . . 카카오톡 채팅 제보 . . 경남 웹사이트 홈페이지 . . 카카오톡 . . 페이스북 . . 인스타그램 . .
224,2022-09-26,UCNWdwaE8eoEa0rOQEtwFCLg,"윤 대통령 순방이 남긴 것 / '바이든vs날리면' 논란 / 스토킹 처벌법 강화, 내용은? / 러시아 군동원령..핵무기도? / 오늘부터 실외마스크 해제 | 220926 오뉴레 32화",오뉴레 뉴스 윤 대통령 영미순방 마치고 귀국 여야는 비속어 논란 놓고 대립 북 동해로 탄도미사일 1발 발사 스토킹 처벌법 빈틈 채운다 반의사불벌죄 가 뭘까 푸틴 러시아 군 동원령...핵무기 언급도 오늘부터 실외 마스크 해제 오뉴레 오디오뉴스레터 윤석열 윤대통령 바이든 날리면 스토킹처벌법 반의사불벌죄 푸틴
223,2022-09-26,UCRqnjMNlNDN_W28mvnrf8JQ,"판결문 분석해 보니, 실형 단 3건…“스토킹 처벌법 강화하라” / KBS  2022.09.26.",앵커 가 스토킹 처벌법 이 시행된 최근 1년 동안 경남에서 스토킹 범죄로 기소된 25건의 판결문을 분석해봤습니다. 징역형을 선고받고 실제 감옥살이를 하는 실형을 선고받은 건 단 세 건에 그쳤는데요 최근 진주 스토킹 가해자 신병 처리에 대한 법원의 판단을 규탄하는 목소리도 이어지고 있습니다. 김효경 기자입니다. 리포트 지난해 10월부터 시행된 스토킹 처벌법 . 그동안 경범죄로 분류돼 과태료 10만 원 처분에 그치던 스토킹 범죄를 제대로 처벌하자는 목적입니다. 스토킹 처벌법은 피의자에 3년 이하 징역 또는 3천만 원 이하 벌금을 물리고 흉기 등을 이용한 때는 5년 이하 징역 또는 5천만 원 이하 벌금을 매깁니다. 형법상 협박죄와 비슷한 처벌 수준입니다. 실제 처벌은 어떻게 변했을까. 가 대법원 판결 열람시스템을 통하거나 자체 확보한 경남 5개 법원의 스토킹 범죄 판결문을 살펴봤습니다. 기소된 25건 가운데 공소권 없음 6건 집행유예 12건 벌금 4건입니다. 징역형을 선고받고 실제 감옥살이를 하는 실형은 단 3건입니다. 주거침입과 협박 재물 손괴 등이 동반됐거나 같은 피해자를 상대로 스토킹과 보복 등을 다시 저지른 사건들입니다. 강력한 처벌을 위해서는 반의사 불벌죄를 폐지해야 한다는 지적이 나옵니다. 이나리 경남여성복지상담소 시설협의회 성폭력분과장 앙심을 품고 보복 살인을 하지 않을까 이 우려까지도 감당해야 하는 게 사실은 스토킹 범죄입니다. 반의사 불벌죄는 사회적 문제와 범죄로 보지 않겠다라는 그 규정이 들어가 있는 겁니다. 실제 지난 20일 경찰의 경고를 받고도 스토킹 범죄를 일으킨 20대 남성에 대한 구속영장에 이어 경찰서 유치장이나 구치소에 가두는 잠정 조치 4호 가 기각된 사건도 마찬가지입니다. 경남 여성계와 정치권은 법원 결정에 대한 규탄에 나섰습니다. 구속 수사하라 구속 수사하라. 경남여성연대와 진보당은 여성의 공포와 불안은 안중에 없는 참담한 판결이라고 말했고. 정혜경 진보당 경남도당 부위원장 도주와 증거 인멸의 우려가 있는 가해자가 얼마나 끔찍한 시한폭탄일 수 있다는 것을 똑똑히 확인하지 않았는가. 진주여성연대도 보복 피해에 대한 우려를 나타냈습니다. 고명정 진주 사무총장 가해자를 불구속하여 피해자들은 재범 우려에 혼자 견디거나 죽음을 맞이하라는 것과 무엇이 다른가. 한편 경찰은 이번 주 안으로 구속영장이 기각된 20대 남성에 대한 불구속 수사를 마치고 검찰에 송치할 예정입니다. 뉴스 김효경입니다. 촬영기자 유용규 변성준 지승환 그래픽 박재희
222,2022-09-26,UCn8WFi6pE4cJZP8MiUNGFxg,"당정, 스토킹 범죄 처벌 강화·쌀 45만 톤 시장 격리",정부와 여당이 어제 고위 당정협의회를 열고 스토킹 범죄에 대한 반의사불벌죄 를 폐지하기로 했습니다. 또 쌀값 회복을 위해 45만 톤의 쌀을 사들이기로 결정했는데요. 스토킹범죄 쌀값 반의사불벌죄
221,2022-09-26,UCEsWtfVdAK8soPcDuVqu58g,"""영장 기각 규탄, 스토킹 처벌 강화하라""(2022.09.26/뉴스데스크/MBC경남)",스토킹 처벌 데이트폭력 영장기각 범죄 구속영장기각 처벌법개정 반의사불벌죄 신당역 전주환 경찰로부터 스토킹 경고를 받고도 여자친구 집에 침입해 폭력을 휘두른 20대 스토킹 가해자에 대해 법원이 구속영장을 기각하면서 경남 여성단체들의 반발이 확산되고 있습니다. 구속영장을 기각한 재판부를 규탄하고 스토킹 처벌법 강화를 촉구하고 나섰습니다. 부정석 기잡니다 경남 여성단체들이 창원지방법원 앞에 모였습니다. 증거 인멸과 도주 우려가 없다 며 20대 스토킹 가해자의 구속 영장을 기각한 재판부를 규탄하기 위해섭니다. 지난 20일 진주지원은 경찰의 스토킹 경고를 받고도 곧바로 여자친구 집에 침입해 폭력을 휘두른 20대 스토킹 가해자의 구속영장을 기각했습니다. 또 피해자와 분리를 위해 가해자를 최대 한달 동안 구금할 수 있는 임시구금 신청도 기각했습니다. 여성단체는 얼마나 많은 피해자가 죽어야만 법원은 스토킹 범죄에 심각성을 가지겠냐 며 구속 사유에 보복 우려를 적극 적용해야 한다 고 강조했습니다. 이현선 경남여성복지 상담소 시설협의회 회장 구속 사유 제2항에 보면 분명히 피해자와 주요 참고인들의 위해 우려 를 고려해야한다고 되어 있음에도 재판부는 이를 적시하지 않고 철저 히 무시하고 있는 실정입니다 스토킹 처벌법 강화도 촉구했습니다. 우선 스토킹 피해자가 고소를 취하하면 처벌을 피할 수 있는 반의사불벌죄를 폐지해야 보복 범죄를 막을 수 있다는 겁니다. 또 스토킹 가해자에 대한 위치추적을 추가하는 등 피해자 신변 보호법을 마련해야 한다고 강조했습니다. 이나리 진해여성복지상담소장 저희 상담소에 합의를 해줘야 될 거냐 혹시 나 한테 그런일이 일어나면 나는 합의를 해주는 게 내가 안전해지는 것 같은데라고 물어오면 저희 가 단호하게 그럴리 없다 안심하고 그냥 합의 요청을 무시하라고 이야기해 줄 수 없습니다 경남에서 지난해 10월부터 올해 8월까지 1천323건의 스토킹 범죄 신고가 들어와 이중 1.6 인 22명만 구속됐습니다. 한편 지난해 10월 스토킹 처벌법 시행 이후 올들어서만 10여 건의 스토킹 처벌 관련 법안이 상정됐지만 여전히 국회에서 잠자고 있습니다. 부정석입니다 경남 구독하기 구독하기 . . 경남 ... 경남 제보하기 시청자 여러분들의 제보를 받습니다. 현장의 소리를 들으며 항상 정확한 정보를 신속하게 보도하겠습니다. 문자 전화 제보 771.2580 250.5050 홈페이지 제보 . . 카카오톡 채팅 제보 . . 경남 웹사이트 홈페이지 . . 카카오톡 . . 페이스북 . . 인스타그램 . .
220,2022-09-27,UCoB4UzVRPcnNlosZfzJURhg,[친절한法] 신당역 살인사건 수사 상황…스토킹 처벌법 개정안 내용은? / KBS  2022.09.27.,앵커 일상의 다양한 사례를 통해 법 상식을 알려드리는 친절한법 시간입니다. 최근 서울 신당역에서 발생한 스토킹 살인 사건 이후 불안과 우려가 커지고 있습니다. 현재 논의되고 있는 스토킹 처벌법 개정안에 대한 관심도 높아지고 있는데요. 최지연 변호사와 함께 알아보겠습니다. 변호사님 안녕하세요 먼저 신당역 스토킹 살인 사건의 현재 수사 상황부터 정리해주시죠. 앵커 지난 1년간 신당역 사건처럼 스토킹이 살인으로 이어진 사건이 꾸준히 발생하고 있다는데 어떤 사건들이 있었습니까 앵커 위의 사건들은 스토킹 처벌법이 시행된 이후 발생한 범죄인데요. 왜 이런 사건이 반복되고 있는 겁니까 앵커 스토킹 범죄 특성상 가해자와 피해자의 분리가 중요한데 피해자 보호제도가 있어도 큰 도움이 안된다고 하더라고요. 이유가 뭡니까 앵커 이번 사건을 계기로 국회에서 스토킹 처벌법 개정안을 진하기로 했다는데 구체적으로 어떤 내용이 담기게 됩니까 앵커 최 변호사님 오늘 말씀 여기까지 듣겠습니다.
219,2022-09-28,UCL8ACCJ895Lghs6Hk6olymQ,스토킹 고소로 강화된 처벌 위기에 처한 상황이라면,법률사무소 에이엘 카톡 무료법률상담 링크 . . 전화 문의 02 1522 5317 블로그 주소 . .
218,2022-09-28,UCOqCunaF9qVN8bXwsK0HT3g,국민의힘의 ‘스토킹 범죄’ 처벌강화 추진이 걱정되는 이유 / 임무영 변호사 [펜앤논평],더산삼기 기 구매처 링크 주문 상담전화 1877 7333 쇼핑몰 . 3 구매시 옵션란에 펜앤드마이크 입력 시 30병 가격으로 1 1 배송 사은품 아웃도어 액비티용 더산삼기 4병 2세트 추가 증정 채널에 가입하여 혜택을 누려보세요 . 3 6 월 수 오전 10시 정규재의 텐텐뉴스 목 토 오전 10시 정군기의 원원뉴스 월 금 오후 5시 펜앤뉴스 월요일 오전 11시 허현준의 돌격 청와대 월요일 오후 3시 백지원의 백발백중 화요일 오후 3시 이병태의 칼끝 목요일 오후 1시 박석순의 진짜 환경 이야기 일요일 오후 3시 정군기의 일요직설 영상이 마음에 드신다면 영상 아래 메뉴의 버튼으로 후원해주세요 해피나눔 . . ... 정기구독 기업은행 024 088734 04 046 주식회사 펜앤드마이크 특별구독 후원 기업은행 024 088734 01 018 주식회사 펜앤드마이크 각종 구독 후원 방법 안내 . . .
217,2022-09-28,UCSgVcG9iiC_y20OplAkC0Lw,"스토킹, 스토커 처벌법 핵심만 담은 내용 - 대전행정사 서영석 - 배워서 남주는 법령정보 종합행정센터",안녕하세요. 배워서 남주는 법령정보의 서영석 행정사입니다. 저희 종합행정센터에서 준비한 스토킹 스토커 처벌법 핵심은 아래와 같은 순서로 진행됩니다. 아 래 1 정의 2. 신고자 응급조치 3. 신고자 긴급응급조치 4. 행위자에 대한 잠정조치 5. 처벌규정 불이행죄 과태료 포함 6. 요약 및 맺음말 순으로 진행됩니다. 오늘 하루도 행복하세요 유튜브 주소 . . 종합행정센터 블로그 . . 종합행정센터 . . 감사합니다.
216,2022-10-03,UCWGk_-J9WJxgFBAgJXi4ilA,[JTV 8 뉴스] 스토킹 처벌법 이후 627건 접수...원스톱 지원,전주방송 뉴스 뉴스 전주방송 전주방송뉴스
215,2022-10-03,UCMLJc_D3jgFcS_48G7i4V0A,"[김성완의 시사야] 범죄의이면 | 스토킹 처벌법 시행 1년을 돌아본다 | 권일용 프로파일러, 곽대경 교수, 오선희 변호사 출연 | KBS 221003 방송",김성완의 시사야 시사평론가 김성완 1 97.3 월 금 22 05 23 52 신당역 역무원 살인 사건의 충격... 스토킹 처벌법 시행 1년 비극은 멈추지 않았다 범죄의 이면 권일용 프로파일러 곽대경 교수 동국대 오선희 변호사 스토킹 범죄 신당역 살인사건 역무원 데이트폭력 권일용 프로파일러 곽대경 오선희 김성완 시사평론가 대담
212,2022-10-04,UCdjTH3b9t67YkXBvgm5y9EQ,[법률톡톡] 신당역 역무원 살인사건과 ‘스토킹 처벌법’,전주환 신당역살인 스토킹처벌 톡톡동해안 유상원 포항 김세라 유상원의 톡톡동해안입니다. 많은 관심과 사랑 부탁드립니다.
